stochk_14_current,mom10_previous,class
55.55555555555623,-0.20000000000001705,1
75.04713423831045,0.6999999999999886,1
80.02450980392116,0.8000000000000114,0
82.10784313725487,1.0,1
85.60924369747927,1.1000000000000227,1
86.30952380952391,1.0,0
88.09523809523813,1.200000000000017,0
87.91208791208794,0.9000000000000057,0
89.92673992674055,0.8000000000000114,0
84.61538461538484,0.19999999999998866,1
74.35897435897455,-0.19999999999998866,1
58.13908313908306,-0.30000000000001137,1
68.18181818181891,0.0,0
47.222222222223365,-0.4000000000000057,1
37.50000000000088,0.19999999999998866,1
37.50000000000088,-0.09999999999999433,1
33.333333333334515,-0.5,1
45.83333333333361,0.0,1
62.500000000000284,0.0,0
75.00000000000058,0.30000000000001137,1
75.00000000000058,0.2999999999999829,0
70.83333333333421,0.30000000000001137,1
70.83333333333421,0.20000000000001705,0
16.6666666666659,-0.4000000000000057,0
31.48148148148163,-0.5,1
29.62962962962989,-0.19999999999998866,0
49.735449735449656,-0.09999999999999433,1
85.71428571428288,0.19999999999998866,1
33.333333333334735,-0.19999999999998866,0
34.92063492063627,-0.19999999999998866,1
42.06349206349282,-0.09999999999999433,1
44.44444444444502,-0.19999999999998866,1
61.111111111110056,0.19999999999998866,0
47.91666666666654,2.0,1
44.27083333333314,1.6999999999999886,0
43.74999999999983,1.5999999999999943,0
32.555018786902735,0.20000000000001705,0
45.005611672278064,0.5,1
59.44055944055873,-0.20000000000001705,1
62.820512820511986,0.2999999999999829,1
81.1463046757168,0.6000000000000227,0
26.666666666666387,-0.30000000000001137,0
8.88888888888836,-0.30000000000001137,0
54.761904761904546,0.09999999999999433,0
70.89947089947083,0.10000000000002274,0
61.904761904761756,0.30000000000001137,1
73.01587301587256,1.4000000000000057,1
79.36507936507894,0.8000000000000114,0
85.71428571428531,0.09999999999999433,1
82.664995822891,0.8000000000000114,1
58.333333333333705,0.20000000000001705,0
49.99999999999997,-0.09999999999999433,1
42.42424242424193,-0.30000000000001137,0
66.66666666666761,-0.09999999999999433,0
62.247474747475366,-0.09999999999999433,1
51.13636363636466,-0.19999999999998866,0
45.83333333333361,0.09999999999999433,0
45.83333333333361,0.19999999999998866,0
54.166666666666366,0.19999999999998866,0
50.0,-0.4000000000000057,1
54.166666666666366,0.2999999999999829,0
46.6666666666659,-0.5,1
56.66666666666533,0.19999999999998866,0
66.66666666666477,0.0,1
79.99999999999828,0.09999999999999433,0
83.33333333333142,0.0,0
86.66666666666458,0.30000000000001137,1
83.33333333333144,0.30000000000001137,0
86.66666666666553,0.5,1
79.74358974358908,0.4000000000000057,0
84.61538461538456,0.5999999999999943,0
36.3636363636362,-0.5,0
54.54545454545517,0.20000000000001705,0
66.66666666666752,0.30000000000001137,0
75.757575757577,0.19999999999998866,0
63.63636363636465,0.19999999999998866,1
54.54545454545517,0.4000000000000057,0
51.51515151515144,0.5,1
48.48484848484856,0.19999999999998866,1
48.48484848484856,0.2999999999999829,0
56.666666666667226,0.0,0
61.515151515151814,-0.10000000000002274,1
57.61904761904742,0.0,0
43.80952380952266,0.19999999999998866,0
38.095238095236546,0.09999999999999433,0
36.507936507934886,0.0,1
66.66666666666802,0.0,1
76.19047619047716,0.19999999999998866,0
42.31884057970973,0.9000000000000057,1
51.7632850241545,0.9000000000000057,0
71.20772946859908,1.1999999999999886,0
68.88888888888879,1.5999999999999943,1
72.22222222222223,1.6999999999999886,1
77.7777777777778,2.200000000000017,0
79.99999999999993,1.6999999999999886,0
75.55555555555544,0.09999999999999433,0
71.75925925925921,0.30000000000001137,0
68.68945868945805,-0.3999999999999773,1
66.83760683760579,0.19999999999998866,1
54.456654456653865,0.0,1
54.68975468975446,0.19999999999998866,0
62.77056277056304,0.7999999999999828,1
69.1142191142188,0.7999999999999828,1
77.1929824561402,1.1999999999999886,0
78.94736842105239,0.9000000000000057,0
75.43859649122804,0.4000000000000057,0
68.73065015479894,0.4000000000000057,0
62.919246646027176,0.6000000000000227,1
50.26260504201707,0.09999999999999433,1
34.98168498168489,-0.20000000000001705,1
35.89743589743573,-0.6000000000000227,1
32.30769230769172,-0.4000000000000057,0
32.82051282051253,-0.2999999999999829,0
36.66666666666652,-0.09999999999999433,1
38.33333333333298,-0.10000000000002274,0
29.166666666665826,-0.10000000000002274,0
20.00000000000044,-0.19999999999998866,1
47.22222222222239,0.19999999999998866,0
62.777777777778084,0.5,0
76.1111111111116,0.4000000000000057,0
83.33333333333431,0.5999999999999943,1
83.93939393939486,0.5999999999999943,0
87.272727272728,0.8000000000000114,0
62.35294117647146,0.19999999999998866,0
69.49494949494998,0.19999999999998866,0
69.49494949494998,0.19999999999998866,1
80.21978021978012,0.9000000000000057,0
85.71428571428595,0.8999999999999773,0
85.71428571428595,0.3999999999999773,1
76.19047619047636,0.4000000000000057,1
71.42857142857117,0.5,0
76.6233766233772,0.4000000000000057,1
80.08658008658112,0.5,1
81.81818181818281,0.30000000000001137,1
64.10256410256358,1.5,1
56.410256410255954,0.6999999999999886,0
48.71794871794831,0.7999999999999828,1
43.16239316239307,0.4000000000000057,1
37.37373737373759,0.5,0
38.38383838383855,-0.09999999999999433,1
