ema50_current,macd_12_26_previous,class
243.04244851562999,-0.1337023578838057,1
243.09723482203853,0.0718227186549143,1
243.12724866225426,0.12682504136861894,0
243.156699094496,0.1905253506889153,1
243.1810730391989,0.2345323651046556,1
243.2141750962919,0.2591456587062737,0
243.2414438595034,0.2908785881535607,0
243.26764325945183,0.3080925934912955,0
243.28766645258773,0.3199307683841539,0
243.2920716897411,0.3183861695091537,1
243.29630417249646,0.2775441674219508,1
243.3358460758752,0.20710927546488733,1
243.36835825758973,0.20165745529271814,0
243.3818952129344,0.0928637293278598,1
243.3884166211081,0.03902717971513425,1
243.39263933389682,-0.024329775267545983,1
243.40653350945578,-0.03149576330866921,1
243.42564520011646,-0.019570723288950376,1
243.44915619207558,-0.0021188470064146263,0
243.46144762562298,0.008904161459867055,1
243.477792216164,0.010205171747799113,0
243.49349584237004,0.018729063130194845,1
243.50588928220586,0.028469605969064563,0
243.53107009325439,-0.004725512820897393,0
243.51574372563167,-0.07827023907455555,1
243.52518394693396,-0.07566565891602295,0
243.53548117421505,-0.06050809276126756,1
243.56641740178765,-0.02326748620757257,1
243.5552229905087,-0.03668713125549061,0
243.55697895166531,-0.03882043863879403,1
243.55474448297244,-0.022322784941934515,1
243.5598271723899,-0.02013872107414727,1
243.5647105406536,0.0015673193133807215,0
244.18102591608482,0.7797795650313049,1
244.24318168121968,0.7297572968053885,0
244.29321601201,0.7196259668604057,0
244.55473397200885,0.19342405207081012,0
244.59500498737748,0.17764630974522788,1
244.65700775575604,0.08959585952706561,1
244.69964402460653,0.05700402546034411,1
244.8391419196336,0.0634161183641595,0
246.10498976297816,0.08094530992821093,0
246.1106962145661,-0.055702065088922836,0
246.0194204556496,-0.1979721459049415,0
246.0223405013616,-0.13178172017259726,0
246.03074637938067,-0.0909764807263116,1
246.08648833757584,0.03354662755606341,1
246.10699971877625,0.09849970845419877,0
246.11702277872755,0.15662089614417596,1
246.21835573997515,0.2551660048045505,1
246.2333196869252,0.20836379929249915,0
246.23139942716784,0.1938630133359993,1
246.2274737191914,0.160980668429346,0
243.47562457812992,0.12465988930847514,0
243.45194484822804,0.11920721728205308,1
243.44254453094032,0.09067777347249263,0
243.4193215270121,0.0621082347476829,0
243.4223516561689,0.06203469308994159,0
243.41068678503564,0.08435726888487237,0
243.40829314679337,0.06881273874401472,1
243.40391262419402,0.07276303079814284,0
243.35169122077892,-0.02625713168032462,1
243.3612556220941,-0.014632209954299926,0
243.3712317520857,-0.003013091751000729,1
243.38719265139287,0.007005956479360975,0
243.41503967685944,0.029581846751199237,0
243.4226666918136,0.04921625113934169,1
243.4436001301281,0.03825492998095115,0
243.45464230130239,0.05172719668613013,1
243.47824336277438,0.0484992841704468,0
243.48731337043762,0.0846987068671865,0
243.4738747829836,-0.07438483060266776,0
243.4928000608603,-0.037168028456505915,0
243.5033799701416,-0.004310280983958137,0
243.50386102766103,0.007219187602032663,0
243.5082447888069,0.002255794306421421,1
243.5130702431192,0.006299028708184551,0
243.52154726678987,0.016092245237274483,1
243.53038622929424,0.02404070627056853,1
243.54280013444543,0.04285771744895328,0
243.55141925652737,0.06943013003984788,0
243.55970037382176,0.07394393191543712,1
243.56765674141843,0.07814985831404897,0
243.57468748923145,0.07266457982714769,0
243.5744529259767,0.06406546134567748,0
243.580026773318,0.045882300482332994,1
243.4807546650657,-0.07842963261808222,1
243.48089577871468,-0.05937556254858122,0
243.4136662072789,0.0005869406725196312,1
243.46363079689957,0.06274715405439224,0
243.52131994420768,0.15582042757469594,0
243.56314125002723,0.24538621995904464,1
243.72565081729766,0.4097479303741807,1
243.76031268948935,0.4436799919469081,0
243.7936152725756,0.4375541252802577,0
243.82169030338383,0.4230473103599763,0
243.47943632327932,-0.2480501683870955,0
243.4577724455459,0.03650554513575344,1
243.45673407018205,0.06635131947479067,1
243.46750112130297,0.07674353461939631,1
243.49598663110697,0.10421059682659006,0
243.51489831947208,0.17124704945547364,1
243.58457806898528,0.21491705052076784,1
243.76641211403037,0.3659322977125328,0
243.8031571362052,0.3793532015095025,0
243.82939082912742,0.3671659246579111,0
243.85398214441014,0.3402430245924961,0
243.87736915796813,0.3106636093045836,1
243.8895414750127,0.2654168359564437,1
243.913461844291,0.19395503921435875,1
243.9228578186069,0.16493463663729813,1
243.93519328660145,0.13543830961705794,0
243.95342100085227,0.11386364032782124,0
243.96124994942073,0.09449580349021858,1
243.96570385355844,0.060957060129226186,0
243.9666751315292,0.031672475444622705,0
243.7866210868114,-0.28207550303474704,1
243.79681520218614,-0.19376704971193706,0
243.8000081230579,-0.13532989786270375,0
243.8051565838701,-0.09331999406211366,0
243.81255756573015,-0.04870552330271494,1
243.82358988163492,-0.010536825017112506,0
243.82904077833697,0.02780711649523937,0
243.32024394552025,-0.07599369002784329,0
243.32228789451136,0.00473563387691911,0
243.32228789451136,0.00473563387691911,1
243.36140400928653,0.1705511231326966,0
243.3716142565921,0.1896293242305376,0
243.3768889280473,0.20410365901540214,1
243.38257035500945,0.20584891528389448,1
243.4034753190044,0.21152674575094466,0
243.4409310230653,0.22721605576617776,1
243.4659233235105,0.23257107149584044,1
243.49961948710109,0.23418957531265505,1
243.73536917847224,0.4247405747289577,1
243.8156778387047,0.39997542284586973,0
243.83835249684574,0.3862044937837936,1
243.85560277871136,0.3424731753056278,1
243.91716470418132,0.28278152386968713,0
243.93916744850443,0.25111569541053314,1
