sma20_previous,stochk_14_previous,class
242.89,51.515151515151786,1
242.925,73.52207977208016,1
242.94,75.04713423831045,0
242.965,80.02450980392116,1
243.01000000000005,82.10784313725487,1
243.045,85.60924369747927,0
243.09,86.30952380952391,0
243.13,88.09523809523813,0
243.175,87.91208791208794,0
243.23,89.92673992674055,1
243.28,84.61538461538484,1
243.345,65.59829059829039,1
243.455,65.40404040404047,0
243.59,61.11111111111219,1
243.65,37.50000000000088,1
243.635,37.50000000000088,1
243.635,37.50000000000088,1
243.63,33.333333333334515,1
243.63,45.83333333333361,0
243.64,62.500000000000284,1
243.63,75.00000000000058,0
243.63,75.00000000000058,1
243.63,70.83333333333421,0
243.615,16.6666666666659,0
243.58,25.92592592592545,1
243.58,31.48148148148163,0
243.58,29.62962962962989,1
243.61000000000004,80.95238095237848,1
243.50999999999996,28.57142857143036,0
243.49499999999995,33.333333333334735,1
243.49999999999997,34.92063492063627,1
243.5,42.06349206349282,1
243.51,44.44444444444498,0
244.235,52.97181372549016,1
244.305,47.91666666666654,0
244.39500000000004,44.27083333333314,0
245.085,22.555018786902732,0
245.21,32.555018786902735,1
245.40000000000003,53.0303030303026,1
245.4650000000001,59.44055944055873,1
245.33,74.81146304675703,0
246.36,42.222222222221696,0
246.335,8.88888888888836,0
246.05,38.88888888888905,0
246.04,54.761904761904546,0
245.925,66.66666666666664,1
245.94000000000003,65.07936507936472,1
245.965,73.01587301587256,0
245.99,79.36507936507894,1
246.08,80.37741412354431,1
246.14,73.01587301587355,0
246.195,58.333333333333705,1
246.245,49.99999999999997,0
243.215,73.3333333333339,0
243.26000000000005,73.08080808080898,1
243.27500000000003,62.247474747475366,0
243.345,41.666666666667254,0
243.385,45.83333333333361,0
243.445,49.99999999999999,0
243.445,54.166666666666366,1
243.45,50.0,0
243.445,50.83333333333227,1
243.46,46.6666666666659,0
243.47000000000003,56.66666666666533,1
243.46000000000004,66.66666666666477,0
243.48,79.99999999999828,0
243.505,83.33333333333142,1
243.51,86.66666666666458,0
243.525,83.33333333333144,1
243.53500000000003,86.66666666666553,0
243.555,79.74358974358908,0
243.48999999999995,27.272727272726726,0
243.52,36.3636363636362,0
243.545,54.54545454545517,0
243.55,66.66666666666752,0
243.545,75.757575757577,1
243.545,63.63636363636465,0
243.5300000000001,48.48484848484856,1
243.53500000000008,51.51515151515144,1
243.53000000000003,48.48484848484856,0
243.54000000000005,48.48484848484856,0
243.53000000000003,56.666666666667226,1
243.535,61.515151515151814,0
243.545,57.61904761904742,0
243.555,43.80952380952266,0
243.59,40.47619047618873,1
243.45,66.66666666666802,1
243.44,66.66666666666802,0
243.295,36.66666666666661,1
243.335,42.31884057970973,0
243.4,51.76328502415447,0
243.485,71.20772946859908,1
243.67,70.00000000000016,1
243.74,72.22222222222223,0
243.795,77.77777777777784,0
243.84500000000003,79.99999999999993,0
243.51,64.35185185185192,0
243.17,72.96296296296242,1
243.205,68.68945868945805,1
243.215,66.83760683760579,1
243.235,54.456654456653865,0
243.285,54.68975468975446,1
243.49,71.21212121212145,1
243.74,81.82957393483719,0
243.805,77.1929824561402,0
243.86000000000004,78.94736842105239,0
243.90000000000003,75.43859649122804,0
243.95000000000005,68.73065015479894,1
243.99,62.919246646027176,1
244.07,40.91117216117235,1
244.105,34.98168498168489,1
244.14999999999995,35.89743589743573,0
244.19,32.30769230769172,0
244.23999999999995,32.82051282051257,1
244.265,36.66666666666652,0
244.27,38.33333333333298,0
243.79,15.555555555555983,1
243.74999999999997,34.444444444445004,0
243.735,47.22222222222239,0
243.715,62.777777777778084,0
243.695,76.1111111111116,1
243.67,83.33333333333431,0
243.66,83.93939393939486,0
243.09500000000003,57.777777777778866,0
243.08,66.66666666666735,0
243.08,66.66666666666735,1
243.14499999999992,76.54012654012661,0
243.19499999999996,80.21978021978012,0
243.23999999999995,85.71428571428595,1
243.29,85.71428571428595,1
243.32,76.19047619047632,0
243.39500000000004,73.80952380952398,1
243.425,76.62337662337724,1
243.485,80.08658008658112,1
243.835,61.53846153846101,1
243.97000000000003,64.10256410256358,0
244.04500000000007,56.410256410255954,1
244.08500000000004,48.71794871794831,1
244.19,37.60683760683783,0
244.225,37.37373737373759,1
