sma10_current,cci20_current,class
242.71,-5.2461893588155135,1
243.01,99.64844030261105,1
243.12000000000003,110.09598665324188,0
243.22000000000003,118.13748784129135,1
243.32,102.77251972195542,1
243.44,101.60461917177555,0
243.55,100.3399432682205,0
243.64000000000004,89.68626710730992,0
243.71,68.27101198753904,0
243.7,32.394986720875075,1
243.68,17.376334972152776,1
243.7,56.60882274233385,1
243.7,46.12032989732397,0
243.6,-21.389936685779873,1
243.59,-22.542948732960976,1
243.59,-20.4578161690408,1
243.56,-5.570503072135273,1
243.57,22.473355404484664,1
243.58,35.34707220893523,0
243.59,21.45386919838161,1
243.63,12.885520981862042,0
243.66000000000003,17.67550166287405,1
243.67,4.125630396320813,0
243.63,-2.0737227803129046,0
243.5,-25.677066905842857,1
243.49,-2.338440862321084,0
243.48,10.547870455276616,1
243.53,12.258992914290946,1
243.51,-14.242332073244302,0
243.51,0.9703462195385196,1
243.49,10.238648264406,1
243.48999999999995,19.323507012039247,1
243.51,22.83960877370644,0
245.44,109.76007684580786,1
245.65,129.27469851050364,0
245.79,116.8335175603984,0
245.17,41.128358894923416,0
245.19,5.13969696346237,1
245.14,-40.87334261773007,1
245.19,-17.44594112402482,1
245.38,33.85398713794782,0
246.39,-20.739605309821133,0
246.3,-9.215831673515432,0
245.78000000000003,25.89207121538188,0
245.76,4.899010655049458,0
245.79,10.991475998205106,1
246.14,36.012724055309526,1
246.22,26.147137271377325,0
246.21000000000004,27.29378253288497,1
246.47000000000003,29.7656349240886,1
246.52000000000004,14.143147764342453,0
246.49,2.0851578464506475,1
246.45,-7.261784423761567,0
243.4,4.780772878864045,0
243.41000000000003,6.085607295325249,1
243.40000000000003,7.188800424040278,0
243.42,2.1009215482277104,0
243.46,13.61464718202567,0
243.49,0.20043701683465748,0
243.47,7.924009113693473,1
243.49,7.531457996277207,0
243.43,-10.411599856539748,1
243.45,10.140571851998343,0
243.45,8.22626594311218,1
243.47,9.765658378716743,0
243.48,14.775753384074203,0
243.48,2.1417909680533183,1
243.54,9.911069303424178,0
243.57,9.208627722924962,1
243.64,18.145792771847308,0
243.67,5.850694705330643,0
243.40000000000003,9.652149004273683,0
243.42,20.26930105213196,0
243.44,13.115409356906445,0
243.44,0.833927506682864,0
243.47,0.939608246004676,1
243.51,3.1367038261502755,0
243.6,3.4611657206133217,1
243.63,5.674975250800742,1
243.67,11.796352820485128,0
243.66,10.130429276936669,0
243.64999999999995,11.943945899210016,1
243.64999999999995,9.425589734790103,0
243.67,12.83912261043683,0
243.67,7.65208519321725,0
243.67,-3.198362438428628,1
243.32,3.243530777866139,1
243.34,3.8957750319798015,0
243.3,53.23339883118257,1
243.44,81.26922607053814,0
243.58,74.21045323853883,0
243.71,63.40041732585371,1
244.17,72.71933333719154,1
244.36000000000004,53.48038510436458,0
244.53000000000003,47.84670512663989,0
244.53000000000003,33.988418858753775,0
243.09,-0.8910111586722304,0
243.38,12.392035230359134,1
243.39,13.509100802101527,1
243.42,25.668331938763128,1
243.48,47.22420794620932,0
243.54,42.381220758079394,1
243.75,48.90305073382071,1
244.22,57.30386052527028,0
244.3,40.55640701603382,0
244.32,30.855470731062226,0
244.36000000000004,23.595819521913274,0
244.41,16.19296836541758,1
244.4,4.502136624000659,1
244.37,7.772618861589832,1
244.31,2.7048614745744044,1
244.28000000000003,10.71052978113523,0
244.26,9.698608741341415,0
244.23,0.6776176913504856,1
244.22,-8.931676518642751,0
244.2,-9.510773940587145,0
243.42,-9.49549615052686,1
243.48,4.75144124788355,0
243.52000000000004,10.296391239332738,0
243.57,11.884766391672391,0
243.63,13.592463685693614,1
243.7,21.434841484245624,0
243.77000000000004,19.8635981471046,0
243.09,11.257494564432543,0
243.13,27.25157464553147,0
243.13,27.25157464553147,1
243.4,41.91020903772641,0
243.48999999999995,34.01671443472049,0
243.52,17.0666316563346,1
243.56,19.222055811979352,1
243.64,29.773144487819053,0
243.72000000000003,29.379781247449113,1
243.78000000000003,35.21259547724794,1
243.83,40.734461919147456,1
244.28,53.98320106426594,1
244.45,38.219495655535404,0
244.5,21.17743824044208,1
244.53,7.177210102232031,1
244.62,20.735353093439898,0
244.61,11.970500309451449,1
