adi14_previous,macd_12_26_current,class
29.49350703497163,-0.10579493543761488,1
27.33001566438905,0.12682504136861894,1
28.138500306321497,0.1905253506889153,0
28.88923604525876,0.2345323651046556,1
29.839196304385656,0.2591456587062737,1
30.127138022428827,0.2908785881535607,0
30.39451247489746,0.3080925934912955,0
30.64278875218976,0.3199307683841539,0
29.65413273155519,0.3183861695091537,0
28.7360949981088,0.2775441674219508,1
26.808864225706376,0.2411417992104248,1
23.357547893495926,0.22087050537811592,1
24.263916931273553,0.18179074091452208,0
23.099130809294962,0.05884000098657794,1
20.347613516425785,0.0038309321667497898,1
17.624687130911788,-0.03149576330866921,1
16.909175483037668,-0.019570723288950376,1
16.711535284196447,-0.0021188470064146263,1
17.33874074742248,0.008904161459867055,0
18.274806785425405,0.010205171747799113,1
18.52174525658243,0.018729063130194845,0
18.167628804815713,0.028469605969064563,1
17.838806385318048,0.034647093511495086,0
14.047811285716715,-0.006461932966459472,0
12.590495292347144,-0.07566565891602295,1
11.723718980900244,-0.06050809276126756,0
11.781263603796566,-0.05105932405547264,1
11.993563461893716,-0.007833523616511684,1
10.348523684005812,-0.03882043863879403,0
9.84139887985757,-0.022322784941934515,1
9.479940862592802,-0.02013872107414727,1
9.669916171077272,0.0015673193133807215,1
9.846321814670004,0.016516134571872954,0
36.52739609974017,0.7297572968053885,1
36.066683634769795,0.7196259668604057,0
35.901222962108825,0.6831804288678427,0
30.784253475909622,0.17764630974522788,0
30.407514357618858,0.13550047501192353,1
28.696111592936987,0.05700402546034411,1
27.828190657430497,0.03904333561837348,1
27.777909474020287,0.05823667083575401,0
20.94931758949373,0.02902046610179809,0
21.726828807740823,-0.047556664614631934,0
20.850100747130746,-0.13178172017259726,0
21.022582531595226,-0.108985576023656,0
18.96465301825261,-0.06542863854653548,1
17.64296552108821,0.09849970845419877,1
18.029949940459744,0.15662089614417596,0
17.774539048536305,0.1805880157879756,1
19.521597386233346,0.23289430089923255,1
17.83628053099605,0.1938630133359993,0
16.85596897350981,0.160980668429346,1
16.43903175848917,0.12336692143031767,0
27.351905880629463,0.12625613980199546,0
24.396514368889193,0.09067777347249263,1
23.5180218814308,0.07783405358983941,0
20.313481744341985,0.06203469308994159,0
18.921429054368943,0.08024242127106618,0
18.333946911158463,0.06881273874401472,0
17.202181312156974,0.07276303079814284,1
16.527741506593383,0.0605666422619322,0
16.255569177702306,-0.03411377132721327,1
15.199733703992365,-0.003013091751000729,0
14.799968119111641,0.007005956479360975,1
14.428757218865249,0.029581846751199237,0
14.084061382922178,0.04921625113934169,0
14.132824171475516,0.03825492998095115,1
13.345742014891947,0.05172719668613013,0
12.614880012350055,0.0484992841704468,1
11.936222438561153,0.0846987068671865,0
12.060965966298456,0.07733058353642264,0
10.508742724530194,-0.037168028456505915,0
10.551203324066408,-0.004310280983958137,0
11.592449135621335,0.007219187602032663,0
12.559320246350902,0.002255794306421421,0
12.074671102857986,0.006299028708184551,1
11.62463975532885,0.010017843220509805,0
10.818716270723105,0.02404070627056853,1
10.894874503855435,0.04285771744895328,1
10.965592863192592,0.06943013003984788,0
11.471529205555143,0.07394393191543712,0
11.941327237748899,0.07814985831404897,1
12.816823244868123,0.07266457982714769,0
13.62978382290741,0.06406546134567748,0
15.187370909879633,0.05271949072155735,0
17.210901329108648,0.041259209393615486,1
14.66350116158429,-0.05937556254858122,1
13.647362654291612,-0.041197294957640906,0
18.43783559312172,0.06274715405439224,1
19.612686809556244,0.15582042757469594,0
21.5913002090508,0.24538621995904464,0
23.42858408001002,0.2935329607160213,1
28.103873545614746,0.4436799919469081,1
29.967589134721035,0.4375541252802577,0
31.34619330779241,0.4230473103599763,0
32.62632575421583,0.4161843280544133,0
20.223506211936744,-0.1874557933959977,0
14.575185601099449,0.06635131947479067,1
14.166002276412636,0.07674353461939631,1
13.78604633206057,0.10421059682659006,1
12.916829735310811,0.17124704945547364,0
13.554546592099786,0.1948408172316931,1
15.423272252521436,0.252936323649692,1
22.18564036177448,0.3793532015095025,0
24.034625244078985,0.3671659246579111,0
24.433777777973873,0.3402430245924961,0
24.804419416590573,0.3106636093045836,0
24.335039209540483,0.2654168359564437,1
23.89918616013681,0.2165103130335524,1
22.6391366890462,0.16493463663729813,1
22.225102817930544,0.13543830961705794,1
21.3864821100137,0.11386364032782124,0
21.278555190048625,0.09449580349021858,0
21.17833733579531,0.060957060129226186,1
20.594244309146553,0.031672475444622705,0
19.582386587333122,0.00155164240521799,0
26.633500708305892,-0.23861531662586802,1
24.21716023652717,-0.13532989786270375,0
22.662838967734423,-0.09331999406211366,0
21.31852480705852,-0.04870552330271494,0
20.07023308643088,-0.010536825017112506,1
18.85586140719128,0.02780711649523937,0
17.7821959635366,0.0540932392585205,0
29.25380614078433,-0.04817639738146795,0
26.561938597080665,0.038522479356231536,0
26.561938597080665,0.038522479356231536,1
22.64447630571141,0.1896293242305376,0
22.225217024745675,0.20410365901540214,0
21.40025334139247,0.20584891528389448,1
20.250489922857888,0.21152674575094466,1
19.182852462790052,0.2269988632152149,0
18.491834369966604,0.23257107149584044,1
18.068313226042694,0.23418957531265505,1
17.981200619141127,0.2500452101110397,1
24.98727059245132,0.4171703530725495,1
25.77062932335507,0.3862044937837936,0
26.14294611517559,0.3424731753056278,1
26.186910541257912,0.28585439547961755,1
25.845676933774147,0.25111569541053314,0
26.037022757697486,0.2188186964293664,1
