ema10_current,mom10_previous,class
242.7479209911617,-0.20000000000001705,1
243.19277496110772,0.6999999999999886,1
243.33424129512343,0.8000000000000114,0
243.44716267918275,1.0,1
243.52137108432208,1.1000000000000227,1
243.62409828516158,1.0,0
243.6871421966221,1.200000000000017,0
243.7330759820916,0.9000000000000057,0
243.74682875538662,0.8000000000000114,0
243.68094518336272,0.19999999999998866,1
243.62421664429863,-0.19999999999998866,1
243.6797099783551,-0.30000000000001137,1
243.70511265958461,0.0,0
243.5862533612204,-0.4000000000000057,1
243.5521236878136,0.19999999999998866,1
243.5200166835776,-0.09999999999999433,1
243.5442695279754,-0.5,1
243.5935897757516,0.0,1
243.65212452393232,0.0,0
243.66365295426186,0.30000000000001137,1
243.69973851948325,0.2999999999999829,0
243.72643927452896,0.30000000000001137,1
243.72445593202275,0.20000000000001705,0
243.5840360620896,-0.4000000000000057,0
243.45028644571119,-0.5,1
243.47468329362832,-0.19999999999998866,0
243.4946443510149,-0.09999999999999433,1
243.5875123366237,0.19999999999998866,1
243.45672908434034,-0.19999999999998866,0
243.48277834173297,-0.19999999999998866,1
243.48026195569247,-0.09999999999999433,1
243.52021432738465,-0.19999999999998866,1
243.5585502281311,0.19999999999998866,0
245.50810452669404,2.0,1
245.5659307410485,1.6999999999999886,0
245.55711287366313,1.5999999999999943,0
245.22668104841838,0.20000000000001705,0
245.24565936352226,0.5,1
245.2036240059114,-0.20000000000001705,1
245.25344772369567,0.2999999999999829,1
245.45208632206402,0.6000000000000227,0
246.32841625520317,-0.30000000000001137,0
246.21236019291774,-0.30000000000001137,0
245.83872175958703,0.09999999999999433,0
245.86239747939118,0.10000000000002274,0
245.92871817021057,0.30000000000001137,1
246.2231095049664,1.4000000000000057,1
246.29604361787418,0.8000000000000114,0
246.29393916176159,0.09999999999999433,1
246.5462437742421,0.8000000000000114,1
246.49611484768258,0.20000000000001705,0
246.4338043895158,-0.09999999999999433,1
246.36181748906208,-0.30000000000001137,0
243.37641283585307,-0.09999999999999433,0
243.40324521285584,-0.09999999999999433,1
243.3998313758376,-0.19999999999998866,0
243.4354882885344,0.09999999999999433,0
243.4948765202517,0.19999999999998866,0
243.50019558876545,0.19999999999998866,0
243.512694248719,-0.4000000000000057,1
243.51603380013188,0.2999999999999829,0
243.36358347007842,-0.5,1
243.4473852914805,0.19999999999998866,0
243.4751334203021,0.0,1
243.52166584960904,0.09999999999999433,0
243.57509585708831,0.0,0
243.5614420648904,0.30000000000001137,1
243.6217590248139,0.30000000000001137,0
243.6262742334359,0.5,1
243.69580914285018,0.4000000000000057,0
243.6868606936474,0.5999999999999943,0
243.4252531685399,-0.5,0
243.49903655271262,0.20000000000001705,0
243.54122295794483,0.30000000000001137,0
243.53372787468217,0.19999999999998866,0
243.55424874696445,0.19999999999998866,1
243.57386234987632,0.4000000000000057,0
243.6058634087236,0.5,1
243.63145054754384,0.19999999999998866,1
243.67339109580487,0.2999999999999829,0
243.67540528006856,0.0,0
243.6770532490116,-0.10000000000002274,1
243.6812253855549,0.0,0
243.69028654845218,0.19999999999998866,0
243.67387081236998,0.09999999999999433,0
243.6494507091071,0.0,1
243.37911578236424,0.0,1
243.4067423276598,0.19999999999998866,0
243.45403016580346,0.9000000000000057,1
243.68373967573535,0.9000000000000057,0
243.90804745658886,1.1999999999999886,0
244.03420275169705,1.5999999999999943,1
244.48232238160404,1.6999999999999886,1
244.5391886620677,2.200000000000017,0
244.58006802217602,1.6999999999999886,0
244.54732838178035,0.09999999999999433,0
243.27546065841813,0.30000000000001137,0
243.39236570386976,-0.3999999999999773,1
243.3965775560289,0.19999999999998866,1
243.46021666806632,0.0,1
243.59348370013961,0.19999999999998866,0
243.66615672638144,0.7999999999999828,1
243.90245075355125,0.7999999999999828,1
244.3934105803183,1.1999999999999886,0
244.435380861344,0.9000000000000057,0
244.41641375591598,0.4000000000000057,0
244.40654281174577,0.4000000000000057,0
244.3831085648328,0.6000000000000227,1
244.31062866381862,0.09999999999999433,1
244.2660992276292,-0.20000000000001705,1
244.23713839633845,-0.6000000000000227,1
244.24009638387054,-0.4000000000000057,0
244.2635221719869,-0.2999999999999829,0
244.24350129121933,-0.09999999999999433,1
244.23276816722571,-0.10000000000002274,0
244.20298090382286,-0.10000000000002274,0
243.44774812135643,-0.19999999999998866,1
243.58341676266312,0.19999999999998866,0
243.63409072635716,0.5,0
243.69655685860582,0.4000000000000057,0
243.750489310581,0.5999999999999943,1
243.8156214786961,0.5999999999999943,0
243.850729616245,0.8000000000000114,0
243.0978024922157,0.19999999999998866,0
243.2223334674884,0.19999999999998866,0
243.2223334674884,0.19999999999998866,1
243.54469389076928,0.9000000000000057,0
243.59834555003025,0.8999999999999773,0
243.60711775406742,0.3999999999999773,1
243.61711881023328,0.4000000000000057,1
243.6911421403653,0.5,0
243.76636016075832,0.4000000000000057,1
243.8257829214331,0.5,1
243.90794138184967,0.30000000000001137,1
244.52553845914827,1.5,1
244.59302423718844,0.6999999999999886,0
244.55386609474056,0.7999999999999828,1
244.49799819973958,0.4000000000000057,1
244.53205045954988,0.5,0
244.50521748676903,-0.09999999999999433,1
