rsi14_current,uosc_current,class
-3.07777613282434,21.73981761800549,1
18.323516316432414,25.79184034575511,1
24.76988694583753,27.410741074107047,0
24.76988694583753,25.458241947805533,1
20.836230548135052,22.059716360914866,1
25.061974356347164,22.53823196687541,0
21.160900258450692,17.008123195731017,0
21.160900258450692,18.001621612297242,0
16.63657763603696,21.294207393056475,0
2.0195353174736543,18.823053158624145,1
2.0195353174736543,18.40018779047218,1
22.12965611870645,24.898530091291583,1
13.686773613094175,20.041599065123695,0
1.3427049995352152,22.632547091945906,1
-3.6859918027169267,15.68505663134856,1
1.4764203268832716,17.598505696236007,1
9.801941802845704,25.244667205092536,1
13.201650031964023,25.249840853002485,1
16.27345156714425,24.48608887900327,0
7.283662721075642,20.68233353947642,1
11.054133230035717,23.03139518331161,0
11.054133230035717,25.313688402191204,1
5.935654388105847,27.7983641514426,0
1.76575572470405,32.136985555576594,0
-1.8018360413373105,31.831787260358386,1
3.879108784747871,33.67464714709917,0
3.879108784747871,30.50520907663741,1
9.435306228375024,27.385426892815772,1
-11.488438602341231,38.083953960731904,0
6.330362858200773,45.29616724738735,1
-1.4717048687384278,38.155061019383176,1
11.475843209984506,41.79587880618865,1
11.475843209984506,42.747729538901595,0
13.221505730246008,11.016211916399515,1
18.43960836214133,10.700751923449292,0
14.619784268185626,11.397583103340258,0
17.25881243782385,25.58364296705452,0
10.650078584996491,26.44745501293643,1
8.048925420453926,20.504068649828078,1
12.025095026541125,20.10329201522816,1
11.466792555441446,16.042671807504803,0
-8.595708787446156,18.091746962714303,0
4.854947767465474,13.347815385319764,0
9.801070102429053,25.024668661996568,0
0.6256447028448521,22.66507885341846,0
4.065011038020131,19.125336279995143,1
14.416792227493048,18.533360537814385,1
14.416792227493048,23.974840469084764,0
7.3801490969159715,26.17734288287027,1
5.5513746497732095,21.78115975099018,1
5.405951629219104,21.20493225785105,0
-2.5038297766230784,22.597534560382535,1
-6.762942841306739,17.862198395321165,0
-0.7452288576979242,42.98227227399214,0
-5.600105261462119,40.04091994637346,1
-0.9379299938098312,38.65157398992244,0
3.306361955186631,29.467876039305487,0
10.72061193101186,25.602943840185226,0
-2.762020923949265,31.432506261682025,0
5.9699577150342416,33.68136187095412,1
1.5142577916579825,33.28713458506989,0
-6.499480834976198,30.263857267044934,1
6.856219078603374,35.26533304614739,0
6.856219078603374,35.51621465746649,1
10.721733542434123,35.2383180954608,0
14.178119011846904,30.00099267330749,0
-0.03684619839033587,33.81157340985156,1
11.691889745498088,41.478646253021104,0
3.2774596066687,35.67655987503232,1
13.264134705584324,42.090403875300176,0
1.7548280784019423,44.50969795231997,0
13.165260463896034,24.090984102535906,0
13.165260463896034,23.367220712535282,0
8.797373830786142,22.030616651112343,0
-0.6103819943709112,20.930118181710338,0
4.04546886116195,23.598901098901,1
4.04546886116195,20.58849779661936,0
4.04546886116195,19.07207006191723,1
9.105602555029165,23.222917307625213,1
13.440854767851606,30.54741988643785,0
7.7325750963479996,35.26624442880442,0
7.7325750963479996,35.5825206580791,1
7.7325750963479996,38.38355303274524,0
7.7325750963479996,40.77758625813279,0
0.05464813789346579,37.97508151814147,0
0.05464813789346579,39.402789901124265,1
4.479630263448527,23.64773866535798,1
4.479630263448527,26.14139814600563,0
14.870054547444001,40.707841220730856,1
21.847498941927253,38.199920714206435,0
24.066345659842824,34.934560388860234,0
17.700497658232212,31.093998491570744,1
20.89329138579868,22.414338104076982,1
14.265025644511836,21.35090829231859,0
14.265025644511836,19.118047448054604,0
11.702619164645784,19.248889408464443,0
1.825131487120018,19.21139380253013,0
2.909462573438901,46.43433231459743,1
-0.23818501028578964,56.2979917565609,1
8.252658882880041,56.73128261177804,1
16.40549302351181,56.45098948670705,0
11.147687979269406,43.778893660313855,1
17.631652586163014,27.796629444037556,1
19.886834504894253,21.582156528700303,0
17.170004990813286,24.40108987600564,0
11.31837219125427,21.897842594564352,0
11.31837219125427,23.470062016355136,0
7.925117668432094,22.459849038908096,1
0.6165694654325762,17.539360562863887,1
7.332991651174751,21.363808605188233,1
7.332991651174751,21.907519585081612,1
10.673170498435098,22.359463608892398,0
13.73089952875192,21.19047920468336,0
5.357636294818363,22.151191698592022,1
5.357636294818363,28.53547406734099,0
0.5021345378634976,26.705413759481825,0
-1.2465530181078464,32.89703926646609,1
9.36253235347283,36.99339763163145,0
3.7889043781124334,30.552163548508094,0
8.74183825941924,27.50345713227412,0
8.74183825941924,25.68820737495389,1
13.303380404559007,25.71765347360269,0
7.3500977142805075,23.572125142941925,0
-5.6544587383857134,31.488374427887784,0
5.39683666694232,28.90510468289171,0
5.39683666694232,28.90510468289171,1
11.949982401766976,20.766228061634067,0
11.949982401766976,21.60682454800091,0
8.08071200286345,20.9438278518816,1
8.08071200286345,22.39925482890425,1
16.973085572976288,30.2793265847447,0
15.957350925430362,27.290729283839113,1
18.526293204782466,31.71212972033501,1
22.92664811164725,33.113674577969014,1
19.36181058648505,25.780138262747503,1
19.36181058648505,23.77513642819716,0
9.53922653204694,21.334289747762075,1
6.013170717632249,18.502682733675357,1
9.22750320370183,17.408876232405245,0
9.22750320370183,19.015269484327774,1
