sma10_previous,uosc_previous,class
242.71,21.379885046451914,1
242.95,28.3890230229244,1
243.01,25.79184034575511,0
243.12000000000003,27.410741074107047,1
243.22000000000003,25.458241947805533,1
243.32,22.059716360914866,0
243.44,22.53823196687541,0
243.55,17.008123195731017,0
243.64000000000004,18.001621612297242,0
243.71,21.294207393056475,1
243.7,18.823053158624145,1
243.68,19.400939442852376,1
243.69,22.734051092864657,0
243.63,19.806918388699184,1
243.59,23.976680400614004,1
243.59,16.410981582396726,1
243.59,17.598505696236007,1
243.56,25.244667205092536,1
243.57,25.249840853002485,0
243.58,24.48608887900327,1
243.59,20.68233353947642,0
243.63,23.03139518331161,1
243.66000000000003,25.313688402191204,0
243.66,26.07199817726034,0
243.53000000000003,23.841362363563217,1
243.5,31.831787260358386,0
243.49,33.67464714709917,1
243.51,25.12902520365177,1
243.53000000000003,34.5283789301762,0
243.51,38.083953960731904,1
243.51,45.29616724738735,1
243.49,38.155061019383176,1
243.48999999999995,41.79587880618865,0
245.25,16.78437534159132,1
245.44,11.016211916399515,0
245.65,10.700751923449292,0
245.13,25.46232298297667,0
245.17,25.58364296705452,1
245.15,25.773341714390234,1
245.14,20.504068649828078,1
245.35,18.12724943793112,0
246.44,26.85638496189079,0
246.32,10.411822660098213,0
245.78,27.989222883602626,0
245.78000000000003,25.024668661996568,0
245.75,18.11371851699863,1
246.0,17.01057028925865,1
246.14,18.533360537814385,0
246.22,23.974840469084764,1
246.43,30.05736330544499,1
246.49,24.4884357996983,0
246.52000000000004,21.20493225785105,1
246.49,22.597534560382535,0
243.40000000000003,33.06260287190153,0
243.42,54.05018125867856,1
243.41000000000003,40.04091994637346,0
243.40000000000003,31.2064848112204,0
243.42,29.467876039305487,0
243.48999999999995,28.43357734007535,0
243.49,31.432506261682025,1
243.47,33.68136187095412,0
243.47,34.19879062736174,1
243.43,37.75182677789487,0
243.45,35.26533304614739,1
243.45,35.51621465746649,0
243.47,35.2383180954608,0
243.48,30.00099267330749,1
243.48,33.81157340985156,0
243.54,41.478646253021104,1
243.57,35.67655987503232,0
243.64,42.090403875300176,0
243.41,19.91795366795364,0
243.40000000000003,24.090984102535906,0
243.42,23.367220712535282,0
243.44,22.030616651112343,0
243.44,20.930118181710338,1
243.47,23.598901098901,0
243.55,22.619047619047183,1
243.6,19.07207006191723,1
243.63,23.222917307625213,0
243.67,30.54741988643785,0
243.66,35.26624442880442,1
243.64999999999995,35.5825206580791,0
243.64999999999995,38.38355303274524,0
243.67,40.77758625813279,0
243.67,34.37470350558354,1
243.31000000000003,24.869169266583878,1
243.32,23.64773866535798,0
243.25,45.57283897040844,1
243.3,40.707841220730856,0
243.44,38.199920714206435,0
243.58,34.934560388860234,1
244.02,30.68327462737411,1
244.17,22.414338104076982,0
244.36000000000004,21.35090829231859,0
244.53000000000003,19.118047448054604,0
243.05000000000004,17.842639591114217,0
243.4,34.670474419431535,1
243.38,46.43433231459743,1
243.39,56.2979917565609,1
243.42,56.73128261177804,0
243.48,56.45098948670705,1
243.65,34.2869896061393,1
244.1,22.53983931420083,0
244.22,21.582156528700303,0
244.3,24.40108987600564,0
244.32,21.897842594564352,0
244.36000000000004,23.470062016355136,1
244.41,22.459849038908096,1
244.39,19.436342599255358,1
244.37,21.363808605188233,1
244.31,21.907519585081612,0
244.28000000000003,22.359463608892398,0
244.26,21.19047920468336,1
244.23,22.151191698592022,0
244.22,28.53547406734099,0
243.42,26.59404670959333,1
243.44,36.42787091953472,0
243.48,36.99339763163145,0
243.52000000000004,30.552163548508094,0
243.57,27.50345713227412,1
243.63,25.68820737495389,0
243.7,25.71765347360269,0
243.08,34.00538772919588,0
243.12,33.481268901568875,0
243.12,33.481268901568875,1
243.33,23.72247823860724,0
243.4,20.766228061634067,0
243.48999999999995,21.60682454800091,1
243.52,20.9438278518816,1
243.56,22.39925482890425,0
243.67,25.296009491734647,1
243.72000000000003,27.290729283839113,1
243.78000000000003,31.71212972033501,1
244.18,27.759254094145373,1
244.38,24.262813752372452,0
244.45,23.77513642819716,1
244.5,21.334289747762075,1
244.6,17.643596875088612,0
244.62,17.408876232405245,1
