cci20_current,adi14_current,class
-5.2461893588155135,28.5086304682157,1
99.64844030261105,28.138500306321486,1
110.09598665324188,28.889236045258755,0
118.13748784129135,29.839196304385656,1
102.77251972195542,30.1271380224288,1
101.60461917177555,30.39451247489746,0
100.3399432682205,30.64278875218976,0
89.68626710730992,29.654132731555194,0
68.27101198753904,28.736094998108808,0
32.394986720875075,26.808864225706376,1
17.376334972152776,25.01929279418984,1
56.60882274233385,23.82751702419544,1
46.12032989732397,24.669145416417518,0
-21.389936685779873,21.868108022296845,1
-22.542948732960976,18.93572576097408,1
-20.4578161690408,16.909175483037668,1
-5.570503072135273,16.71153528419644,1
22.473355404484664,17.33874074742247,1
35.34707220893523,18.274806785425397,0
21.45386919838161,18.521745256582424,1
12.885520981862042,18.167628804815713,0
17.67550166287405,17.838806385318048,1
4.125630396320813,16.68817326665854,0
-2.0737227803129046,14.074892976867886,0
-25.677066905842857,11.723718980900257,1
-2.338440862321084,11.781263603796566,0
10.547870455276616,12.217731914307196,1
12.258992914290946,12.321318526539313,1
-14.242332073244302,9.841398879857568,0
0.9703462195385196,9.479940862592802,1
10.238648264406,9.669916171077269,1
19.323507012039247,9.846321814669997,1
22.83960877370644,10.01012705514896,0
109.76007684580786,36.066683634769795,1
129.27469851050364,35.901222962108825,0
116.8335175603984,35.747580908923624,0
41.128358894923416,30.407514357618858,0
5.13969696346237,29.630795677328607,1
-40.87334261773007,27.828190657430497,1
-17.44594112402482,27.49926336354553,1
33.85398713794782,28.178075905958515,0
-20.739605309821133,20.97154111331691,0
-9.215831673515432,22.22618143909097,0
25.89207121538188,21.022582531595226,0
4.899010655049458,20.640385946514307,0
10.991475998205106,18.443075284331172,1
36.012724055309526,18.029949940459744,1
26.147137271377325,17.77453904853629,0
27.29378253288497,17.75913036032934,1
29.7656349240886,18.89200066982739,1
14.143147764342453,16.85596897350981,0
2.0851578464506475,16.43903175848917,1
-7.261784423761567,16.289187371129106,0
4.780772878864045,26.36142655977246,0
6.085607295325249,23.5180218814308,1
7.188800424040278,22.27543432637408,0
2.1009215482277104,18.921429054368936,0
13.61464718202567,18.61680868381536,0
0.20043701683465748,17.202181312156945,0
7.924009113693473,16.52774150659339,1
7.531457996277207,15.901475972855765,0
-10.411599856539748,16.360571372737304,1
10.140571851998343,14.799968119111641,0
8.22626594311218,14.428757218865249,1
9.765658378716743,14.084061382922178,0
14.775753384074203,14.132824171475525,0
2.1417909680533183,13.34574201489194,1
9.911069303424178,12.614880012350055,0
9.208627722924962,11.936222438561153,1
18.145792771847308,12.060965966298456,0
5.850694705330643,11.728211985074987,0
9.652149004273683,10.551203324066408,0
20.26930105213196,11.592449135621324,0
13.115409356906445,12.559320246350902,0
0.833927506682864,12.074671102857986,0
0.939608246004676,11.624639755328849,1
3.1367038261502755,11.206753504051797,0
3.4611657206133217,10.894874503855425,1
5.674975250800742,10.965592863192587,1
11.796352820485128,11.471529205555123,0
10.130429276936669,11.941327237748927,0
11.943945899210016,12.816823244868123,1
9.425589734790103,13.6297838229074,0
12.83912261043683,15.187370909879636,0
7.65208519321725,16.633701776353846,0
-3.198362438428628,17.047087438593024,1
3.243530777866139,13.647362654291616,1
3.8957750319798015,12.703805468948413,0
53.23339883118257,19.612686809556244,1
81.26922607053814,21.5913002090508,0
74.21045323853883,23.42858408001002,0
63.40041732585371,24.812100966834027,1
72.71933333719154,29.967589134721035,1
53.48038510436458,31.34619330779241,0
47.84670512663989,32.62632575421583,0
33.988418858753775,32.74811854588482,0
-0.8910111586722304,19.198150644333147,0
12.392035230359134,14.166002276412605,1
13.509100802101527,13.786046332060563,1
25.668331938763128,12.916829735310724,1
47.22420794620932,13.554546592099767,0
42.381220758079394,14.14671224483238,1
48.90305073382071,16.677219901394473,1
57.30386052527028,24.034625244078974,0
40.55640701603382,24.433777777973873,0
30.855470731062226,24.80441941659055,0
23.595819521913274,24.33503920954046,0
16.19296836541758,23.89918616013681,1
4.502136624000659,23.085019319478427,1
7.772618861589832,22.225102817930544,1
2.7048614745744044,21.386482110013713,1
10.71052978113523,21.2785551900486,0
9.698608741341415,21.178337335795323,0
0.6776176913504856,20.594244309146546,1
-8.931676518642751,19.582386587333122,0
-9.510773940587145,18.642804417077798,0
-9.49549615052686,25.380583426642843,1
4.75144124788355,22.66283896773444,0
10.296391239332738,21.318524807058505,0
11.884766391672391,20.07023308643088,0
13.592463685693614,18.85586140719128,1
21.434841484245624,17.7821959635366,0
19.8635981471046,16.7852209087144,0
11.257494564432543,28.047482860480557,0
27.25157464553147,25.182504638209327,0
27.25157464553147,25.182504638209327,1
41.91020903772641,22.225217024745675,0
34.01671443472049,21.40025334139247,0
17.0666316563346,20.250489922857888,1
19.222055811979352,19.182852462790045,1
29.773144487819053,18.512652009814406,0
29.379781247449113,18.068313226042694,1
35.21259547724794,17.981200619141127,1
40.734461919147456,18.19813323954607,1
53.98320106426594,25.539220006270078,1
38.219495655535404,26.142946115175576,0
21.17743824044208,26.186910541257912,1
7.177210102232031,25.63961220031826,1
20.735353093439898,26.037022757697468,0
11.970500309451449,25.60473829445279,1
