mom10_current,mom10_previous,class
0.30000000000001137,-0.20000000000001705,1
0.8000000000000114,0.6999999999999886,1
1.0,0.8000000000000114,0
1.1000000000000227,1.0,1
1.0,1.1000000000000227,1
1.200000000000017,1.0,0
0.9000000000000057,1.200000000000017,0
0.8000000000000114,0.9000000000000057,0
0.19999999999998866,0.8000000000000114,0
-0.19999999999998866,0.19999999999998866,1
-0.09999999999999433,-0.19999999999998866,1
0.19999999999998866,-0.30000000000001137,1
-0.09999999999999433,0.0,0
-0.19999999999998866,-0.4000000000000057,1
0.0,0.19999999999998866,1
-0.5,-0.09999999999999433,1
0.0,-0.5,1
0.0,0.0,1
0.30000000000001137,0.0,0
0.2999999999999829,0.30000000000001137,1
0.30000000000001137,0.2999999999999829,0
0.20000000000001705,0.30000000000001137,1
0.2999999999999829,0.20000000000001705,0
-0.09999999999999433,-0.4000000000000057,0
-0.19999999999998866,-0.5,1
-0.09999999999999433,-0.19999999999998866,0
0.09999999999999433,-0.09999999999999433,1
0.19999999999998866,0.19999999999998866,1
-0.19999999999998866,-0.19999999999998866,0
-0.09999999999999433,-0.19999999999998866,1
-0.19999999999998866,-0.09999999999999433,1
0.19999999999998866,-0.19999999999998866,1
0.09999999999999433,0.19999999999998866,0
1.6999999999999886,2.0,1
1.5999999999999943,1.6999999999999886,0
-0.8999999999999773,1.5999999999999943,0
0.5,0.20000000000001705,0
-0.19999999999998866,0.5,1
0.2999999999999829,-0.20000000000001705,1
0.5999999999999943,0.2999999999999829,1
0.5,0.6000000000000227,0
-0.30000000000001137,-0.30000000000001137,0
-0.3999999999999773,-0.30000000000001137,0
0.10000000000002274,0.09999999999999433,0
-0.09999999999999433,0.10000000000002274,0
0.7999999999999828,0.30000000000001137,1
0.8000000000000114,1.4000000000000057,1
0.09999999999999433,0.8000000000000114,0
0.0,0.09999999999999433,1
0.30000000000001137,0.8000000000000114,1
-0.09999999999999433,0.20000000000001705,0
-0.30000000000001137,-0.09999999999999433,1
-0.4000000000000057,-0.30000000000001137,0
-0.09999999999999433,-0.09999999999999433,0
-0.19999999999998866,-0.09999999999999433,1
0.0,-0.19999999999998866,0
0.19999999999998866,0.09999999999999433,0
0.3999999999999773,0.19999999999998866,0
-0.4000000000000057,0.19999999999998866,0
0.2999999999999829,-0.4000000000000057,1
0.19999999999998866,0.2999999999999829,0
-0.2999999999999829,-0.5,1
0.0,0.19999999999998866,0
0.09999999999999433,0.0,1
0.0,0.09999999999999433,0
0.30000000000001137,0.0,0
0.30000000000001137,0.30000000000001137,1
0.5,0.30000000000001137,0
0.4000000000000057,0.5,1
0.5999999999999943,0.4000000000000057,0
0.0,0.5999999999999943,0
0.20000000000001705,-0.5,0
0.30000000000001137,0.20000000000001705,0
0.19999999999998866,0.30000000000001137,0
0.19999999999998866,0.19999999999998866,0
0.4000000000000057,0.19999999999998866,1
0.4000000000000057,0.4000000000000057,0
0.19999999999998866,0.5,1
0.2999999999999829,0.19999999999998866,1
0.0,0.2999999999999829,0
-0.10000000000002274,0.0,0
0.0,-0.10000000000002274,1
0.19999999999998866,0.0,0
0.09999999999999433,0.19999999999998866,0
0.0,0.09999999999999433,0
0.0,0.0,1
0.19999999999998866,0.0,1
0.30000000000001137,0.19999999999998866,0
0.9000000000000057,0.9000000000000057,1
1.1999999999999886,0.9000000000000057,0
1.5999999999999943,1.1999999999999886,0
1.200000000000017,1.5999999999999943,1
2.200000000000017,1.6999999999999886,1
1.6999999999999886,2.200000000000017,0
0.09999999999999433,1.6999999999999886,0
0.4000000000000057,0.09999999999999433,0
1.1999999999999886,0.30000000000001137,0
0.19999999999998866,-0.3999999999999773,1
0.0,0.19999999999998866,1
0.19999999999998866,0.0,1
0.7999999999999828,0.19999999999998866,0
0.5,0.7999999999999828,1
0.8000000000000114,0.7999999999999828,1
0.9000000000000057,1.1999999999999886,0
0.4000000000000057,0.9000000000000057,0
0.4000000000000057,0.4000000000000057,0
0.6000000000000227,0.4000000000000057,0
0.09999999999999433,0.6000000000000227,1
-0.30000000000001137,0.09999999999999433,1
-0.6000000000000227,-0.20000000000001705,1
-0.4000000000000057,-0.6000000000000227,1
-0.2999999999999829,-0.4000000000000057,0
-0.09999999999999433,-0.2999999999999829,0
-0.10000000000002274,-0.09999999999999433,1
-0.10000000000002274,-0.10000000000002274,0
-0.09999999999999433,-0.10000000000002274,0
0.19999999999998866,-0.19999999999998866,1
0.5,0.19999999999998866,0
0.4000000000000057,0.5,0
0.5999999999999943,0.4000000000000057,0
0.5999999999999943,0.5999999999999943,1
0.8000000000000114,0.5999999999999943,0
0.5,0.8000000000000114,0
-0.09999999999999433,0.19999999999998866,0
0.5999999999999943,0.19999999999998866,0
0.5999999999999943,0.19999999999998866,1
0.8999999999999773,0.9000000000000057,0
0.3999999999999773,0.8999999999999773,0
0.4000000000000057,0.3999999999999773,1
0.5,0.4000000000000057,1
0.4000000000000057,0.5,0
0.5,0.4000000000000057,1
0.30000000000001137,0.5,1
0.2999999999999829,0.30000000000001137,1
1.0,1.5,1
0.7999999999999828,0.6999999999999886,0
0.4000000000000057,0.7999999999999828,1
0.19999999999998866,0.4000000000000057,1
-0.09999999999999433,0.5,0
-0.7999999999999828,-0.09999999999999433,1
