ema10_previous,stoch_rsi_14_previous,class
242.71412565586436,83.93754063278692,1
243.10379487591626,100.0,1
243.19277496110772,95.6193041181328,0
243.33424129512343,100.0,1
243.44716267918275,100.0,1
243.52137108432208,91.26723929384715,0
243.62409828516158,100.0,0
243.6871421966221,91.04485588976624,0
243.7330759820916,91.04485588976627,0
243.74682875538662,80.65900828262838,1
243.68094518336272,47.10473139803854,1
243.60163179988075,21.14328396361089,1
243.68057527488227,37.71240329969313,0
243.61577470198813,0.0,1
243.58592895177216,30.89166434935492,1
243.52446483548383,0.0,1
243.5200166835776,19.99722085346585,1
243.5442695279754,52.247124095496886,1
243.5935897757516,65.41630055570515,0
243.65212452393232,77.31529121644729,1
243.66365295426186,42.492268864146226,0
243.69973851948325,73.85038129375035,1
243.72643927452896,73.85038129375035,0
243.59084244749508,0.0,0
243.4495929163659,24.28660159413655,1
243.45028644571119,59.07453707633842,0
243.47468329362832,81.57748574983876,1
243.55561245998678,100.0,1
243.47623816563598,43.946570765172176,0
243.45672908434034,21.344353790494136,1
243.48277834173297,85.1606708297445,1
243.48026195569247,47.872566859533435,1
243.52021432738465,100.0,0
245.53321954948075,70.48002307213666,1
245.50810452669404,51.17347630761283,0
245.5659307410485,60.38213367781202,0
245.12991604518257,35.33658083910636,0
245.22668104841838,56.738923307686385,1
245.2078806496128,9.551159609367305,1
245.2036240059114,27.14521603864653,1
245.4310849109149,100.0,0
246.41865419052056,0.0,0
246.1997872983417,28.756051257656274,0
245.7362154839397,100.0,0
245.83872175958703,96.13692187877035,0
245.87685030515075,84.15408982058239,1
246.11325995708577,100.0,1
246.2231095049664,100.0,0
246.29604361787418,100.0,1
246.56493715452262,100.0,1
246.50711977555991,31.103224557005788,0
246.49611484768258,45.14023347990386,1
246.4338043895158,0.0,0
243.3711712438205,78.71121629459716,0
243.42963990254498,2.7141294901922466,1
243.40324521285584,2.7141294901922466,0
243.41424973454428,24.515437246073876,0
243.4354882885344,46.63159785095691,0
243.52246127515772,62.11121912149045,0
243.50019558876545,16.70862091603072,1
243.512694248719,59.7656923986028,0
243.39151836631362,3.608995139268009,1
243.40656829370056,83.94939056617491,0
243.4473852914805,83.94939056617491,1
243.4751334203021,83.94939056617491,0
243.52166584960904,100.0,0
243.57509585708831,100.0,1
243.5614420648904,48.37268506164109,0
243.6217590248139,90.97026693738823,1
243.6262742334359,60.409908302721284,0
243.69580914285018,96.68050150455852,0
243.34542740393653,54.67971582219765,0
243.4252531685399,99.72813516405235,0
243.49903655271262,99.72813516405235,0
243.54122295794483,87.71818431464987,0
243.53372787468217,61.85059786979043,1
243.55424874696445,74.8558425022343,0
243.5899098431678,74.8558425022343,1
243.6058634087236,74.8558425022343,1
243.63145054754384,88.80712605132376,0
243.67339109580487,100.0,0
243.67540528006856,84.38039864214826,1
243.6770532490116,64.67527056395471,0
243.6812253855549,64.67527056395471,0
243.69028654845218,59.37525096117794,0
243.66043975557545,4.7328939332397075,1
243.3488013138351,91.20842341977463,1
243.37911578236424,100.0,0
243.31544699070977,100.0,1
243.45403016580346,88.98375557720291,0
243.68373967573535,97.33353953636237,0
243.90804745658886,99.9887940515733,1
244.35995771947742,100.0,1
244.48232238160404,95.14327495117088,0
244.5391886620677,87.29779602613846,0
244.58006802217602,87.29779602613846,0
243.21175779073772,87.31825139682074,0
243.3753495895052,73.55320541789546,1
243.39236570386976,84.7822423933027,1
243.3965775560289,45.24559670624518,1
243.46021666806632,100.0,0
243.59348370013961,100.0,1
243.77959338601846,88.89314561000013,1
244.30608611173585,83.20548203416988,0
244.3934105803183,83.20548203416988,0
244.435380861344,73.46664913090882,0
244.41641375591598,46.57993017179693,0
244.40654281174577,46.57993017179693,1
244.3831085648328,12.782206237349241,1
244.2876905629889,28.03718340851975,1
244.2660992276292,28.03718340851975,1
244.23713839633845,28.03718340851975,0
244.24009638387054,41.98050090227376,0
244.2635221719869,54.74475354537572,1
244.24350129121933,19.791215705546048,0
244.23276816722571,24.603018275446768,0
243.39169214832455,65.86169952882888,1
243.4992596959261,96.99007430814251,0
243.58341676266312,100.0,0
243.63409072635716,91.67590488561798,0
243.69655685860582,99.07300654103969,1
243.750489310581,99.07300654103969,0
243.8156214786961,100.0,0
243.0938628480981,95.0612461296213,0
243.17940070676468,100.0,0
243.17940070676468,100.0,1
243.48602225867037,100.0,0
243.54469389076928,85.75895175068598,0
243.59834555003025,84.34089184237841,1
243.60711775406742,75.26046225985358,1
243.61711881023328,75.26046225985358,0
243.71940587343246,77.52234619578424,1
243.76636016075832,89.02189991712179,1
243.8257829214331,99.60371264094181,1
244.4744783595258,90.92470966997251,1
244.5673149042939,42.05776173905254,0
244.59302423718844,42.05776173905257,1
244.55386609474056,5.4375782736624965,1
244.5544923880077,41.903373211795305,0
244.53205045954988,11.12594936770667,1
