ema200_current,stoch_rsi_14_current,class
243.17811443537647,100.0,1
243.1933459797288,95.6193041181328,1
243.2010954335464,100.0,0
243.209079250263,100.0,1
243.21583286519532,91.26723929384715,1
243.2251322735149,100.0,0
243.2328769176945,91.04485588976624,0
243.24054450073783,91.04485588976624,0
243.24714076454683,80.65900828262838,0
243.25021911142517,47.10473139803856,1
243.2534225639321,18.114273800187064,1
243.26808485911803,87.27427147493471,1
243.28197290890552,50.63369496578653,0
243.29364627052482,16.25870698135886,1
243.30128581252617,0.0,1
243.307490484158,19.99722085346585,1
243.31357635472497,52.247124095496886,1
243.32044095829545,65.41630055570515,1
243.32760933844415,77.31529121644724,0
243.3325606057296,42.492268864146226,1
243.33861336749587,73.85038129375035,0
243.34476163872287,73.85038129375035,1
243.34969797230028,48.20598456844496,0
243.36802615136082,34.68016337260493,0
243.36950207796414,59.07453707633842,1
243.37304147719482,81.57748574983876,0
243.37685713041512,81.57748574983876,1
243.3905189710545,100.0,1
243.40151501920658,21.344353790494093,0
243.40442440981647,85.16067082974463,1
243.40646556233645,47.872566859533364,1
243.41063219057838,100.0,1
243.4152245676712,100.0,0
243.63323011555946,51.17347630761281,1
243.6555426029863,60.38213367781202,0
243.6756430258617,53.64109123823603,0
243.78647319094304,56.73892330768643,0
243.80231183892272,28.074346063089763,1
243.83102294148858,27.14521603864653,1
243.8491264286509,55.02432458915143,1
243.91028934954895,49.9573019241618,0
245.18199677075197,0.0,0
245.236674674194,40.685717256242974,0
245.3294006245415,96.13692187877035,0
245.34136827730995,83.65620794864253,0
245.375140199488,88.33454660443716,1
245.4212968492035,100.0,1
245.43794817983886,100.0,0
245.4521323039492,90.65426261383531,1
245.5210302663626,45.71769207521586,1
245.54581640464676,45.14023347990386,0
245.55606335685874,0.0,1
245.56521332447159,0.0,0
244.834333234004,92.20395515751265,0
244.77997663331814,2.7141294901922466,1
244.76235212388653,25.70314745084002,0
244.7143552881337,46.63159785095691,0
244.70208189744443,83.19099685973963,0
244.67238046061885,16.708620916030778,0
244.6596854409755,59.765692398602866,1
244.6461217150597,37.79479690772285,0
244.55441364795558,28.476996527708703,1
244.53071026543304,83.94939056617491,0
244.51864621974252,83.94939056617491,1
244.5076972391832,100.0,0
244.49754075668758,100.0,0
244.4845002590923,48.37268506164109,1
244.4755090079956,90.97026693738823,0
244.46430570044043,60.409908302721284,1
244.4571333588858,96.68050150455852,0
244.44658010144832,54.879864698513906,0
244.33517016923562,99.72813516405235,0
244.3276647896797,99.72813516405235,0
244.31939480158763,87.71818431464987,0
244.30874984434516,61.85059786979043,0
244.2998287757349,74.8558425022343,1
244.29115220992267,74.8558425022343,0
244.2735915629912,74.8558425022343,1
244.2653924091177,88.80712605132376,1
244.25795839184812,100.0,0
244.24960332002442,84.38039864214826,0
244.2416428551354,64.67527056395471,1
244.2336058629061,64.67527056395471,0
244.22533736885697,59.37525096117794,0
244.21600038755852,4.7328939332397075,0
244.19729119488719,4.7328939332397075,1
244.02673608962624,100.0,1
244.01838021558385,100.0,0
243.9138514134928,88.98375557720291,1
243.9176591704376,97.33353953636237,0
243.92357482495086,99.9887940515733,0
243.92613507071147,92.37089664886213,1
243.94607357889316,95.14327495117088,1
243.94971645322295,87.29779602613846,0
243.95254440031627,87.29779602613846,0
243.95403771186488,84.26482981448916,0
243.76171689983872,91.96335811126708,0
243.7060902707865,84.7822423933027,1
243.698528254014,45.24559670624518,1
243.69464949960042,100.0,1
243.69556811899145,100.0,0
243.6946432840854,73.35173393948969,1
243.6984073436652,100.0,1
243.7259243286216,83.20548203416988,0
243.7312905349166,73.46664913090882,0
243.7346132963731,46.5799301717969,0
243.737591523634,46.57993017179693,0
243.73923362002532,12.782206237349241,1
243.73855785550563,0.0,1
243.74056688508657,28.03718340851975,1
243.7415564321067,28.03718340851975,1
243.74399836560193,41.98050090227376,0
243.74694381828903,54.74475354537569,0
243.7474027053993,19.791215705546048,1
243.74785702646872,24.603018275446768,0
243.74777900989318,0.0,0
243.6785659452428,89.5093114708942,1
243.67710871712399,100.0,0
243.6769298924438,91.67590488561798,0
243.67774787198908,99.07300654103969,0
243.67886918432689,99.07300654103969,1
243.6811301001497,100.0,0
243.6817505506377,91.60310406029741,0
243.54160063129586,89.38507814669218,0
243.5414856496717,90.51016299775259,0
243.5414856496717,90.51016299775259,1
243.5500049294603,85.75895175068598,0
243.55243183340087,84.34089184237841,0
243.55383956416782,75.26046225985358,1
243.55554475955554,75.26046225985358,1
243.56084100623642,96.12914387171419,0
243.5690480145738,89.02189991712179,1
243.57427050970742,99.60371264094181,1
243.58158682541253,100.0,1
243.64007765481801,42.05776173905254,1
243.6628061645771,42.05776173905254,0
243.6707037612065,5.437578273662547,1
243.67737201396287,0.0,1
243.69757533526607,11.125949367706623,0
243.70627773081958,11.12594936770667,1
