ema200_current,sma100_previous,class
243.17811443537647,243.301,1
243.1933459797288,243.291,1
243.2010954335464,243.296,0
243.209079250263,243.302,1
243.21583286519532,243.308,1
243.2251322735149,243.312,0
243.2328769176945,243.31600000000003,0
243.24054450073783,243.318,0
243.24714076454683,243.32100000000003,0
243.25021911142517,243.323,1
243.2534225639321,243.32000000000005,1
243.26808485911803,243.31400000000005,1
243.28197290890552,243.31900000000005,0
243.29364627052482,243.31800000000004,1
243.30128581252617,243.32,1
243.307490484158,243.322,1
243.31357635472497,243.324,1
243.32044095829545,243.32800000000003,1
243.32760933844415,243.33300000000003,0
243.3325606057296,243.341,1
243.33861336749587,243.34600000000003,0
243.34476163872287,243.34900000000002,1
243.34969797230028,243.353,0
243.36802615136082,243.36300000000003,0
243.36950207796414,243.36900000000003,1
243.37304147719482,243.372,0
243.37685713041512,243.375,1
243.3905189710545,243.377,1
243.40151501920658,243.38500000000008,0
243.40442440981647,243.38600000000002,1
243.40646556233645,243.38800000000003,1
243.41063219057838,243.389,1
243.4152245676712,243.392,0
243.63323011555946,243.551,1
243.6555426029863,243.568,0
243.6756430258617,243.59099999999995,0
243.78647319094304,243.72600000000003,0
243.80231183892272,243.75,1
243.83102294148858,243.792,1
243.8491264286509,243.81399999999996,1
243.91028934954895,243.89200000000002,0
245.18199677075197,245.59000000000003,0
245.236674674194,245.627,0
245.3294006245415,245.679,0
245.34136827730995,245.68400000000003,0
245.375140199488,245.703,1
245.4212968492035,245.748,1
245.43794817983886,245.768,0
245.4521323039492,245.786,1
245.5210302663626,245.854,1
245.54581640464676,245.881,0
245.55606335685874,245.893,1
245.56521332447159,245.90500000000003,0
244.834333234004,244.915,0
244.77997663331814,244.831,1
244.76235212388653,244.799,0
244.7143552881337,244.701,0
244.70208189744443,244.67400000000006,0
244.67238046061885,244.62500000000003,0
244.6596854409755,244.59900000000005,1
244.6461217150597,244.57500000000005,0
244.55441364795558,244.41600000000003,1
244.53071026543304,244.38,0
244.51864621974252,244.365,1
244.5076972391832,244.344,0
244.49754075668758,244.317,0
244.4845002590923,244.292,1
244.4755090079956,244.267,0
244.46430570044043,244.247,1
244.4571333588858,244.223,0
244.44658010144832,244.201,0
244.33517016923562,243.917,0
244.3276647896797,243.892,0
244.31939480158763,243.866,0
244.30874984434516,243.84099999999998,0
244.2998287757349,243.815,1
244.29115220992267,243.791,0
244.2735915629912,243.75899999999996,1
244.2653924091177,243.743,1
244.25795839184812,243.72599999999997,0
244.24960332002442,243.711,0
244.2416428551354,243.69400000000002,1
244.2336058629061,243.681,0
244.22533736885697,243.667,0
244.21600038755852,243.654,0
244.19729119488719,243.631,1
244.02673608962624,243.414,1
244.01838021558385,243.406,0
243.9138514134928,243.421,1
243.9176591704376,243.42999999999995,0
243.92357482495086,243.44400000000002,0
243.92613507071147,243.457,1
243.94607357889316,243.505,1
243.94971645322295,243.525,0
243.95254440031627,243.543,0
243.95403771186488,243.56,0
243.76171689983872,243.529,0
243.7060902707865,243.518,1
243.698528254014,243.51800000000003,1
243.69464949960042,243.51500000000004,1
243.69556811899145,243.51700000000002,0
243.6946432840854,243.52599999999998,1
243.6984073436652,243.54500000000004,1
243.7259243286216,243.581,0
243.7312905349166,243.589,0
243.7346132963731,243.59900000000002,0
243.737591523634,243.604,0
243.73923362002532,243.611,1
243.73855785550563,243.614,1
243.74056688508657,243.625,1
243.7415564321067,243.63200000000003,1
243.74399836560193,243.641,0
243.74694381828903,243.65200000000004,0
243.7474027053993,243.664,1
243.74785702646872,243.67500000000004,0
243.74777900989318,243.683,0
243.6785659452428,243.66600000000003,1
243.67710871712399,243.66600000000003,0
243.6769298924438,243.66800000000003,0
243.67774787198908,243.67000000000004,0
243.67886918432689,243.67300000000003,1
243.6811301001497,243.676,0
243.6817505506377,243.68,0
243.54160063129586,243.64499999999995,0
243.5414856496717,243.657,0
243.5414856496717,243.657,1
243.5500049294603,243.62500000000003,0
243.55243183340087,243.618,0
243.55383956416782,243.61000000000004,1
243.55554475955554,243.59600000000003,1
243.56084100623642,243.584,0
243.5690480145738,243.571,1
243.57427050970742,243.56600000000003,1
243.58158682541253,243.569,1
243.64007765481801,243.63100000000003,1
243.6628061645771,243.669,0
243.6707037612065,243.687,1
243.67737201396287,243.705,1
243.69757533526607,243.733,0
243.70627773081958,243.74400000000009,1
