sma10_previous,sma20_current,class
242.71,242.86999999999995,1
242.95,242.94,1
243.01,242.965,0
243.12000000000003,243.01000000000005,1
243.22000000000003,243.045,1
243.32,243.09,0
243.44,243.13,0
243.55,243.175,0
243.64000000000004,243.23,0
243.71,243.28,1
243.7,243.315,1
243.68,243.40999999999997,1
243.69,243.51,0
243.63,243.62,1
243.59,243.645,1
243.59,243.635,1
243.59,243.63,1
243.56,243.63,1
243.57,243.64,0
243.58,243.63,1
243.59,243.63,0
243.63,243.63,1
243.66000000000003,243.63,0
243.66,243.605,0
243.53000000000003,243.58,1
243.5,243.58,0
243.49,243.5900000000001,1
243.51,243.61,1
243.53000000000003,243.49499999999995,0
243.51,243.49999999999997,1
243.51,243.5,1
243.49,243.51,1
243.48999999999995,243.52,0
245.25,244.305,1
245.44,244.39500000000004,0
245.65,244.48,0
245.13,245.21,0
245.17,245.315,1
245.15,245.4650000000001,1
245.14,245.425,1
245.35,245.31,0
246.44,246.345,0
246.32,246.335,0
245.78,246.04,0
245.78000000000003,246.005,0
245.75,245.92,1
246.0,245.965,1
246.14,245.99,0
246.22,245.99500000000003,1
246.43,246.11,1
246.49,246.195,0
246.52000000000004,246.245,1
246.49,246.295,0
243.40000000000003,243.23,0
243.42,243.27500000000003,1
243.41000000000003,243.29,0
243.40000000000003,243.385,0
243.42,243.43,0
243.48999999999995,243.445,0
243.49,243.45,1
243.47,243.455,0
243.47,243.445,1
243.43,243.47000000000003,0
243.45,243.46000000000004,1
243.45,243.48,0
243.47,243.505,0
243.48,243.51,1
243.48,243.525,0
243.54,243.53500000000003,1
243.57,243.555,0
243.64,243.55,0
243.41,243.52,0
243.40000000000003,243.545,0
243.42,243.55,0
243.44,243.545,0
243.44,243.545,1
243.47,243.54000000000005,0
243.55,243.53500000000008,1
243.6,243.53000000000003,1
243.63,243.54000000000005,0
243.67,243.53000000000003,0
243.66,243.535,1
243.64999999999995,243.545,0
243.64999999999995,243.555,0
243.67,243.57,0
243.67,243.61000000000004,1
243.31000000000003,243.44,1
243.32,243.43,0
243.25,243.335,1
243.3,243.4,0
243.44,243.485,0
243.58,243.545,1
244.02,243.74,1
244.17,243.795,0
244.36000000000004,243.84500000000003,0
244.53000000000003,243.89,0
243.05000000000004,243.435,0
243.4,243.205,1
243.38,243.215,1
243.39,243.235,1
243.42,243.285,0
243.48,243.36499999999995,1
243.65,243.56,1
244.1,243.805,0
244.22,243.86000000000004,0
244.3,243.90000000000003,0
244.32,243.95000000000005,0
244.36000000000004,243.99,1
244.41,244.025,1
244.39,244.105,1
244.37,244.14999999999995,1
244.31,244.19,0
244.28000000000003,244.23999999999995,0
244.26,244.265,1
244.23,244.27,0
244.22,244.28,0
243.42,243.775,1
243.44,243.735,0
243.48,243.715,0
243.52000000000004,243.695,0
243.57,243.67,1
243.63,243.66,0
243.7,243.64499999999992,0
243.08,243.08,0
243.12,243.08,0
243.12,243.08,1
243.33,243.19499999999996,0
243.4,243.23999999999995,0
243.48999999999995,243.29,1
243.52,243.32,1
243.56,243.365,0
243.67,243.425,1
243.72000000000003,243.485,1
243.78000000000003,243.54,1
244.18,243.90000000000003,1
244.38,244.04500000000007,0
244.45,244.08500000000004,1
244.5,244.12500000000009,1
244.6,244.225,0
244.62,244.24999999999997,1
