ema100_current,wpr14_current,class
243.18905225418166,-22.222222222220818,1
243.2059823509734,-23.529411764705984,1
243.21960454887298,-5.8823529411760775,0
243.23295700028004,-12.499999999999332,1
243.24344502462958,-21.428571428572152,1
243.2576857613686,-7.142857142856707,0
243.26904448124196,-14.285714285713414,0
243.28048818799888,-15.384615384614374,0
243.28941517665172,-23.07692307692375,0
243.29067523904556,-46.15384615384532,1
243.29191034970887,-46.15384615384532,1
243.31029924093696,-0.0,1
243.3284839227556,-33.33333333333176,0
243.33751678839408,-62.49999999999911,1
243.3447663049139,-74.99999999999824,1
243.3498359170736,-62.49999999999911,1
243.3580095074276,-37.500000000000895,1
243.36831135455623,-24.99999999999823,1
243.38131913882043,-12.499999999999115,0
243.38917921106997,-37.500000000000895,1
243.3982440122856,-24.99999999999823,0
243.40743922451642,-24.99999999999823,1
243.41447215531707,-37.500000000000895,0
243.43239618066715,-66.66666666666825,0
243.42857866939048,-55.55555555555521,1
243.43290288727312,-44.4444444444448,0
243.4368315650493,-28.571428571430317,1
243.4505651585406,-14.285714285717187,1
243.45160054841358,-57.14285714285656,0
243.4551589754741,-33.333333333334906,1
243.4563568285833,-50.0,1
243.4621111819273,-16.666666666669823,1
243.46806149971002,-16.666666666669823,0
243.82994300544357,-59.375000000000135,1
243.8701414176561,-53.125000000000036,0
243.90527351363698,-56.24999999999986,0
244.10478228197974,-40.909090909091375,0
244.13464820015275,-54.54545454545431,1
244.18798273851326,-30.769230769231612,1
244.21942096903098,-15.384615384614714,1
244.32506238048538,-29.41176470588255,0
245.83408383388885,-93.33333333333373,0
245.87057307332157,-73.33333333333294,0
245.86638279248183,-23.80952380952355,0
245.87057823792648,-38.095238095238216,0
245.8842262192538,-33.33333333333378,1
245.92862768583853,-14.285714285714672,1
245.94552040561916,-14.285714285714672,0
245.95718848396888,-23.80952380952355,1
246.03293930986325,-50.0,1
246.05245192054863,-50.0,0
246.0590926090496,-66.66666666666825,1
246.06300177668945,-81.81818181818275,0
244.2284174956066,-19.999999999998863,0
244.15737520939186,-74.99999999999824,1
244.13215058352168,-62.49999999999911,0
244.06549234972576,-50.00000000000001,0
244.05050707671853,-25.000000000001783,0
244.01353315183098,-62.49999999999911,0
243.9979064878408,-37.500000000000895,1
243.9796793286337,-50.00000000000001,0
243.8651202898652,-50.0,1
243.845215351992,-20.0000000000017,0
243.83385144982952,-20.0000000000017,1
243.82283330127632,-10.000000000002274,0
243.8146333559607,-0.0,0
243.8006551917408,-30.000000000001133,1
243.79444397705845,-0.0,0
243.78315571256888,-20.0000000000017,1
243.7786513961876,-15.384615384614714,0
243.76736594404213,-38.461538461538964,0
243.62229653862755,-27.272727272725863,0
243.61775770628597,-27.272727272725863,0
243.61163846582176,-36.36363636363706,0
243.6013700903672,-54.54545454545431,0
243.59390507115882,-45.45454545454569,1
243.58720769817168,-45.45454545454569,0
243.57971296384312,-45.45454545454569,1
243.57682638085092,-36.36363636363706,1
243.57659697999665,-27.272727272725863,0
243.5737720996549,-40.000000000000576,0
243.57224280565552,-40.000000000000576,1
243.570433882676,-57.14285714285889,0
243.5689706919833,-57.14285714285889,0
243.5661761014024,-71.42857142857258,0
243.56075797658417,-66.66666666666825,1
243.45396621440563,-28.57142857142741,1
243.45084891813374,-16.66666666666588,0
243.43766415086878,-30.43478260869539,1
243.4630392727289,-30.000000000000192,0
243.49156240093876,-23.333333333333908,0
243.51389003269833,-33.333333333333336,1
243.60340637005638,-19.999999999999808,1
243.62673911589187,-30.000000000000192,0
243.64929991512696,-30.000000000000192,0
243.66757429566596,-33.333333333333336,0
243.51813622269586,-16.666666666667194,0
243.49600610749957,-23.07692307692375,1
243.49317526037171,-44.4444444444448,1
243.4978906238292,-14.285714285717187,1
243.512602790038,-9.09090909090862,0
243.52213349409507,-27.272727272725863,1
243.55822548539874,-7.692307692307187,1
243.64952012843827,-21.052631578947604,0
243.669460434308,-26.31578947368413,0
243.68349592644898,-36.84210526315718,0
243.6978733121113,-41.1764705882349,0
243.7087461509301,-50.00000000000089,1
243.71575320199963,-71.42857142857113,1
243.73903722122918,-61.53846153846187,1
243.7509544053113,-61.53846153846187,1
243.765235627629,-69.99999999999885,0
243.78152416351418,-59.999999999999424,0
243.79321984606514,-80.00000000000115,1
243.8037541948537,-75.00000000000179,0
243.81178983262703,-87.50000000000091,0
243.7321990925196,-41.66666666666706,1
243.73551672689067,-24.999999999998817,0
243.73741344744647,-19.999999999998863,0
243.74156271922902,-9.999999999999432,0
243.74562982721366,-9.999999999999432,1
243.751906508456,-9.09090909090862,0
243.7560787009608,-18.18181818181724,0
243.51991036140927,-39.999999999999616,0
243.51617674725293,-27.272727272725863,0
243.51617674725293,-27.272727272725863,1
243.51986470045483,-21.428571428572152,0
243.52095243985409,-21.428571428572152,0
243.51817896966287,-28.57142857142886,1
243.51608024373226,-28.57142857142886,1
243.521823142967,-7.142857142856707,0
243.5310351816962,-27.272727272725863,1
243.5412513498301,-18.18181818181724,1
243.55646526176227,-0.0,1
243.67698746346886,-50.00000000000055,1
243.72574573034674,-50.00000000000055,0
243.74269551855275,-61.538461538461455,1
243.7557799092213,-70.83333333333387,1
243.79482958383943,-68.18181818181765,0
243.80898254064275,-68.18181818181765,1
