sma20_previous,rsi14_current,class
242.89,-3.07777613282434,1
242.925,18.323516316432414,1
242.94,24.76988694583753,0
242.965,24.76988694583753,1
243.01000000000005,20.836230548135052,1
243.045,25.061974356347164,0
243.09,21.160900258450692,0
243.13,21.160900258450692,0
243.175,16.63657763603696,0
243.23,2.0195353174736543,1
243.28,2.0195353174736543,1
243.345,22.12965611870645,1
243.455,13.686773613094175,0
243.59,1.3427049995352152,1
243.65,-3.6859918027169267,1
243.635,1.4764203268832716,1
243.635,9.801941802845704,1
243.63,13.201650031964023,1
243.63,16.27345156714425,0
243.64,7.283662721075642,1
243.63,11.054133230035717,0
243.63,11.054133230035717,1
243.63,5.935654388105847,0
243.615,1.76575572470405,0
243.58,-1.8018360413373105,1
243.58,3.879108784747871,0
243.58,3.879108784747871,1
243.61000000000004,9.435306228375024,1
243.50999999999996,-11.488438602341231,0
243.49499999999995,6.330362858200773,1
243.49999999999997,-1.4717048687384278,1
243.5,11.475843209984506,1
243.51,11.475843209984506,0
244.235,13.221505730246008,1
244.305,18.43960836214133,0
244.39500000000004,14.619784268185626,0
245.085,17.25881243782385,0
245.21,10.650078584996491,1
245.40000000000003,8.048925420453926,1
245.4650000000001,12.025095026541125,1
245.33,11.466792555441446,0
246.36,-8.595708787446156,0
246.335,4.854947767465474,0
246.05,9.801070102429053,0
246.04,0.6256447028448521,0
245.925,4.065011038020131,1
245.94000000000003,14.416792227493048,1
245.965,14.416792227493048,0
245.99,7.3801490969159715,1
246.08,5.5513746497732095,1
246.14,5.405951629219104,0
246.195,-2.5038297766230784,1
246.245,-6.762942841306739,0
243.215,-0.7452288576979242,0
243.26000000000005,-5.600105261462119,1
243.27500000000003,-0.9379299938098312,0
243.345,3.306361955186631,0
243.385,10.72061193101186,0
243.445,-2.762020923949265,0
243.445,5.9699577150342416,1
243.45,1.5142577916579825,0
243.445,-6.499480834976198,1
243.46,6.856219078603374,0
243.47000000000003,6.856219078603374,1
243.46000000000004,10.721733542434123,0
243.48,14.178119011846904,0
243.505,-0.03684619839033587,1
243.51,11.691889745498088,0
243.525,3.2774596066687,1
243.53500000000003,13.264134705584324,0
243.555,1.7548280784019423,0
243.48999999999995,13.165260463896034,0
243.52,13.165260463896034,0
243.545,8.797373830786142,0
243.55,-0.6103819943709112,0
243.545,4.04546886116195,1
243.545,4.04546886116195,0
243.5300000000001,4.04546886116195,1
243.53500000000008,9.105602555029165,1
243.53000000000003,13.440854767851606,0
243.54000000000005,7.7325750963479996,0
243.53000000000003,7.7325750963479996,1
243.535,7.7325750963479996,0
243.545,7.7325750963479996,0
243.555,0.05464813789346579,0
243.59,0.05464813789346579,1
243.45,4.479630263448527,1
243.44,4.479630263448527,0
243.295,14.870054547444001,1
243.335,21.847498941927253,0
243.4,24.066345659842824,0
243.485,17.700497658232212,1
243.67,20.89329138579868,1
243.74,14.265025644511836,0
243.795,14.265025644511836,0
243.84500000000003,11.702619164645784,0
243.51,1.825131487120018,0
243.17,2.909462573438901,1
243.205,-0.23818501028578964,1
243.215,8.252658882880041,1
243.235,16.40549302351181,0
243.285,11.147687979269406,1
243.49,17.631652586163014,1
243.74,19.886834504894253,0
243.805,17.170004990813286,0
243.86000000000004,11.31837219125427,0
243.90000000000003,11.31837219125427,0
243.95000000000005,7.925117668432094,1
243.99,0.6165694654325762,1
244.07,7.332991651174751,1
244.105,7.332991651174751,1
244.14999999999995,10.673170498435098,0
244.19,13.73089952875192,0
244.23999999999995,5.357636294818363,1
244.265,5.357636294818363,0
244.27,0.5021345378634976,0
243.79,-1.2465530181078464,1
243.74999999999997,9.36253235347283,0
243.735,3.7889043781124334,0
243.715,8.74183825941924,0
243.695,8.74183825941924,1
243.67,13.303380404559007,0
243.66,7.3500977142805075,0
243.09500000000003,-5.6544587383857134,0
243.08,5.39683666694232,0
243.08,5.39683666694232,1
243.14499999999992,11.949982401766976,0
243.19499999999996,11.949982401766976,0
243.23999999999995,8.08071200286345,1
243.29,8.08071200286345,1
243.32,16.973085572976288,0
243.39500000000004,15.957350925430362,1
243.425,18.526293204782466,1
243.485,22.92664811164725,1
243.835,19.36181058648505,1
243.97000000000003,19.36181058648505,0
244.04500000000007,9.53922653204694,1
244.08500000000004,6.013170717632249,1
244.19,9.22750320370183,0
244.225,9.22750320370183,1
