ema20_current,stoch_rsi_14_current,class
242.80804232857471,100.0,1
243.02817124666146,95.6193041181328,1
243.10911759592483,100.0,0
243.18830584822425,100.0,1
243.24745301310742,91.26723929384715,1
243.32299027329418,100.0,0
243.3803219293884,91.04485588976624,0
243.43368119754837,91.04485588976624,0
243.47541036069975,80.65900828262838,0
243.4831061194764,47.10473139803856,1
243.48560563947842,18.114273800187064,1
243.56325338078815,87.27427147493471,1
243.62606399778667,50.63369496578653,0
243.6218565579633,16.25870698135886,1
243.60543272522187,0.0,1
243.57499767236592,19.99722085346585,1
243.58541488616103,52.247124095496886,1
243.60585156366957,65.41630055570515,1
243.6368412400411,77.31529121644724,0
243.63988082045898,42.492268864146226,1
243.65513026612962,73.85038129375035,0
243.668927383641,73.85038129375035,1
243.67188668043715,48.20598456844496,0
243.6073040003257,34.68016337260493,0
243.53263329922112,59.07453707633842,1
243.5390491754857,81.57748574983876,0
243.54782955549385,81.57748574983876,1
243.5846293632221,100.0,1
243.4824772213984,21.344353790494093,0
243.49515763676848,85.16067082974463,1
243.49561881421917,47.872566859533364,1
243.51805922863358,100.0,1
243.53836246072282,100.0,0
244.865743807797,51.17347630761281,1
244.9529290156389,60.38213367781202,0
245.0112754815163,53.64109123823603,0
245.25567103400329,56.73892330768643,0
245.29113600585944,28.074346063089763,1
245.30821094057927,27.14521603864653,1
245.30505059744948,55.02432458915143,1
245.3517326454736,49.9573019241618,0
246.35668006786668,0.0,0
246.28226323745014,40.685717256242974,0
245.91805783334868,96.13692187877035,0
245.91544746069675,83.65620794864253,0
245.90982252579633,88.33454660443716,1
246.04466204697792,100.0,1
246.09546641525884,100.0,0
246.11643357407087,90.65426261383531,1
246.32685978092744,45.71769207521586,1
246.3559530000833,45.14023347990386,0
246.35597803129951,0.0,1
246.34647686906655,0.0,0
243.3005158945725,92.20395515751265,0
243.3510051490398,2.7141294901922466,1
243.360134634689,25.70314745084002,0
243.41386236904182,46.63159785095691,0
243.45450350009202,83.19099685973963,0
243.46588803621484,16.708620916030778,0
243.4801483739834,59.765692398602866,1
243.4835267748217,37.79479690772285,0
243.41758119532898,28.476996527708703,1
243.4576868138441,83.94939056617491,0
243.46826491104267,83.94939056617491,1
243.4962859986712,100.0,0
243.53264999060036,100.0,0
243.53102823747517,48.37268506164109,1
243.561107905178,90.97026693738823,0
243.56778745378688,60.409908302721284,1
243.6053778230587,96.68050150455852,0
243.60337787964505,54.879864698513906,0
243.47725870881715,99.72813516405235,0
243.51543482358952,99.72813516405235,0
243.53450022922726,87.71818431464987,0
243.52972672332132,61.85059786979043,0
243.53641941633828,74.8558425022343,1
243.54098694023128,74.8558425022343,0
243.55048787212868,74.8558425022343,1
243.56323935261327,88.80712605132376,1
243.5887635252758,100.0,0
243.5963819356714,84.38039864214826,0
243.60773809253936,64.67527056395471,1
243.61950048044707,64.67527056395471,0
243.63014264093502,59.37525096117794,0
243.63173522259427,4.7328939332397075,0
243.6373136549837,4.7328939332397075,1
243.3992271261044,100.0,1
243.4058490030877,100.0,0
243.3799187624617,88.98375557720291,1
243.50593417329483,97.33353953636237,0
243.64494681463356,99.9887940515733,0
243.73470987928033,92.37089664886213,1
244.05805512794174,95.14327495117088,1
244.11651058343682,87.29779602613846,0
244.16791108290508,87.29779602613846,0
244.20340471739672,84.26482981448916,0
243.30443871360828,91.96335811126708,0
243.30165569150776,84.7822423933027,1
243.3139973557042,45.24559670624518,1
243.35671059146011,100.0,1
243.4423777568309,100.0,0
243.50976514423428,73.35173393948969,1
243.70404274295217,100.0,1
244.06405391858522,83.20548203416988,0
244.12193806068558,73.46664913090882,0
244.15079849893291,46.5799301717969,0
244.179885863592,46.57993017179693,0
244.19370365394352,12.782206237349241,1
244.18567007542484,0.0,1
244.21079869360514,28.03718340851975,1
244.22316017469691,28.03718340851975,1
244.24238041160982,41.98050090227376,0
244.27226949887117,54.74475354537569,0
244.27282553840038,19.791215705546048,1
244.26737754262746,24.603018275446768,0
244.25441236386013,0.0,0
243.60600040182243,89.5093114708942,1
243.6309064056638,100.0,0
243.64105947834895,91.67590488561798,0
243.6597694012546,99.07300654103969,0
243.67520965695155,99.07300654103969,1
243.7031665309972,100.0,0
243.71744926629685,91.60310406029741,0
243.0698260548477,89.38507814669218,0
243.1383383351474,90.51016299775259,0
243.1383383351474,90.51016299775259,1
243.35168511790573,85.75895175068598,0
243.3982478919212,84.34089184237841,0
243.4323400762957,75.26046225985358,1
243.45723430681159,75.26046225985358,1
243.51279239616932,96.12914387171419,0
243.5914204416193,89.02189991712179,1
243.6481860179817,99.60371264094181,1
243.71710519823483,100.0,1
244.18370312764912,42.05776173905254,1
244.3003834654829,42.05776173905254,0
244.3122491032734,5.437578273662547,1
244.3134608707981,0.0,1
244.38292331426982,11.125949367706623,0
244.39198851423717,11.12594936770667,1
