ema30_current,adi14_previous,class
242.9064445893394,29.49350703497163,1
243.01850375934106,27.33001566438905,1
243.07295857572075,28.138500306321497,0
243.12591803017983,28.88923604525876,1
243.16900913273852,29.839196304385656,1
243.2222233899707,30.127138022428827,0
243.2645439303941,30.39451247489746,0
243.3041341133707,30.64278875218976,0
243.33673633013032,29.65413273155519,0
243.34586248731742,28.7360949981088,1
243.35238200813052,26.808864225706376,1
243.41296710473262,23.357547893495926,1
243.47088257466632,24.263916931273553,0
243.49089959727473,23.099130809294962,1
243.51114733119223,20.347613516425785,1
243.51638037919358,17.624687130911788,1
243.53831606654,16.909175483037668,1
243.56528816115448,16.711535284196447,1
243.59898958557525,17.33874074742248,0
243.61559564670355,18.274806785425405,1
243.6385908879724,18.52174525658243,0
243.6580847132489,18.167628804815713,1
243.6678514074358,17.838806385318048,0
243.62237725491042,14.047811285716715,0
243.5572512959214,12.590495292347144,1
243.55900035080987,11.723718980900244,0
243.56366334150684,11.781263603796566,1
243.58336603101128,11.993563461893716,1
243.5214213098341,10.348523684005812,0
243.52850875478757,9.84139887985757,1
243.52666948028502,9.479940862592802,1
243.5378520944602,9.669916171077272,1
243.54730432363658,9.846321814670004,0
244.51612064941682,36.52739609974017,1
244.59977525694646,36.066683634769795,0
244.6621027891569,35.901222962108825,0
244.9420744841278,30.784253475909622,0
244.98130926921002,30.407514357618858,1
245.03193827759642,28.696111592936987,1
245.0788894936256,27.828190657430497,1
245.24903657255302,27.777909474020287,0
246.28980765402724,20.94931758949373,0
246.26714745935985,21.726828807740823,0
246.0123613301241,20.850100747130746,0
246.00651919485588,21.022582531595226,0
245.9921113620766,18.96465301825261,1
246.06010885833803,17.64296552108821,1
246.0925246360728,18.029949940459744,0
246.10389229138343,17.774539048536305,1
246.23644310511844,19.521597386233346,1
246.25379274891387,17.83628053099605,0
246.25234010102352,16.85596897350981,1
246.24352063342891,16.43903175848917,0
243.2205418497942,27.351905880629463,0
243.28089761590496,24.396514368889193,1
243.29463519680388,23.5180218814308,0
243.34373575349878,20.313481744341985,0
243.37479195175356,18.921429054368943,0
243.39964405471613,18.333946911158463,0
243.41761487483325,17.202181312156974,1
243.42393897021861,16.527741506593383,0
243.42410123658908,16.255569177702306,1
243.4509150564587,15.199733703992365,0
243.46154236593262,14.799968119111641,1
243.47995350748016,14.428757218865249,0
243.50463737236697,14.084061382922178,0
243.50433818705292,14.132824171475516,1
243.5274488468061,13.345742014891947,0
243.5331384923867,12.614880012350055,1
243.56286053286743,11.936222438561153,0
243.56828340558047,12.060965966298456,0
243.48328075664506,10.508742724530194,0
243.50472318223603,10.551203324066408,0
243.51833061262766,11.592449135621335,0
243.518156918478,12.559320246350902,0
243.52343711728585,12.074671102857986,1
243.52938558412598,11.62463975532885,0
243.5382682930937,10.818716270723105,1
243.55374722686386,10.894874503855435,1
243.5746791326489,10.965592863192592,0
243.5878089799962,11.471529205555143,0
243.5990828143981,11.941327237748899,1
243.6066025265857,12.816823244868123,0
243.6136370960516,13.62978382290741,0
243.61275728340317,15.187370909879633,0
243.60820259629585,17.210901329108648,1
243.44564288236637,14.66350116158429,1
243.44713194114186,13.647362654291612,0
243.37421708908798,18.43783559312172,1
243.45592857880862,19.612686809556244,0
243.54728943736094,21.5913002090508,0
243.61037443020547,23.42858408001002,1
243.85644193397408,28.103873545614746,1
243.9090599954189,29.967589134721035,0
243.9582833432222,31.34619330779241,0
243.9978793782641,32.62632575421583,0
243.45153097406842,20.223506211936744,0
243.396536989618,14.575185601099449,1
243.38667114944485,14.166002276412636,1
243.39881450583863,13.78604633206057,1
243.4349719454776,12.916829735310811,0
243.45589342126888,13.554546592099786,1
243.55116065312336,15.423272252521436,1
243.84584618770188,22.18564036177448,0
243.9001567717003,24.034625244078985,0
243.93806022124718,24.433777777973873,0
243.9815896951104,24.804419416590573,0
244.00980564679938,24.335039209540483,1
244.02430691472176,23.89918616013681,1
244.06860479992088,22.6391366890462,1
244.0861622437814,22.225102817930544,1
244.10601178417218,21.3864821100137,0
244.13607695205584,21.278555190048625,0
244.1482724278233,21.17833733579531,1
244.15867217268269,20.594244309146553,0
244.16295827937745,19.582386587333122,0
243.76111882855287,26.633500708305892,1
243.75568251648,24.21716023652717,0
243.74845244876752,22.662838967734423,0
243.751167227999,21.31852480705852,0
243.75370686018329,20.07023308643088,1
243.7645521100725,18.85586140719128,0
243.76925497953712,17.7821959635366,0
243.17870737328158,29.25380614078433,0
243.20746110117724,26.561938597080665,0
243.20746110117724,26.561938597080665,1
243.31198263316404,22.64447630571141,0
243.33398923361042,22.225217024745675,0
243.34812444047932,21.40025334139247,1
243.36134769851824,20.250489922857888,1
243.4011440900029,19.182852462790052,0
243.46527694348882,18.491834369966604,1
243.5048198352981,18.068313226042694,1
243.5597594287024,17.981200619141127,1
243.93845007052784,24.98727059245132,1
244.0523019226453,25.77062932335507,0
244.0793806299824,26.14294611517559,1
244.0962428590002,26.186910541257912,1
244.1833280151173,25.845676933774147,0
244.21042289110864,26.037022757697486,1
