sma50_current,mom10_current,class
243.18,0.30000000000001137,1
243.182,0.8000000000000114,1
243.19,1.0,0
243.2,1.1000000000000227,1
243.21,1.0,1
243.226,1.200000000000017,0
243.23999999999995,0.9000000000000057,0
243.25399999999996,0.8000000000000114,0
243.264,0.19999999999998866,0
243.264,-0.19999999999998866,1
243.264,-0.09999999999999433,1
243.278,0.19999999999998866,1
243.28,-0.09999999999999433,0
243.276,-0.19999999999998866,1
243.268,0.0,1
243.266,-0.5,1
243.272,0.0,1
243.28400000000002,0.0,1
243.29999999999995,0.30000000000001137,0
243.308,0.2999999999999829,1
243.318,0.30000000000001137,0
243.32799999999997,0.20000000000001705,1
243.342,0.2999999999999829,0
243.4,-0.09999999999999433,0
243.422,-0.19999999999998866,1
243.442,-0.09999999999999433,0
243.46599999999998,0.09999999999999433,1
243.52000000000004,0.19999999999998866,1
243.596,-0.19999999999998866,0
243.596,-0.09999999999999433,1
243.59600000000003,-0.19999999999998866,1
243.594,0.19999999999998866,1
243.592,0.09999999999999433,0
243.864,1.6999999999999886,1
243.898,1.5999999999999943,0
243.926,-0.8999999999999773,0
244.12800000000004,0.5,0
244.164,-0.19999999999998866,1
244.22800000000004,0.2999999999999829,1
244.272,0.5999999999999943,1
244.4,0.5,0
245.924,-0.30000000000001137,0
245.93,-0.3999999999999773,0
245.98999999999995,0.10000000000002274,0
246.002,-0.09999999999999433,0
246.05000000000004,0.7999999999999828,1
246.108,0.8000000000000114,1
246.122,0.09999999999999433,0
246.13,0.0,1
246.198,0.30000000000001137,1
246.214,-0.09999999999999433,0
246.212,-0.30000000000001137,1
246.21599999999998,-0.4000000000000057,0
243.768,-0.09999999999999433,0
243.694,-0.19999999999998866,1
243.67,0.0,0
243.582,0.19999999999998866,0
243.55599999999998,0.3999999999999773,0
243.498,-0.4000000000000057,0
243.466,0.2999999999999829,1
243.44000000000003,0.19999999999998866,0
243.288,-0.2999999999999829,1
243.25600000000003,0.0,0
243.25800000000004,0.09999999999999433,1
243.26800000000003,0.0,0
243.306,0.30000000000001137,0
243.32,0.30000000000001137,1
243.34,0.5,0
243.356,0.4000000000000057,1
243.376,0.5999999999999943,0
243.39,0.0,0
243.456,0.20000000000001705,0
243.47599999999997,0.30000000000001137,0
243.484,0.19999999999998866,0
243.486,0.19999999999998866,0
243.488,0.4000000000000057,1
243.492,0.4000000000000057,0
243.498,0.19999999999998866,1
243.504,0.2999999999999829,1
243.51,0.0,0
243.518,-0.10000000000002274,0
243.52599999999998,0.0,1
243.534,0.19999999999998866,0
243.54000000000005,0.09999999999999433,0
243.53600000000003,0.0,0
243.548,0.0,1
243.524,0.19999999999998866,1
243.522,0.30000000000001137,0
243.45,0.9000000000000057,1
243.474,1.1999999999999886,0
243.504,1.5999999999999943,0
243.528,1.200000000000017,1
243.616,2.200000000000017,1
243.63,1.6999999999999886,0
243.644,0.09999999999999433,0
243.658,0.4000000000000057,0
243.50600000000003,1.1999999999999886,0
243.51799999999997,0.19999999999998866,1
243.522,0.0,1
243.52599999999998,0.19999999999998866,1
243.53800000000004,0.7999999999999828,0
243.548,0.5,1
243.582,0.8000000000000114,1
243.69,0.9000000000000057,0
243.71599999999998,0.4000000000000057,0
243.73799999999997,0.4000000000000057,0
243.75799999999995,0.6000000000000227,0
243.79,0.09999999999999433,1
243.814,-0.30000000000001137,1
243.814,-0.6000000000000227,1
243.808,-0.4000000000000057,1
243.8,-0.2999999999999829,0
243.79999999999995,-0.09999999999999433,0
243.794,-0.10000000000002274,1
243.778,-0.10000000000002274,0
243.76400000000004,-0.09999999999999433,0
243.78600000000003,0.19999999999998866,1
243.81600000000003,0.5,0
243.82599999999996,0.4000000000000057,0
243.83,0.5999999999999943,0
243.842,0.5999999999999943,1
243.854,0.8000000000000114,0
243.862,0.5,0
243.51000000000005,-0.09999999999999433,0
243.484,0.5999999999999943,0
243.484,0.5999999999999943,1
243.43600000000004,0.8999999999999773,0
243.426,0.3999999999999773,0
243.414,0.4000000000000057,1
243.404,0.5,1
243.406,0.4000000000000057,0
243.41599999999997,0.5,1
243.426,0.30000000000001137,1
243.44200000000004,0.2999999999999829,1
243.56600000000003,1.0,1
243.612,0.7999999999999828,0
243.624,0.4000000000000057,1
243.634,0.19999999999998866,1
243.662,-0.09999999999999433,0
243.672,-0.7999999999999828,1
