ema30_current,ema200_previous,class
242.9064445893394,243.18028035080428,1
243.01850375934106,243.1885337173301,1
243.07295857572075,243.1933459797288,0
243.12591803017983,243.2010954335464,1
243.16900913273852,243.209079250263,1
243.2222233899707,243.21583286519532,0
243.2645439303941,243.2251322735149,0
243.3041341133707,243.2328769176945,0
243.33673633013032,243.24054450073783,0
243.34586248731742,243.24714076454683,1
243.35238200813052,243.25021911142517,1
243.41296710473262,243.2582121099501,1
243.47088257466632,243.27440708951042,0
243.49089959727473,243.2898420512497,1
243.51114733119223,243.2985633976934,1
243.51638037919358,243.30382540270813,1
243.53831606654,243.307490484158,1
243.56528816115448,243.31357635472497,1
243.59898958557525,243.32044095829545,0
243.61559564670355,243.32760933844415,1
243.6385908879724,243.3325606057296,0
243.6580847132489,243.33861336749587,1
243.6678514074358,243.34476163872287,0
243.62237725491042,243.3645936479768,0
243.5572512959214,243.36708943313937,1
243.55900035080987,243.36950207796414,0
243.56366334150684,243.37304147719482,1
243.58336603101128,243.3858355976397,1
243.5214213098341,243.40058643874156,0
243.52850875478757,243.40151501920658,1
243.52666948028502,243.40442440981647,1
243.5378520944602,243.40646556233645,1
243.54730432363658,243.41063219057838,0
244.51612064941682,243.61502808479324,1
244.59977525694646,243.63323011555946,0
244.6621027891569,243.6555426029863,0
244.9420744841278,243.7669883818001,0
244.98130926921002,243.78647319094304,1
245.03193827759642,243.81569136677163,1
245.0788894936256,243.83102294148858,1
245.24903657255302,243.89069443206319,0
246.28980765402724,245.16937120108838,0
246.26714745935985,245.221268953558,0
246.0123613301241,245.3142976184791,0
246.00651919485588,245.3294006245415,0
245.9921113620766,245.3628215401603,1
246.06010885833803,245.4044781685112,1
246.0925246360728,245.4212968492035,0
246.10389229138343,245.43794817983886,1
246.23644310511844,245.50779196801182,1
246.25379274891387,245.5331418154762,0
246.25234010102352,245.54581640464676,1
246.24352063342891,245.55606335685874,0
243.2205418497942,244.84953514904828,0
243.28089761590496,244.79956980428062,1
243.29463519680388,244.77997663331814,0
243.34373575349878,244.7292339831289,0
243.37479195175356,244.7143552881337,0
243.39964405471613,244.68815692543944,0
243.41761487483325,244.67238046061885,1
243.42393897021861,244.6596854409755,0
243.42410123658908,244.5701668429261,1
243.4509150564587,244.54258095555105,0
243.46154236593262,244.53071026543304,1
243.47995350748016,244.51864621974252,0
243.50463737236697,244.5076972391832,0
243.50433818705292,244.49754075668758,1
243.5274488468061,244.4845002590923,0
243.5331384923867,244.4755090079956,1
243.56286053286743,244.46430570044043,0
243.56828340558047,244.4571333588858,0
243.48328075664506,244.34275097974185,0
243.50472318223603,244.33517016923562,0
243.51833061262766,244.3276647896797,0
243.518156918478,244.31939480158763,0
243.52343711728585,244.30874984434516,1
243.52938558412598,244.2998287757349,0
243.5382682930937,244.2824062421525,1
243.55374722686386,244.2735915629912,1
243.5746791326489,244.2653924091177,0
243.5878089799962,244.25795839184812,0
243.5990828143981,244.24960332002442,1
243.6066025265857,244.2416428551354,0
243.6136370960516,244.2336058629061,0
243.61275728340317,244.22533736885697,0
243.60820259629585,244.206912047493,1
243.44564288236637,244.03533324343348,1
243.44713194114186,244.02673608962624,0
243.37421708908798,243.91534511552524,1
243.45592857880862,243.9138514134928,0
243.54728943736094,243.9176591704376,0
243.61037443020547,243.92357482495086,1
243.85644193397408,243.93922171625272,1
243.9090599954189,243.94607357889316,0
243.9582833432222,243.94971645322295,0
243.9978793782641,243.95254440031627,0
243.45153097406842,243.76985276004143,0
243.396536989618,243.71240866033918,1
243.38667114944485,243.7060902707865,1
243.39881450583863,243.698528254014,1
243.4349719454776,243.69464949960042,0
243.45589342126888,243.69556811899145,1
243.55116065312336,243.6937768964984,1
243.84584618770188,243.71981376774227,0
243.9001567717003,243.7259243286216,0
243.93806022124718,243.7312905349166,0
243.9815896951104,243.7346132963731,0
244.00980564679938,243.737591523634,1
244.02430691472176,243.73923362002532,1
244.06860479992088,243.73956739287001,1
244.0861622437814,243.74056688508657,1
244.10601178417218,243.7415564321067,0
244.13607695205584,243.74399836560193,0
244.1482724278233,243.74694381828903,1
244.15867217268269,243.7474027053993,0
244.16295827937745,243.74785702646872,0
243.76111882855287,243.68039544231635,1
243.75568251648,243.67659891617447,0
243.74845244876752,243.67710871712399,0
243.751167227999,243.6769298924438,0
243.75370686018329,243.67774787198908,1
243.7645521100725,243.67886918432689,0
243.76925497953712,243.6811301001497,0
243.17870737328158,243.5457242263327,0
243.20746110117724,243.5421211103425,0
243.20746110117724,243.5421211103425,1
243.31198263316404,243.54739633339383,0
243.33398923361042,243.5500049294603,0
243.34812444047932,243.55243183340087,1
243.36134769851824,243.55383956416782,1
243.4011440900029,243.55554475955554,0
243.46527694348882,243.5647780571777,1
243.5048198352981,243.5690480145738,1
243.5597594287024,243.57427050970742,1
243.93845007052784,243.6285425804848,1
244.0523019226453,243.65134221634617,0
244.0793806299824,243.6628061645771,1
244.0962428590002,243.6707037612065,1
244.1833280151173,243.68957198410823,0
244.21042289110864,243.69757533526607,1
