ema20_previous,wpr14_current,class
242.80494008222905,-22.222222222220818,1
242.9735719306936,-23.529411764705984,1
243.02817124666146,-5.8823529411760775,0
243.10911759592483,-12.499999999999332,1
243.18830584822425,-21.428571428572152,1
243.24745301310742,-7.142857142856707,0
243.32299027329418,-14.285714285713414,0
243.3803219293884,-15.384615384614374,0
243.43368119754837,-23.07692307692375,0
243.47541036069975,-46.15384615384532,1
243.4831061194764,-46.15384615384532,1
243.4959031496912,-0.0,1
243.5896667964339,-33.33333333333176,0
243.62481730125285,-62.49999999999911,1
243.62870159974887,-74.99999999999824,1
243.582892164194,-62.49999999999911,1
243.57499767236592,-37.500000000000895,1
243.58541488616103,-24.99999999999823,1
243.60585156366957,-12.499999999999115,0
243.6368412400411,-37.500000000000895,1
243.63988082045898,-24.99999999999823,0
243.65513026612962,-24.99999999999823,1
243.668927383641,-37.500000000000895,0
243.61136159673583,-66.66666666666825,0
243.5360683833497,-55.55555555555521,1
243.53263329922112,-44.4444444444448,0
243.5390491754857,-28.571428571430317,1
243.5724850856665,-14.285714285717187,1
243.496092165583,-57.14285714285656,0
243.4824772213984,-33.333333333334906,1
243.49515763676848,-50.0,1
243.49561881421917,-16.666666666669823,1
243.51805922863358,-16.666666666669823,0
244.81806398135518,-59.375000000000135,1
244.865743807797,-53.125000000000036,0
244.9529290156389,-56.24999999999986,0
245.1783164513054,-40.909090909091375,0
245.25567103400329,-54.54545454545431,1
245.29822466314442,-30.769230769231612,1
245.30821094057927,-15.384615384614714,1
245.34270306406464,-29.41176470588255,0
246.39915846957436,-93.33333333333373,0
246.28039620981326,-73.33333333333294,0
245.88114214902456,-23.80952380952355,0
245.91805783334868,-38.095238095238216,0
245.89144822143643,-33.33333333333378,1
245.98850985045692,-14.285714285714672,1
246.04466204697792,-14.285714285714672,0
246.09546641525884,-23.80952380952355,1
246.30929454768696,-50.0,1
246.33322832528802,-50.0,0
246.3559530000833,-66.66666666666825,1
246.35597803129951,-81.81818181818275,0
243.2851107520689,-19.999999999998863,0
243.35144098069063,-74.99999999999824,1
243.3510051490398,-62.49999999999911,0
243.39164023291127,-50.00000000000001,0
243.41386236904182,-25.000000000001783,0
243.47282361897427,-62.49999999999911,0
243.46588803621484,-37.500000000000895,1
243.4801483739834,-50.00000000000001,0
243.42995816325836,-50.0,1
243.43941772418876,-20.0000000000017,0
243.4576868138441,-20.0000000000017,1
243.46826491104267,-10.000000000002274,0
243.4962859986712,-0.0,0
243.53264999060036,-30.000000000001133,1
243.53102823747517,-0.0,0
243.561107905178,-20.0000000000017,1
243.56778745378688,-15.384615384614714,0
243.6053778230587,-38.461538461538964,0
243.43341967851242,-27.272727272725863,0
243.47725870881715,-27.272727272725863,0
243.51543482358952,-36.36363636363706,0
243.53450022922726,-54.54545454545431,0
243.52972672332132,-45.45454545454569,1
243.53641941633828,-45.45454545454569,0
243.5436316920596,-45.45454545454569,1
243.55048787212868,-36.36363636363706,1
243.56323935261327,-27.272727272725863,0
243.5887635252758,-40.000000000000576,0
243.5963819356714,-40.000000000000576,1
243.60773809253936,-57.14285714285889,0
243.61950048044707,-57.14285714285889,0
243.63014264093502,-71.42857142857258,0
243.63466389959882,-66.66666666666825,1
243.3919082094387,-28.57142857142741,1
243.3992271261044,-16.66666666666588,0
243.30149203616463,-30.43478260869539,1
243.3799187624617,-30.000000000000192,0
243.50593417329483,-23.333333333333908,0
243.64494681463356,-33.333333333333336,1
243.9569343878308,-19.999999999999808,1
244.05805512794174,-30.000000000000192,0
244.11651058343682,-30.000000000000192,0
244.16791108290508,-33.333333333333336,0
243.3085189720704,-16.666666666667194,0
243.2692667032982,-23.07692307692375,1
243.30165569150776,-44.4444444444448,1
243.3139973557042,-14.285714285717187,1
243.35671059146011,-9.09090909090862,0
243.4423777568309,-27.272727272725863,1
243.61828912021068,-7.692307692307187,1
243.98626163883515,-21.052631578947604,0
244.06405391858522,-26.31578947368413,0
244.12193806068558,-36.84210526315718,0
244.15079849893291,-41.1764705882349,0
244.179885863592,-50.00000000000089,1
244.19370365394352,-71.42857142857113,1
244.20042475824815,-61.53846153846187,1
244.21079869360514,-61.53846153846187,1
244.22316017469691,-69.99999999999885,0
244.24238041160982,-59.999999999999424,0
244.27226949887117,-80.00000000000115,1
244.27282553840038,-75.00000000000179,0
244.26737754262746,-87.50000000000091,0
243.6010388386833,-41.66666666666706,1
243.60751389556057,-24.999999999998817,0
243.6309064056638,-19.999999999998863,0
243.64105947834895,-9.999999999999432,0
243.6597694012546,-9.999999999999432,1
243.67520965695155,-9.09090909090862,0
243.7031665309972,-18.18181818181724,0
243.07158298150074,-39.999999999999616,0
243.110795002005,-27.272727272725863,0
243.110795002005,-27.272727272725863,1
243.2985766221217,-21.428571428572152,0
243.35168511790573,-21.428571428572152,0
243.3982478919212,-28.57142857142886,1
243.4323400762957,-28.57142857142886,1
243.45723430681159,-7.142857142856707,0
243.54907212003056,-27.272727272725863,1
243.5914204416193,-18.18181818181724,1
243.6481860179817,-0.0,1
244.11850550148483,-50.00000000000055,1
244.2441792258726,-50.00000000000055,0
244.3003834654829,-61.538461538461455,1
244.3122491032734,-70.83333333333387,1
244.36961512845642,-68.18181818181765,0
244.38292331426982,-68.18181818181765,1
