ema200_current,wpr14_current,class
243.17811443537647,-22.222222222220818,1
243.1933459797288,-23.529411764705984,1
243.2010954335464,-5.8823529411760775,0
243.209079250263,-12.499999999999332,1
243.21583286519532,-21.428571428572152,1
243.2251322735149,-7.142857142856707,0
243.2328769176945,-14.285714285713414,0
243.24054450073783,-15.384615384614374,0
243.24714076454683,-23.07692307692375,0
243.25021911142517,-46.15384615384532,1
243.2534225639321,-46.15384615384532,1
243.26808485911803,-0.0,1
243.28197290890552,-33.33333333333176,0
243.29364627052482,-62.49999999999911,1
243.30128581252617,-74.99999999999824,1
243.307490484158,-62.49999999999911,1
243.31357635472497,-37.500000000000895,1
243.32044095829545,-24.99999999999823,1
243.32760933844415,-12.499999999999115,0
243.3325606057296,-37.500000000000895,1
243.33861336749587,-24.99999999999823,0
243.34476163872287,-24.99999999999823,1
243.34969797230028,-37.500000000000895,0
243.36802615136082,-66.66666666666825,0
243.36950207796414,-55.55555555555521,1
243.37304147719482,-44.4444444444448,0
243.37685713041512,-28.571428571430317,1
243.3905189710545,-14.285714285717187,1
243.40151501920658,-57.14285714285656,0
243.40442440981647,-33.333333333334906,1
243.40646556233645,-50.0,1
243.41063219057838,-16.666666666669823,1
243.4152245676712,-16.666666666669823,0
243.63323011555946,-59.375000000000135,1
243.6555426029863,-53.125000000000036,0
243.6756430258617,-56.24999999999986,0
243.78647319094304,-40.909090909091375,0
243.80231183892272,-54.54545454545431,1
243.83102294148858,-30.769230769231612,1
243.8491264286509,-15.384615384614714,1
243.91028934954895,-29.41176470588255,0
245.18199677075197,-93.33333333333373,0
245.236674674194,-73.33333333333294,0
245.3294006245415,-23.80952380952355,0
245.34136827730995,-38.095238095238216,0
245.375140199488,-33.33333333333378,1
245.4212968492035,-14.285714285714672,1
245.43794817983886,-14.285714285714672,0
245.4521323039492,-23.80952380952355,1
245.5210302663626,-50.0,1
245.54581640464676,-50.0,0
245.55606335685874,-66.66666666666825,1
245.56521332447159,-81.81818181818275,0
244.834333234004,-19.999999999998863,0
244.77997663331814,-74.99999999999824,1
244.76235212388653,-62.49999999999911,0
244.7143552881337,-50.00000000000001,0
244.70208189744443,-25.000000000001783,0
244.67238046061885,-62.49999999999911,0
244.6596854409755,-37.500000000000895,1
244.6461217150597,-50.00000000000001,0
244.55441364795558,-50.0,1
244.53071026543304,-20.0000000000017,0
244.51864621974252,-20.0000000000017,1
244.5076972391832,-10.000000000002274,0
244.49754075668758,-0.0,0
244.4845002590923,-30.000000000001133,1
244.4755090079956,-0.0,0
244.46430570044043,-20.0000000000017,1
244.4571333588858,-15.384615384614714,0
244.44658010144832,-38.461538461538964,0
244.33517016923562,-27.272727272725863,0
244.3276647896797,-27.272727272725863,0
244.31939480158763,-36.36363636363706,0
244.30874984434516,-54.54545454545431,0
244.2998287757349,-45.45454545454569,1
244.29115220992267,-45.45454545454569,0
244.2735915629912,-45.45454545454569,1
244.2653924091177,-36.36363636363706,1
244.25795839184812,-27.272727272725863,0
244.24960332002442,-40.000000000000576,0
244.2416428551354,-40.000000000000576,1
244.2336058629061,-57.14285714285889,0
244.22533736885697,-57.14285714285889,0
244.21600038755852,-71.42857142857258,0
244.19729119488719,-66.66666666666825,1
244.02673608962624,-28.57142857142741,1
244.01838021558385,-16.66666666666588,0
243.9138514134928,-30.43478260869539,1
243.9176591704376,-30.000000000000192,0
243.92357482495086,-23.333333333333908,0
243.92613507071147,-33.333333333333336,1
243.94607357889316,-19.999999999999808,1
243.94971645322295,-30.000000000000192,0
243.95254440031627,-30.000000000000192,0
243.95403771186488,-33.333333333333336,0
243.76171689983872,-16.666666666667194,0
243.7060902707865,-23.07692307692375,1
243.698528254014,-44.4444444444448,1
243.69464949960042,-14.285714285717187,1
243.69556811899145,-9.09090909090862,0
243.6946432840854,-27.272727272725863,1
243.6984073436652,-7.692307692307187,1
243.7259243286216,-21.052631578947604,0
243.7312905349166,-26.31578947368413,0
243.7346132963731,-36.84210526315718,0
243.737591523634,-41.1764705882349,0
243.73923362002532,-50.00000000000089,1
243.73855785550563,-71.42857142857113,1
243.74056688508657,-61.53846153846187,1
243.7415564321067,-61.53846153846187,1
243.74399836560193,-69.99999999999885,0
243.74694381828903,-59.999999999999424,0
243.7474027053993,-80.00000000000115,1
243.74785702646872,-75.00000000000179,0
243.74777900989318,-87.50000000000091,0
243.6785659452428,-41.66666666666706,1
243.67710871712399,-24.999999999998817,0
243.6769298924438,-19.999999999998863,0
243.67774787198908,-9.999999999999432,0
243.67886918432689,-9.999999999999432,1
243.6811301001497,-9.09090909090862,0
243.6817505506377,-18.18181818181724,0
243.54160063129586,-39.999999999999616,0
243.5414856496717,-27.272727272725863,0
243.5414856496717,-27.272727272725863,1
243.5500049294603,-21.428571428572152,0
243.55243183340087,-21.428571428572152,0
243.55383956416782,-28.57142857142886,1
243.55554475955554,-28.57142857142886,1
243.56084100623642,-7.142857142856707,0
243.5690480145738,-27.272727272725863,1
243.57427050970742,-18.18181818181724,1
243.58158682541253,-0.0,1
243.64007765481801,-50.00000000000055,1
243.6628061645771,-50.00000000000055,0
243.6707037612065,-61.538461538461455,1
243.67737201396287,-70.83333333333387,1
243.69757533526607,-68.18181818181765,0
243.70627773081958,-68.18181818181765,1
