ema20_previous,mom10_previous,class
242.80494008222905,-0.20000000000001705,1
242.9735719306936,0.6999999999999886,1
243.02817124666146,0.8000000000000114,0
243.10911759592483,1.0,1
243.18830584822425,1.1000000000000227,1
243.24745301310742,1.0,0
243.32299027329418,1.200000000000017,0
243.3803219293884,0.9000000000000057,0
243.43368119754837,0.8000000000000114,0
243.47541036069975,0.19999999999998866,1
243.4831061194764,-0.19999999999998866,1
243.4959031496912,-0.30000000000001137,1
243.5896667964339,0.0,0
243.62481730125285,-0.4000000000000057,1
243.62870159974887,0.19999999999998866,1
243.582892164194,-0.09999999999999433,1
243.57499767236592,-0.5,1
243.58541488616103,0.0,1
243.60585156366957,0.0,0
243.6368412400411,0.30000000000001137,1
243.63988082045898,0.2999999999999829,0
243.65513026612962,0.30000000000001137,1
243.668927383641,0.20000000000001705,0
243.61136159673583,-0.4000000000000057,0
243.5360683833497,-0.5,1
243.53263329922112,-0.19999999999998866,0
243.5390491754857,-0.09999999999999433,1
243.5724850856665,0.19999999999998866,1
243.496092165583,-0.19999999999998866,0
243.4824772213984,-0.19999999999998866,1
243.49515763676848,-0.09999999999999433,1
243.49561881421917,-0.19999999999998866,1
243.51805922863358,0.19999999999998866,0
244.81806398135518,2.0,1
244.865743807797,1.6999999999999886,0
244.9529290156389,1.5999999999999943,0
245.1783164513054,0.20000000000001705,0
245.25567103400329,0.5,1
245.29822466314442,-0.20000000000001705,1
245.30821094057927,0.2999999999999829,1
245.34270306406464,0.6000000000000227,0
246.39915846957436,-0.30000000000001137,0
246.28039620981326,-0.30000000000001137,0
245.88114214902456,0.09999999999999433,0
245.91805783334868,0.10000000000002274,0
245.89144822143643,0.30000000000001137,1
245.98850985045692,1.4000000000000057,1
246.04466204697792,0.8000000000000114,0
246.09546641525884,0.09999999999999433,1
246.30929454768696,0.8000000000000114,1
246.33322832528802,0.20000000000001705,0
246.3559530000833,-0.09999999999999433,1
246.35597803129951,-0.30000000000001137,0
243.2851107520689,-0.09999999999999433,0
243.35144098069063,-0.09999999999999433,1
243.3510051490398,-0.19999999999998866,0
243.39164023291127,0.09999999999999433,0
243.41386236904182,0.19999999999998866,0
243.47282361897427,0.19999999999998866,0
243.46588803621484,-0.4000000000000057,1
243.4801483739834,0.2999999999999829,0
243.42995816325836,-0.5,1
243.43941772418876,0.19999999999998866,0
243.4576868138441,0.0,1
243.46826491104267,0.09999999999999433,0
243.4962859986712,0.0,0
243.53264999060036,0.30000000000001137,1
243.53102823747517,0.30000000000001137,0
243.561107905178,0.5,1
243.56778745378688,0.4000000000000057,0
243.6053778230587,0.5999999999999943,0
243.43341967851242,-0.5,0
243.47725870881715,0.20000000000001705,0
243.51543482358952,0.30000000000001137,0
243.53450022922726,0.19999999999998866,0
243.52972672332132,0.19999999999998866,1
243.53641941633828,0.4000000000000057,0
243.5436316920596,0.5,1
243.55048787212868,0.19999999999998866,1
243.56323935261327,0.2999999999999829,0
243.5887635252758,0.0,0
243.5963819356714,-0.10000000000002274,1
243.60773809253936,0.0,0
243.61950048044707,0.19999999999998866,0
243.63014264093502,0.09999999999999433,0
243.63466389959882,0.0,1
243.3919082094387,0.0,1
243.3992271261044,0.19999999999998866,0
243.30149203616463,0.9000000000000057,1
243.3799187624617,0.9000000000000057,0
243.50593417329483,1.1999999999999886,0
243.64494681463356,1.5999999999999943,1
243.9569343878308,1.6999999999999886,1
244.05805512794174,2.200000000000017,0
244.11651058343682,1.6999999999999886,0
244.16791108290508,0.09999999999999433,0
243.3085189720704,0.30000000000001137,0
243.2692667032982,-0.3999999999999773,1
243.30165569150776,0.19999999999998866,1
243.3139973557042,0.0,1
243.35671059146011,0.19999999999998866,0
243.4423777568309,0.7999999999999828,1
243.61828912021068,0.7999999999999828,1
243.98626163883515,1.1999999999999886,0
244.06405391858522,0.9000000000000057,0
244.12193806068558,0.4000000000000057,0
244.15079849893291,0.4000000000000057,0
244.179885863592,0.6000000000000227,1
244.19370365394352,0.09999999999999433,1
244.20042475824815,-0.20000000000001705,1
244.21079869360514,-0.6000000000000227,1
244.22316017469691,-0.4000000000000057,0
244.24238041160982,-0.2999999999999829,0
244.27226949887117,-0.09999999999999433,1
244.27282553840038,-0.10000000000002274,0
244.26737754262746,-0.10000000000002274,0
243.6010388386833,-0.19999999999998866,1
243.60751389556057,0.19999999999998866,0
243.6309064056638,0.5,0
243.64105947834895,0.4000000000000057,0
243.6597694012546,0.5999999999999943,1
243.67520965695155,0.5999999999999943,0
243.7031665309972,0.8000000000000114,0
243.07158298150074,0.19999999999998866,0
243.110795002005,0.19999999999998866,0
243.110795002005,0.19999999999998866,1
243.2985766221217,0.9000000000000057,0
243.35168511790573,0.8999999999999773,0
243.3982478919212,0.3999999999999773,1
243.4323400762957,0.4000000000000057,1
243.45723430681159,0.5,0
243.54907212003056,0.4000000000000057,1
243.5914204416193,0.5,1
243.6481860179817,0.30000000000001137,1
244.11850550148483,1.5,1
244.2441792258726,0.6999999999999886,0
244.3003834654829,0.7999999999999828,1
244.3122491032734,0.4000000000000057,1
244.36961512845642,0.5,0
244.38292331426982,-0.09999999999999433,1
