cci20_current,uosc_previous,class
-5.2461893588155135,21.379885046451914,1
99.64844030261105,28.3890230229244,1
110.09598665324188,25.79184034575511,0
118.13748784129135,27.410741074107047,1
102.77251972195542,25.458241947805533,1
101.60461917177555,22.059716360914866,0
100.3399432682205,22.53823196687541,0
89.68626710730992,17.008123195731017,0
68.27101198753904,18.001621612297242,0
32.394986720875075,21.294207393056475,1
17.376334972152776,18.823053158624145,1
56.60882274233385,19.400939442852376,1
46.12032989732397,22.734051092864657,0
-21.389936685779873,19.806918388699184,1
-22.542948732960976,23.976680400614004,1
-20.4578161690408,16.410981582396726,1
-5.570503072135273,17.598505696236007,1
22.473355404484664,25.244667205092536,1
35.34707220893523,25.249840853002485,0
21.45386919838161,24.48608887900327,1
12.885520981862042,20.68233353947642,0
17.67550166287405,23.03139518331161,1
4.125630396320813,25.313688402191204,0
-2.0737227803129046,26.07199817726034,0
-25.677066905842857,23.841362363563217,1
-2.338440862321084,31.831787260358386,0
10.547870455276616,33.67464714709917,1
12.258992914290946,25.12902520365177,1
-14.242332073244302,34.5283789301762,0
0.9703462195385196,38.083953960731904,1
10.238648264406,45.29616724738735,1
19.323507012039247,38.155061019383176,1
22.83960877370644,41.79587880618865,0
109.76007684580786,16.78437534159132,1
129.27469851050364,11.016211916399515,0
116.8335175603984,10.700751923449292,0
41.128358894923416,25.46232298297667,0
5.13969696346237,25.58364296705452,1
-40.87334261773007,25.773341714390234,1
-17.44594112402482,20.504068649828078,1
33.85398713794782,18.12724943793112,0
-20.739605309821133,26.85638496189079,0
-9.215831673515432,10.411822660098213,0
25.89207121538188,27.989222883602626,0
4.899010655049458,25.024668661996568,0
10.991475998205106,18.11371851699863,1
36.012724055309526,17.01057028925865,1
26.147137271377325,18.533360537814385,0
27.29378253288497,23.974840469084764,1
29.7656349240886,30.05736330544499,1
14.143147764342453,24.4884357996983,0
2.0851578464506475,21.20493225785105,1
-7.261784423761567,22.597534560382535,0
4.780772878864045,33.06260287190153,0
6.085607295325249,54.05018125867856,1
7.188800424040278,40.04091994637346,0
2.1009215482277104,31.2064848112204,0
13.61464718202567,29.467876039305487,0
0.20043701683465748,28.43357734007535,0
7.924009113693473,31.432506261682025,1
7.531457996277207,33.68136187095412,0
-10.411599856539748,34.19879062736174,1
10.140571851998343,37.75182677789487,0
8.22626594311218,35.26533304614739,1
9.765658378716743,35.51621465746649,0
14.775753384074203,35.2383180954608,0
2.1417909680533183,30.00099267330749,1
9.911069303424178,33.81157340985156,0
9.208627722924962,41.478646253021104,1
18.145792771847308,35.67655987503232,0
5.850694705330643,42.090403875300176,0
9.652149004273683,19.91795366795364,0
20.26930105213196,24.090984102535906,0
13.115409356906445,23.367220712535282,0
0.833927506682864,22.030616651112343,0
0.939608246004676,20.930118181710338,1
3.1367038261502755,23.598901098901,0
3.4611657206133217,22.619047619047183,1
5.674975250800742,19.07207006191723,1
11.796352820485128,23.222917307625213,0
10.130429276936669,30.54741988643785,0
11.943945899210016,35.26624442880442,1
9.425589734790103,35.5825206580791,0
12.83912261043683,38.38355303274524,0
7.65208519321725,40.77758625813279,0
-3.198362438428628,34.37470350558354,1
3.243530777866139,24.869169266583878,1
3.8957750319798015,23.64773866535798,0
53.23339883118257,45.57283897040844,1
81.26922607053814,40.707841220730856,0
74.21045323853883,38.199920714206435,0
63.40041732585371,34.934560388860234,1
72.71933333719154,30.68327462737411,1
53.48038510436458,22.414338104076982,0
47.84670512663989,21.35090829231859,0
33.988418858753775,19.118047448054604,0
-0.8910111586722304,17.842639591114217,0
12.392035230359134,34.670474419431535,1
13.509100802101527,46.43433231459743,1
25.668331938763128,56.2979917565609,1
47.22420794620932,56.73128261177804,0
42.381220758079394,56.45098948670705,1
48.90305073382071,34.2869896061393,1
57.30386052527028,22.53983931420083,0
40.55640701603382,21.582156528700303,0
30.855470731062226,24.40108987600564,0
23.595819521913274,21.897842594564352,0
16.19296836541758,23.470062016355136,1
4.502136624000659,22.459849038908096,1
7.772618861589832,19.436342599255358,1
2.7048614745744044,21.363808605188233,1
10.71052978113523,21.907519585081612,0
9.698608741341415,22.359463608892398,0
0.6776176913504856,21.19047920468336,1
-8.931676518642751,22.151191698592022,0
-9.510773940587145,28.53547406734099,0
-9.49549615052686,26.59404670959333,1
4.75144124788355,36.42787091953472,0
10.296391239332738,36.99339763163145,0
11.884766391672391,30.552163548508094,0
13.592463685693614,27.50345713227412,1
21.434841484245624,25.68820737495389,0
19.8635981471046,25.71765347360269,0
11.257494564432543,34.00538772919588,0
27.25157464553147,33.481268901568875,0
27.25157464553147,33.481268901568875,1
41.91020903772641,23.72247823860724,0
34.01671443472049,20.766228061634067,0
17.0666316563346,21.60682454800091,1
19.222055811979352,20.9438278518816,1
29.773144487819053,22.39925482890425,0
29.379781247449113,25.296009491734647,1
35.21259547724794,27.290729283839113,1
40.734461919147456,31.71212972033501,1
53.98320106426594,27.759254094145373,1
38.219495655535404,24.262813752372452,0
21.17743824044208,23.77513642819716,1
7.177210102232031,21.334289747762075,1
20.735353093439898,17.643596875088612,0
11.970500309451449,17.408876232405245,1
