ema100_current,sma100_previous,class
243.18905225418166,243.301,1
243.2059823509734,243.291,1
243.21960454887298,243.296,0
243.23295700028004,243.302,1
243.24344502462958,243.308,1
243.2576857613686,243.312,0
243.26904448124196,243.31600000000003,0
243.28048818799888,243.318,0
243.28941517665172,243.32100000000003,0
243.29067523904556,243.323,1
243.29191034970887,243.32000000000005,1
243.31029924093696,243.31400000000005,1
243.3284839227556,243.31900000000005,0
243.33751678839408,243.31800000000004,1
243.3447663049139,243.32,1
243.3498359170736,243.322,1
243.3580095074276,243.324,1
243.36831135455623,243.32800000000003,1
243.38131913882043,243.33300000000003,0
243.38917921106997,243.341,1
243.3982440122856,243.34600000000003,0
243.40743922451642,243.34900000000002,1
243.41447215531707,243.353,0
243.43239618066715,243.36300000000003,0
243.42857866939048,243.36900000000003,1
243.43290288727312,243.372,0
243.4368315650493,243.375,1
243.4505651585406,243.377,1
243.45160054841358,243.38500000000008,0
243.4551589754741,243.38600000000002,1
243.4563568285833,243.38800000000003,1
243.4621111819273,243.389,1
243.46806149971002,243.392,0
243.82994300544357,243.551,1
243.8701414176561,243.568,0
243.90527351363698,243.59099999999995,0
244.10478228197974,243.72600000000003,0
244.13464820015275,243.75,1
244.18798273851326,243.792,1
244.21942096903098,243.81399999999996,1
244.32506238048538,243.89200000000002,0
245.83408383388885,245.59000000000003,0
245.87057307332157,245.627,0
245.86638279248183,245.679,0
245.87057823792648,245.68400000000003,0
245.8842262192538,245.703,1
245.92862768583853,245.748,1
245.94552040561916,245.768,0
245.95718848396888,245.786,1
246.03293930986325,245.854,1
246.05245192054863,245.881,0
246.0590926090496,245.893,1
246.06300177668945,245.90500000000003,0
244.2284174956066,244.915,0
244.15737520939186,244.831,1
244.13215058352168,244.799,0
244.06549234972576,244.701,0
244.05050707671853,244.67400000000006,0
244.01353315183098,244.62500000000003,0
243.9979064878408,244.59900000000005,1
243.9796793286337,244.57500000000005,0
243.8651202898652,244.41600000000003,1
243.845215351992,244.38,0
243.83385144982952,244.365,1
243.82283330127632,244.344,0
243.8146333559607,244.317,0
243.8006551917408,244.292,1
243.79444397705845,244.267,0
243.78315571256888,244.247,1
243.7786513961876,244.223,0
243.76736594404213,244.201,0
243.62229653862755,243.917,0
243.61775770628597,243.892,0
243.61163846582176,243.866,0
243.6013700903672,243.84099999999998,0
243.59390507115882,243.815,1
243.58720769817168,243.791,0
243.57971296384312,243.75899999999996,1
243.57682638085092,243.743,1
243.57659697999665,243.72599999999997,0
243.5737720996549,243.711,0
243.57224280565552,243.69400000000002,1
243.570433882676,243.681,0
243.5689706919833,243.667,0
243.5661761014024,243.654,0
243.56075797658417,243.631,1
243.45396621440563,243.414,1
243.45084891813374,243.406,0
243.43766415086878,243.421,1
243.4630392727289,243.42999999999995,0
243.49156240093876,243.44400000000002,0
243.51389003269833,243.457,1
243.60340637005638,243.505,1
243.62673911589187,243.525,0
243.64929991512696,243.543,0
243.66757429566596,243.56,0
243.51813622269586,243.529,0
243.49600610749957,243.518,1
243.49317526037171,243.51800000000003,1
243.4978906238292,243.51500000000004,1
243.512602790038,243.51700000000002,0
243.52213349409507,243.52599999999998,1
243.55822548539874,243.54500000000004,1
243.64952012843827,243.581,0
243.669460434308,243.589,0
243.68349592644898,243.59900000000002,0
243.6978733121113,243.604,0
243.7087461509301,243.611,1
243.71575320199963,243.614,1
243.73903722122918,243.625,1
243.7509544053113,243.63200000000003,1
243.765235627629,243.641,0
243.78152416351418,243.65200000000004,0
243.79321984606514,243.664,1
243.8037541948537,243.67500000000004,0
243.81178983262703,243.683,0
243.7321990925196,243.66600000000003,1
243.73551672689067,243.66600000000003,0
243.73741344744647,243.66800000000003,0
243.74156271922902,243.67000000000004,0
243.74562982721366,243.67300000000003,1
243.751906508456,243.676,0
243.7560787009608,243.68,0
243.51991036140927,243.64499999999995,0
243.51617674725293,243.657,0
243.51617674725293,243.657,1
243.51986470045483,243.62500000000003,0
243.52095243985409,243.618,0
243.51817896966287,243.61000000000004,1
243.51608024373226,243.59600000000003,1
243.521823142967,243.584,0
243.5310351816962,243.571,1
243.5412513498301,243.56600000000003,1
243.55646526176227,243.569,1
243.67698746346886,243.63100000000003,1
243.72574573034674,243.669,0
243.74269551855275,243.687,1
243.7557799092213,243.705,1
243.79482958383943,243.733,0
243.80898254064275,243.74400000000009,1
