macd_12_26_current,uosc_current,class
-0.10579493543761488,21.73981761800549,1
0.12682504136861894,25.79184034575511,1
0.1905253506889153,27.410741074107047,0
0.2345323651046556,25.458241947805533,1
0.2591456587062737,22.059716360914866,1
0.2908785881535607,22.53823196687541,0
0.3080925934912955,17.008123195731017,0
0.3199307683841539,18.001621612297242,0
0.3183861695091537,21.294207393056475,0
0.2775441674219508,18.823053158624145,1
0.2411417992104248,18.40018779047218,1
0.22087050537811592,24.898530091291583,1
0.18179074091452208,20.041599065123695,0
0.05884000098657794,22.632547091945906,1
0.0038309321667497898,15.68505663134856,1
-0.03149576330866921,17.598505696236007,1
-0.019570723288950376,25.244667205092536,1
-0.0021188470064146263,25.249840853002485,1
0.008904161459867055,24.48608887900327,0
0.010205171747799113,20.68233353947642,1
0.018729063130194845,23.03139518331161,0
0.028469605969064563,25.313688402191204,1
0.034647093511495086,27.7983641514426,0
-0.006461932966459472,32.136985555576594,0
-0.07566565891602295,31.831787260358386,1
-0.06050809276126756,33.67464714709917,0
-0.05105932405547264,30.50520907663741,1
-0.007833523616511684,27.385426892815772,1
-0.03882043863879403,38.083953960731904,0
-0.022322784941934515,45.29616724738735,1
-0.02013872107414727,38.155061019383176,1
0.0015673193133807215,41.79587880618865,1
0.016516134571872954,42.747729538901595,0
0.7297572968053885,11.016211916399515,1
0.7196259668604057,10.700751923449292,0
0.6831804288678427,11.397583103340258,0
0.17764630974522788,25.58364296705452,0
0.13550047501192353,26.44745501293643,1
0.05700402546034411,20.504068649828078,1
0.03904333561837348,20.10329201522816,1
0.05823667083575401,16.042671807504803,0
0.02902046610179809,18.091746962714303,0
-0.047556664614631934,13.347815385319764,0
-0.13178172017259726,25.024668661996568,0
-0.108985576023656,22.66507885341846,0
-0.06542863854653548,19.125336279995143,1
0.09849970845419877,18.533360537814385,1
0.15662089614417596,23.974840469084764,0
0.1805880157879756,26.17734288287027,1
0.23289430089923255,21.78115975099018,1
0.1938630133359993,21.20493225785105,0
0.160980668429346,22.597534560382535,1
0.12336692143031767,17.862198395321165,0
0.12625613980199546,42.98227227399214,0
0.09067777347249263,40.04091994637346,1
0.07783405358983941,38.65157398992244,0
0.06203469308994159,29.467876039305487,0
0.08024242127106618,25.602943840185226,0
0.06881273874401472,31.432506261682025,0
0.07276303079814284,33.68136187095412,1
0.0605666422619322,33.28713458506989,0
-0.03411377132721327,30.263857267044934,1
-0.003013091751000729,35.26533304614739,0
0.007005956479360975,35.51621465746649,1
0.029581846751199237,35.2383180954608,0
0.04921625113934169,30.00099267330749,0
0.03825492998095115,33.81157340985156,1
0.05172719668613013,41.478646253021104,0
0.0484992841704468,35.67655987503232,1
0.0846987068671865,42.090403875300176,0
0.07733058353642264,44.50969795231997,0
-0.037168028456505915,24.090984102535906,0
-0.004310280983958137,23.367220712535282,0
0.007219187602032663,22.030616651112343,0
0.002255794306421421,20.930118181710338,0
0.006299028708184551,23.598901098901,1
0.010017843220509805,20.58849779661936,0
0.02404070627056853,19.07207006191723,1
0.04285771744895328,23.222917307625213,1
0.06943013003984788,30.54741988643785,0
0.07394393191543712,35.26624442880442,0
0.07814985831404897,35.5825206580791,1
0.07266457982714769,38.38355303274524,0
0.06406546134567748,40.77758625813279,0
0.05271949072155735,37.97508151814147,0
0.041259209393615486,39.402789901124265,1
-0.05937556254858122,23.64773866535798,1
-0.041197294957640906,26.14139814600563,0
0.06274715405439224,40.707841220730856,1
0.15582042757469594,38.199920714206435,0
0.24538621995904464,34.934560388860234,0
0.2935329607160213,31.093998491570744,1
0.4436799919469081,22.414338104076982,1
0.4375541252802577,21.35090829231859,0
0.4230473103599763,19.118047448054604,0
0.4161843280544133,19.248889408464443,0
-0.1874557933959977,19.21139380253013,0
0.06635131947479067,46.43433231459743,1
0.07674353461939631,56.2979917565609,1
0.10421059682659006,56.73128261177804,1
0.17124704945547364,56.45098948670705,0
0.1948408172316931,43.778893660313855,1
0.252936323649692,27.796629444037556,1
0.3793532015095025,21.582156528700303,0
0.3671659246579111,24.40108987600564,0
0.3402430245924961,21.897842594564352,0
0.3106636093045836,23.470062016355136,0
0.2654168359564437,22.459849038908096,1
0.2165103130335524,17.539360562863887,1
0.16493463663729813,21.363808605188233,1
0.13543830961705794,21.907519585081612,1
0.11386364032782124,22.359463608892398,0
0.09449580349021858,21.19047920468336,0
0.060957060129226186,22.151191698592022,1
0.031672475444622705,28.53547406734099,0
0.00155164240521799,26.705413759481825,0
-0.23861531662586802,32.89703926646609,1
-0.13532989786270375,36.99339763163145,0
-0.09331999406211366,30.552163548508094,0
-0.04870552330271494,27.50345713227412,0
-0.010536825017112506,25.68820737495389,1
0.02780711649523937,25.71765347360269,0
0.0540932392585205,23.572125142941925,0
-0.04817639738146795,31.488374427887784,0
0.038522479356231536,28.90510468289171,0
0.038522479356231536,28.90510468289171,1
0.1896293242305376,20.766228061634067,0
0.20410365901540214,21.60682454800091,0
0.20584891528389448,20.9438278518816,1
0.21152674575094466,22.39925482890425,1
0.2269988632152149,30.2793265847447,0
0.23257107149584044,27.290729283839113,1
0.23418957531265505,31.71212972033501,1
0.2500452101110397,33.113674577969014,1
0.4171703530725495,25.780138262747503,1
0.3862044937837936,23.77513642819716,0
0.3424731753056278,21.334289747762075,1
0.28585439547961755,18.502682733675357,1
0.25111569541053314,17.408876232405245,0
0.2188186964293664,19.015269484327774,1
