macd_12_26_previous,uosc_previous,class
-0.1337023578838057,21.379885046451914,1
0.0718227186549143,28.3890230229244,1
0.12682504136861894,25.79184034575511,0
0.1905253506889153,27.410741074107047,1
0.2345323651046556,25.458241947805533,1
0.2591456587062737,22.059716360914866,0
0.2908785881535607,22.53823196687541,0
0.3080925934912955,17.008123195731017,0
0.3199307683841539,18.001621612297242,0
0.3183861695091537,21.294207393056475,1
0.2775441674219508,18.823053158624145,1
0.20710927546488733,19.400939442852376,1
0.20165745529271814,22.734051092864657,0
0.0928637293278598,19.806918388699184,1
0.03902717971513425,23.976680400614004,1
-0.024329775267545983,16.410981582396726,1
-0.03149576330866921,17.598505696236007,1
-0.019570723288950376,25.244667205092536,1
-0.0021188470064146263,25.249840853002485,0
0.008904161459867055,24.48608887900327,1
0.010205171747799113,20.68233353947642,0
0.018729063130194845,23.03139518331161,1
0.028469605969064563,25.313688402191204,0
-0.004725512820897393,26.07199817726034,0
-0.07827023907455555,23.841362363563217,1
-0.07566565891602295,31.831787260358386,0
-0.06050809276126756,33.67464714709917,1
-0.02326748620757257,25.12902520365177,1
-0.03668713125549061,34.5283789301762,0
-0.03882043863879403,38.083953960731904,1
-0.022322784941934515,45.29616724738735,1
-0.02013872107414727,38.155061019383176,1
0.0015673193133807215,41.79587880618865,0
0.7797795650313049,16.78437534159132,1
0.7297572968053885,11.016211916399515,0
0.7196259668604057,10.700751923449292,0
0.19342405207081012,25.46232298297667,0
0.17764630974522788,25.58364296705452,1
0.08959585952706561,25.773341714390234,1
0.05700402546034411,20.504068649828078,1
0.0634161183641595,18.12724943793112,0
0.08094530992821093,26.85638496189079,0
-0.055702065088922836,10.411822660098213,0
-0.1979721459049415,27.989222883602626,0
-0.13178172017259726,25.024668661996568,0
-0.0909764807263116,18.11371851699863,1
0.03354662755606341,17.01057028925865,1
0.09849970845419877,18.533360537814385,0
0.15662089614417596,23.974840469084764,1
0.2551660048045505,30.05736330544499,1
0.20836379929249915,24.4884357996983,0
0.1938630133359993,21.20493225785105,1
0.160980668429346,22.597534560382535,0
0.12465988930847514,33.06260287190153,0
0.11920721728205308,54.05018125867856,1
0.09067777347249263,40.04091994637346,0
0.0621082347476829,31.2064848112204,0
0.06203469308994159,29.467876039305487,0
0.08435726888487237,28.43357734007535,0
0.06881273874401472,31.432506261682025,1
0.07276303079814284,33.68136187095412,0
-0.02625713168032462,34.19879062736174,1
-0.014632209954299926,37.75182677789487,0
-0.003013091751000729,35.26533304614739,1
0.007005956479360975,35.51621465746649,0
0.029581846751199237,35.2383180954608,0
0.04921625113934169,30.00099267330749,1
0.03825492998095115,33.81157340985156,0
0.05172719668613013,41.478646253021104,1
0.0484992841704468,35.67655987503232,0
0.0846987068671865,42.090403875300176,0
-0.07438483060266776,19.91795366795364,0
-0.037168028456505915,24.090984102535906,0
-0.004310280983958137,23.367220712535282,0
0.007219187602032663,22.030616651112343,0
0.002255794306421421,20.930118181710338,1
0.006299028708184551,23.598901098901,0
0.016092245237274483,22.619047619047183,1
0.02404070627056853,19.07207006191723,1
0.04285771744895328,23.222917307625213,0
0.06943013003984788,30.54741988643785,0
0.07394393191543712,35.26624442880442,1
0.07814985831404897,35.5825206580791,0
0.07266457982714769,38.38355303274524,0
0.06406546134567748,40.77758625813279,0
0.045882300482332994,34.37470350558354,1
-0.07842963261808222,24.869169266583878,1
-0.05937556254858122,23.64773866535798,0
0.0005869406725196312,45.57283897040844,1
0.06274715405439224,40.707841220730856,0
0.15582042757469594,38.199920714206435,0
0.24538621995904464,34.934560388860234,1
0.4097479303741807,30.68327462737411,1
0.4436799919469081,22.414338104076982,0
0.4375541252802577,21.35090829231859,0
0.4230473103599763,19.118047448054604,0
-0.2480501683870955,17.842639591114217,0
0.03650554513575344,34.670474419431535,1
0.06635131947479067,46.43433231459743,1
0.07674353461939631,56.2979917565609,1
0.10421059682659006,56.73128261177804,0
0.17124704945547364,56.45098948670705,1
0.21491705052076784,34.2869896061393,1
0.3659322977125328,22.53983931420083,0
0.3793532015095025,21.582156528700303,0
0.3671659246579111,24.40108987600564,0
0.3402430245924961,21.897842594564352,0
0.3106636093045836,23.470062016355136,1
0.2654168359564437,22.459849038908096,1
0.19395503921435875,19.436342599255358,1
0.16493463663729813,21.363808605188233,1
0.13543830961705794,21.907519585081612,0
0.11386364032782124,22.359463608892398,0
0.09449580349021858,21.19047920468336,1
0.060957060129226186,22.151191698592022,0
0.031672475444622705,28.53547406734099,0
-0.28207550303474704,26.59404670959333,1
-0.19376704971193706,36.42787091953472,0
-0.13532989786270375,36.99339763163145,0
-0.09331999406211366,30.552163548508094,0
-0.04870552330271494,27.50345713227412,1
-0.010536825017112506,25.68820737495389,0
0.02780711649523937,25.71765347360269,0
-0.07599369002784329,34.00538772919588,0
0.00473563387691911,33.481268901568875,0
0.00473563387691911,33.481268901568875,1
0.1705511231326966,23.72247823860724,0
0.1896293242305376,20.766228061634067,0
0.20410365901540214,21.60682454800091,1
0.20584891528389448,20.9438278518816,1
0.21152674575094466,22.39925482890425,0
0.22721605576617776,25.296009491734647,1
0.23257107149584044,27.290729283839113,1
0.23418957531265505,31.71212972033501,1
0.4247405747289577,27.759254094145373,1
0.39997542284586973,24.262813752372452,0
0.3862044937837936,23.77513642819716,1
0.3424731753056278,21.334289747762075,1
0.28278152386968713,17.643596875088612,0
0.25111569541053314,17.408876232405245,1
