cci20_current,uosc_current,class
-5.2461893588155135,21.73981761800549,1
99.64844030261105,25.79184034575511,1
110.09598665324188,27.410741074107047,0
118.13748784129135,25.458241947805533,1
102.77251972195542,22.059716360914866,1
101.60461917177555,22.53823196687541,0
100.3399432682205,17.008123195731017,0
89.68626710730992,18.001621612297242,0
68.27101198753904,21.294207393056475,0
32.394986720875075,18.823053158624145,1
17.376334972152776,18.40018779047218,1
56.60882274233385,24.898530091291583,1
46.12032989732397,20.041599065123695,0
-21.389936685779873,22.632547091945906,1
-22.542948732960976,15.68505663134856,1
-20.4578161690408,17.598505696236007,1
-5.570503072135273,25.244667205092536,1
22.473355404484664,25.249840853002485,1
35.34707220893523,24.48608887900327,0
21.45386919838161,20.68233353947642,1
12.885520981862042,23.03139518331161,0
17.67550166287405,25.313688402191204,1
4.125630396320813,27.7983641514426,0
-2.0737227803129046,32.136985555576594,0
-25.677066905842857,31.831787260358386,1
-2.338440862321084,33.67464714709917,0
10.547870455276616,30.50520907663741,1
12.258992914290946,27.385426892815772,1
-14.242332073244302,38.083953960731904,0
0.9703462195385196,45.29616724738735,1
10.238648264406,38.155061019383176,1
19.323507012039247,41.79587880618865,1
22.83960877370644,42.747729538901595,0
109.76007684580786,11.016211916399515,1
129.27469851050364,10.700751923449292,0
116.8335175603984,11.397583103340258,0
41.128358894923416,25.58364296705452,0
5.13969696346237,26.44745501293643,1
-40.87334261773007,20.504068649828078,1
-17.44594112402482,20.10329201522816,1
33.85398713794782,16.042671807504803,0
-20.739605309821133,18.091746962714303,0
-9.215831673515432,13.347815385319764,0
25.89207121538188,25.024668661996568,0
4.899010655049458,22.66507885341846,0
10.991475998205106,19.125336279995143,1
36.012724055309526,18.533360537814385,1
26.147137271377325,23.974840469084764,0
27.29378253288497,26.17734288287027,1
29.7656349240886,21.78115975099018,1
14.143147764342453,21.20493225785105,0
2.0851578464506475,22.597534560382535,1
-7.261784423761567,17.862198395321165,0
4.780772878864045,42.98227227399214,0
6.085607295325249,40.04091994637346,1
7.188800424040278,38.65157398992244,0
2.1009215482277104,29.467876039305487,0
13.61464718202567,25.602943840185226,0
0.20043701683465748,31.432506261682025,0
7.924009113693473,33.68136187095412,1
7.531457996277207,33.28713458506989,0
-10.411599856539748,30.263857267044934,1
10.140571851998343,35.26533304614739,0
8.22626594311218,35.51621465746649,1
9.765658378716743,35.2383180954608,0
14.775753384074203,30.00099267330749,0
2.1417909680533183,33.81157340985156,1
9.911069303424178,41.478646253021104,0
9.208627722924962,35.67655987503232,1
18.145792771847308,42.090403875300176,0
5.850694705330643,44.50969795231997,0
9.652149004273683,24.090984102535906,0
20.26930105213196,23.367220712535282,0
13.115409356906445,22.030616651112343,0
0.833927506682864,20.930118181710338,0
0.939608246004676,23.598901098901,1
3.1367038261502755,20.58849779661936,0
3.4611657206133217,19.07207006191723,1
5.674975250800742,23.222917307625213,1
11.796352820485128,30.54741988643785,0
10.130429276936669,35.26624442880442,0
11.943945899210016,35.5825206580791,1
9.425589734790103,38.38355303274524,0
12.83912261043683,40.77758625813279,0
7.65208519321725,37.97508151814147,0
-3.198362438428628,39.402789901124265,1
3.243530777866139,23.64773866535798,1
3.8957750319798015,26.14139814600563,0
53.23339883118257,40.707841220730856,1
81.26922607053814,38.199920714206435,0
74.21045323853883,34.934560388860234,0
63.40041732585371,31.093998491570744,1
72.71933333719154,22.414338104076982,1
53.48038510436458,21.35090829231859,0
47.84670512663989,19.118047448054604,0
33.988418858753775,19.248889408464443,0
-0.8910111586722304,19.21139380253013,0
12.392035230359134,46.43433231459743,1
13.509100802101527,56.2979917565609,1
25.668331938763128,56.73128261177804,1
47.22420794620932,56.45098948670705,0
42.381220758079394,43.778893660313855,1
48.90305073382071,27.796629444037556,1
57.30386052527028,21.582156528700303,0
40.55640701603382,24.40108987600564,0
30.855470731062226,21.897842594564352,0
23.595819521913274,23.470062016355136,0
16.19296836541758,22.459849038908096,1
4.502136624000659,17.539360562863887,1
7.772618861589832,21.363808605188233,1
2.7048614745744044,21.907519585081612,1
10.71052978113523,22.359463608892398,0
9.698608741341415,21.19047920468336,0
0.6776176913504856,22.151191698592022,1
-8.931676518642751,28.53547406734099,0
-9.510773940587145,26.705413759481825,0
-9.49549615052686,32.89703926646609,1
4.75144124788355,36.99339763163145,0
10.296391239332738,30.552163548508094,0
11.884766391672391,27.50345713227412,0
13.592463685693614,25.68820737495389,1
21.434841484245624,25.71765347360269,0
19.8635981471046,23.572125142941925,0
11.257494564432543,31.488374427887784,0
27.25157464553147,28.90510468289171,0
27.25157464553147,28.90510468289171,1
41.91020903772641,20.766228061634067,0
34.01671443472049,21.60682454800091,0
17.0666316563346,20.9438278518816,1
19.222055811979352,22.39925482890425,1
29.773144487819053,30.2793265847447,0
29.379781247449113,27.290729283839113,1
35.21259547724794,31.71212972033501,1
40.734461919147456,33.113674577969014,1
53.98320106426594,25.780138262747503,1
38.219495655535404,23.77513642819716,0
21.17743824044208,21.334289747762075,1
7.177210102232031,18.502682733675357,1
20.735353093439898,17.408876232405245,0
11.970500309451449,19.015269484327774,1
