sma200_current,stochk_14_current,class
243.0855,55.55555555555623,1
243.1065,75.04713423831045,1
243.112,80.02450980392116,0
243.1185,82.10784313725487,1
243.1245,85.60924369747927,1
243.1325,86.30952380952391,0
243.139,88.09523809523813,0
243.1455,87.91208791208794,0
243.152,89.92673992674055,0
243.157,84.61538461538484,1
243.1625,74.35897435897455,1
243.178,58.13908313908306,1
243.192,68.18181818181891,0
243.209,47.222222222223365,1
243.2205,37.50000000000088,1
243.231,37.50000000000088,1
243.238,33.333333333334515,1
243.2445,45.83333333333361,1
243.249,62.500000000000284,0
243.253,75.00000000000058,1
243.2575,75.00000000000058,0
243.2625,70.83333333333421,1
243.267,70.83333333333421,0
243.289,16.6666666666659,0
243.297,31.48148148148163,1
243.301,29.62962962962989,0
243.306,49.735449735449656,1
243.3225,85.71428571428288,1
243.3475,33.333333333334735,0
243.3505,34.92063492063627,1
243.354,42.06349206349282,1
243.358,44.44444444444502,1
243.3635,61.111111111110056,0
243.5275,47.91666666666654,1
243.5395,44.27083333333314,0
243.5515,43.74999999999983,0
243.5955,32.555018786902735,0
243.598,45.005611672278064,1
243.6045,59.44055944055873,1
243.6125,62.820512820511986,1
243.643,81.1463046757168,0
244.593,26.666666666666387,0
244.6505,8.88888888888836,0
244.78800000000004,54.761904761904546,0
244.805,70.89947089947083,0
244.8545,61.904761904761756,1
244.909,73.01587301587256,1
244.928,79.36507936507894,0
244.946,85.71428571428531,1
245.0145,82.664995822891,1
245.0415,58.333333333333705,0
245.0535,49.99999999999997,1
245.0655,42.42424242424193,0
245.2155,66.66666666666761,0
245.17050000000003,62.247474747475366,1
245.158,51.13636363636466,0
245.1265,45.83333333333361,0
245.1195,45.83333333333361,0
245.10050000000004,54.166666666666366,0
245.094,50.0,1
245.0875,54.166666666666366,0
245.0315,46.6666666666659,1
245.016,56.66666666666533,0
245.007,66.66666666666477,1
244.998,79.99999999999828,0
244.98800000000003,83.33333333333142,0
244.978,86.66666666666458,1
244.971,83.33333333333144,0
244.963,86.66666666666553,1
244.958,79.74358974358908,0
244.9515,84.61538461538456,0
244.8865,36.3636363636362,0
244.8795,54.54545454545517,0
244.873,66.66666666666752,0
244.865,75.757575757577,0
244.859,63.63636363636465,1
244.8535,54.54545454545517,0
244.841,51.51515151515144,1
244.833,48.48484848484856,1
244.824,48.48484848484856,0
244.815,56.666666666667226,0
244.807,61.515151515151814,1
244.7985,57.61904761904742,0
244.789,43.80952380952266,0
244.779,38.095238095236546,0
244.75800000000004,36.507936507934886,1
244.566,66.66666666666802,1
244.556,76.19047619047716,0
244.4475,42.31884057970973,1
244.44100000000003,51.7632850241545,0
244.435,71.20772946859908,0
244.428,68.88888888888879,1
244.412,72.22222222222223,1
244.406,77.7777777777778,0
244.3975,79.99999999999993,0
244.388,75.55555555555544,0
244.13,71.75925925925921,0
244.033,68.68945868945805,1
244.0185,66.83760683760579,1
244.00600000000003,54.456654456653865,1
243.996,54.68975468975446,0
243.9865,62.77056277056304,1
243.966,69.1142191142188,1
243.9405,77.1929824561402,0
243.933,78.94736842105239,0
243.92550000000003,75.43859649122804,0
243.917,68.73065015479894,0
243.9075,62.919246646027176,1
243.897,50.26260504201707,1
243.874,34.98168498168489,1
243.8625,35.89743589743573,1
243.8525,32.30769230769172,0
243.841,32.82051282051253,0
243.82800000000003,36.66666666666652,1
243.815,38.33333333333298,0
243.8035,29.166666666665826,0
243.6735,20.00000000000044,1
243.661,47.22222222222239,0
243.6565,62.777777777778084,0
243.652,76.1111111111116,0
243.6485,83.33333333333431,1
243.6455,83.93939393939486,0
243.6405,87.272727272728,0
243.5285,62.35294117647146,0
243.534,69.49494949494998,0
243.534,69.49494949494998,1
243.5445,80.21978021978012,0
243.5475,85.71428571428595,0
243.5505,85.71428571428595,1
243.5545,76.19047619047636,1
243.5605,71.42857142857117,0
243.5685,76.6233766233772,1
243.5715,80.08658008658112,1
243.575,81.81818181818281,1
243.6035,64.10256410256358,1
243.61550000000003,56.410256410255954,0
243.6205,48.71794871794831,1
243.625,43.16239316239307,1
243.6345,37.37373737373759,0
243.64,38.38383838383855,1
