sma100_previous,wpr14_current,class
243.301,-22.222222222220818,1
243.291,-23.529411764705984,1
243.296,-5.8823529411760775,0
243.302,-12.499999999999332,1
243.308,-21.428571428572152,1
243.312,-7.142857142856707,0
243.31600000000003,-14.285714285713414,0
243.318,-15.384615384614374,0
243.32100000000003,-23.07692307692375,0
243.323,-46.15384615384532,1
243.32000000000005,-46.15384615384532,1
243.31400000000005,-0.0,1
243.31900000000005,-33.33333333333176,0
243.31800000000004,-62.49999999999911,1
243.32,-74.99999999999824,1
243.322,-62.49999999999911,1
243.324,-37.500000000000895,1
243.32800000000003,-24.99999999999823,1
243.33300000000003,-12.499999999999115,0
243.341,-37.500000000000895,1
243.34600000000003,-24.99999999999823,0
243.34900000000002,-24.99999999999823,1
243.353,-37.500000000000895,0
243.36300000000003,-66.66666666666825,0
243.36900000000003,-55.55555555555521,1
243.372,-44.4444444444448,0
243.375,-28.571428571430317,1
243.377,-14.285714285717187,1
243.38500000000008,-57.14285714285656,0
243.38600000000002,-33.333333333334906,1
243.38800000000003,-50.0,1
243.389,-16.666666666669823,1
243.392,-16.666666666669823,0
243.551,-59.375000000000135,1
243.568,-53.125000000000036,0
243.59099999999995,-56.24999999999986,0
243.72600000000003,-40.909090909091375,0
243.75,-54.54545454545431,1
243.792,-30.769230769231612,1
243.81399999999996,-15.384615384614714,1
243.89200000000002,-29.41176470588255,0
245.59000000000003,-93.33333333333373,0
245.627,-73.33333333333294,0
245.679,-23.80952380952355,0
245.68400000000003,-38.095238095238216,0
245.703,-33.33333333333378,1
245.748,-14.285714285714672,1
245.768,-14.285714285714672,0
245.786,-23.80952380952355,1
245.854,-50.0,1
245.881,-50.0,0
245.893,-66.66666666666825,1
245.90500000000003,-81.81818181818275,0
244.915,-19.999999999998863,0
244.831,-74.99999999999824,1
244.799,-62.49999999999911,0
244.701,-50.00000000000001,0
244.67400000000006,-25.000000000001783,0
244.62500000000003,-62.49999999999911,0
244.59900000000005,-37.500000000000895,1
244.57500000000005,-50.00000000000001,0
244.41600000000003,-50.0,1
244.38,-20.0000000000017,0
244.365,-20.0000000000017,1
244.344,-10.000000000002274,0
244.317,-0.0,0
244.292,-30.000000000001133,1
244.267,-0.0,0
244.247,-20.0000000000017,1
244.223,-15.384615384614714,0
244.201,-38.461538461538964,0
243.917,-27.272727272725863,0
243.892,-27.272727272725863,0
243.866,-36.36363636363706,0
243.84099999999998,-54.54545454545431,0
243.815,-45.45454545454569,1
243.791,-45.45454545454569,0
243.75899999999996,-45.45454545454569,1
243.743,-36.36363636363706,1
243.72599999999997,-27.272727272725863,0
243.711,-40.000000000000576,0
243.69400000000002,-40.000000000000576,1
243.681,-57.14285714285889,0
243.667,-57.14285714285889,0
243.654,-71.42857142857258,0
243.631,-66.66666666666825,1
243.414,-28.57142857142741,1
243.406,-16.66666666666588,0
243.421,-30.43478260869539,1
243.42999999999995,-30.000000000000192,0
243.44400000000002,-23.333333333333908,0
243.457,-33.333333333333336,1
243.505,-19.999999999999808,1
243.525,-30.000000000000192,0
243.543,-30.000000000000192,0
243.56,-33.333333333333336,0
243.529,-16.666666666667194,0
243.518,-23.07692307692375,1
243.51800000000003,-44.4444444444448,1
243.51500000000004,-14.285714285717187,1
243.51700000000002,-9.09090909090862,0
243.52599999999998,-27.272727272725863,1
243.54500000000004,-7.692307692307187,1
243.581,-21.052631578947604,0
243.589,-26.31578947368413,0
243.59900000000002,-36.84210526315718,0
243.604,-41.1764705882349,0
243.611,-50.00000000000089,1
243.614,-71.42857142857113,1
243.625,-61.53846153846187,1
243.63200000000003,-61.53846153846187,1
243.641,-69.99999999999885,0
243.65200000000004,-59.999999999999424,0
243.664,-80.00000000000115,1
243.67500000000004,-75.00000000000179,0
243.683,-87.50000000000091,0
243.66600000000003,-41.66666666666706,1
243.66600000000003,-24.999999999998817,0
243.66800000000003,-19.999999999998863,0
243.67000000000004,-9.999999999999432,0
243.67300000000003,-9.999999999999432,1
243.676,-9.09090909090862,0
243.68,-18.18181818181724,0
243.64499999999995,-39.999999999999616,0
243.657,-27.272727272725863,0
243.657,-27.272727272725863,1
243.62500000000003,-21.428571428572152,0
243.618,-21.428571428572152,0
243.61000000000004,-28.57142857142886,1
243.59600000000003,-28.57142857142886,1
243.584,-7.142857142856707,0
243.571,-27.272727272725863,1
243.56600000000003,-18.18181818181724,1
243.569,-0.0,1
243.63100000000003,-50.00000000000055,1
243.669,-50.00000000000055,0
243.687,-61.538461538461455,1
243.705,-70.83333333333387,1
243.733,-68.18181818181765,0
243.74400000000009,-68.18181818181765,1
