sma100_previous,rsi14_current,class
243.301,-3.07777613282434,1
243.291,18.323516316432414,1
243.296,24.76988694583753,0
243.302,24.76988694583753,1
243.308,20.836230548135052,1
243.312,25.061974356347164,0
243.31600000000003,21.160900258450692,0
243.318,21.160900258450692,0
243.32100000000003,16.63657763603696,0
243.323,2.0195353174736543,1
243.32000000000005,2.0195353174736543,1
243.31400000000005,22.12965611870645,1
243.31900000000005,13.686773613094175,0
243.31800000000004,1.3427049995352152,1
243.32,-3.6859918027169267,1
243.322,1.4764203268832716,1
243.324,9.801941802845704,1
243.32800000000003,13.201650031964023,1
243.33300000000003,16.27345156714425,0
243.341,7.283662721075642,1
243.34600000000003,11.054133230035717,0
243.34900000000002,11.054133230035717,1
243.353,5.935654388105847,0
243.36300000000003,1.76575572470405,0
243.36900000000003,-1.8018360413373105,1
243.372,3.879108784747871,0
243.375,3.879108784747871,1
243.377,9.435306228375024,1
243.38500000000008,-11.488438602341231,0
243.38600000000002,6.330362858200773,1
243.38800000000003,-1.4717048687384278,1
243.389,11.475843209984506,1
243.392,11.475843209984506,0
243.551,13.221505730246008,1
243.568,18.43960836214133,0
243.59099999999995,14.619784268185626,0
243.72600000000003,17.25881243782385,0
243.75,10.650078584996491,1
243.792,8.048925420453926,1
243.81399999999996,12.025095026541125,1
243.89200000000002,11.466792555441446,0
245.59000000000003,-8.595708787446156,0
245.627,4.854947767465474,0
245.679,9.801070102429053,0
245.68400000000003,0.6256447028448521,0
245.703,4.065011038020131,1
245.748,14.416792227493048,1
245.768,14.416792227493048,0
245.786,7.3801490969159715,1
245.854,5.5513746497732095,1
245.881,5.405951629219104,0
245.893,-2.5038297766230784,1
245.90500000000003,-6.762942841306739,0
244.915,-0.7452288576979242,0
244.831,-5.600105261462119,1
244.799,-0.9379299938098312,0
244.701,3.306361955186631,0
244.67400000000006,10.72061193101186,0
244.62500000000003,-2.762020923949265,0
244.59900000000005,5.9699577150342416,1
244.57500000000005,1.5142577916579825,0
244.41600000000003,-6.499480834976198,1
244.38,6.856219078603374,0
244.365,6.856219078603374,1
244.344,10.721733542434123,0
244.317,14.178119011846904,0
244.292,-0.03684619839033587,1
244.267,11.691889745498088,0
244.247,3.2774596066687,1
244.223,13.264134705584324,0
244.201,1.7548280784019423,0
243.917,13.165260463896034,0
243.892,13.165260463896034,0
243.866,8.797373830786142,0
243.84099999999998,-0.6103819943709112,0
243.815,4.04546886116195,1
243.791,4.04546886116195,0
243.75899999999996,4.04546886116195,1
243.743,9.105602555029165,1
243.72599999999997,13.440854767851606,0
243.711,7.7325750963479996,0
243.69400000000002,7.7325750963479996,1
243.681,7.7325750963479996,0
243.667,7.7325750963479996,0
243.654,0.05464813789346579,0
243.631,0.05464813789346579,1
243.414,4.479630263448527,1
243.406,4.479630263448527,0
243.421,14.870054547444001,1
243.42999999999995,21.847498941927253,0
243.44400000000002,24.066345659842824,0
243.457,17.700497658232212,1
243.505,20.89329138579868,1
243.525,14.265025644511836,0
243.543,14.265025644511836,0
243.56,11.702619164645784,0
243.529,1.825131487120018,0
243.518,2.909462573438901,1
243.51800000000003,-0.23818501028578964,1
243.51500000000004,8.252658882880041,1
243.51700000000002,16.40549302351181,0
243.52599999999998,11.147687979269406,1
243.54500000000004,17.631652586163014,1
243.581,19.886834504894253,0
243.589,17.170004990813286,0
243.59900000000002,11.31837219125427,0
243.604,11.31837219125427,0
243.611,7.925117668432094,1
243.614,0.6165694654325762,1
243.625,7.332991651174751,1
243.63200000000003,7.332991651174751,1
243.641,10.673170498435098,0
243.65200000000004,13.73089952875192,0
243.664,5.357636294818363,1
243.67500000000004,5.357636294818363,0
243.683,0.5021345378634976,0
243.66600000000003,-1.2465530181078464,1
243.66600000000003,9.36253235347283,0
243.66800000000003,3.7889043781124334,0
243.67000000000004,8.74183825941924,0
243.67300000000003,8.74183825941924,1
243.676,13.303380404559007,0
243.68,7.3500977142805075,0
243.64499999999995,-5.6544587383857134,0
243.657,5.39683666694232,0
243.657,5.39683666694232,1
243.62500000000003,11.949982401766976,0
243.618,11.949982401766976,0
243.61000000000004,8.08071200286345,1
243.59600000000003,8.08071200286345,1
243.584,16.973085572976288,0
243.571,15.957350925430362,1
243.56600000000003,18.526293204782466,1
243.569,22.92664811164725,1
243.63100000000003,19.36181058648505,1
243.669,19.36181058648505,0
243.687,9.53922653204694,1
243.705,6.013170717632249,1
243.733,9.22750320370183,0
243.74400000000009,9.22750320370183,1
