ema10_previous,adi14_current,class
242.71412565586436,28.5086304682157,1
243.10379487591626,28.138500306321486,1
243.19277496110772,28.889236045258755,0
243.33424129512343,29.839196304385656,1
243.44716267918275,30.1271380224288,1
243.52137108432208,30.39451247489746,0
243.62409828516158,30.64278875218976,0
243.6871421966221,29.654132731555194,0
243.7330759820916,28.736094998108808,0
243.74682875538662,26.808864225706376,1
243.68094518336272,25.01929279418984,1
243.60163179988075,23.82751702419544,1
243.68057527488227,24.669145416417518,0
243.61577470198813,21.868108022296845,1
243.58592895177216,18.93572576097408,1
243.52446483548383,16.909175483037668,1
243.5200166835776,16.71153528419644,1
243.5442695279754,17.33874074742247,1
243.5935897757516,18.274806785425397,0
243.65212452393232,18.521745256582424,1
243.66365295426186,18.167628804815713,0
243.69973851948325,17.838806385318048,1
243.72643927452896,16.68817326665854,0
243.59084244749508,14.074892976867886,0
243.4495929163659,11.723718980900257,1
243.45028644571119,11.781263603796566,0
243.47468329362832,12.217731914307196,1
243.55561245998678,12.321318526539313,1
243.47623816563598,9.841398879857568,0
243.45672908434034,9.479940862592802,1
243.48277834173297,9.669916171077269,1
243.48026195569247,9.846321814669997,1
243.52021432738465,10.01012705514896,0
245.53321954948075,36.066683634769795,1
245.50810452669404,35.901222962108825,0
245.5659307410485,35.747580908923624,0
245.12991604518257,30.407514357618858,0
245.22668104841838,29.630795677328607,1
245.2078806496128,27.828190657430497,1
245.2036240059114,27.49926336354553,1
245.4310849109149,28.178075905958515,0
246.41865419052056,20.97154111331691,0
246.1997872983417,22.22618143909097,0
245.7362154839397,21.022582531595226,0
245.83872175958703,20.640385946514307,0
245.87685030515075,18.443075284331172,1
246.11325995708577,18.029949940459744,1
246.2231095049664,17.77453904853629,0
246.29604361787418,17.75913036032934,1
246.56493715452262,18.89200066982739,1
246.50711977555991,16.85596897350981,0
246.49611484768258,16.43903175848917,1
246.4338043895158,16.289187371129106,0
243.3711712438205,26.36142655977246,0
243.42963990254498,23.5180218814308,1
243.40324521285584,22.27543432637408,0
243.41424973454428,18.921429054368936,0
243.4354882885344,18.61680868381536,0
243.52246127515772,17.202181312156945,0
243.50019558876545,16.52774150659339,1
243.512694248719,15.901475972855765,0
243.39151836631362,16.360571372737304,1
243.40656829370056,14.799968119111641,0
243.4473852914805,14.428757218865249,1
243.4751334203021,14.084061382922178,0
243.52166584960904,14.132824171475525,0
243.57509585708831,13.34574201489194,1
243.5614420648904,12.614880012350055,0
243.6217590248139,11.936222438561153,1
243.6262742334359,12.060965966298456,0
243.69580914285018,11.728211985074987,0
243.34542740393653,10.551203324066408,0
243.4252531685399,11.592449135621324,0
243.49903655271262,12.559320246350902,0
243.54122295794483,12.074671102857986,0
243.53372787468217,11.624639755328849,1
243.55424874696445,11.206753504051797,0
243.5899098431678,10.894874503855425,1
243.6058634087236,10.965592863192587,1
243.63145054754384,11.471529205555123,0
243.67339109580487,11.941327237748927,0
243.67540528006856,12.816823244868123,1
243.6770532490116,13.6297838229074,0
243.6812253855549,15.187370909879636,0
243.69028654845218,16.633701776353846,0
243.66043975557545,17.047087438593024,1
243.3488013138351,13.647362654291616,1
243.37911578236424,12.703805468948413,0
243.31544699070977,19.612686809556244,1
243.45403016580346,21.5913002090508,0
243.68373967573535,23.42858408001002,0
243.90804745658886,24.812100966834027,1
244.35995771947742,29.967589134721035,1
244.48232238160404,31.34619330779241,0
244.5391886620677,32.62632575421583,0
244.58006802217602,32.74811854588482,0
243.21175779073772,19.198150644333147,0
243.3753495895052,14.166002276412605,1
243.39236570386976,13.786046332060563,1
243.3965775560289,12.916829735310724,1
243.46021666806632,13.554546592099767,0
243.59348370013961,14.14671224483238,1
243.77959338601846,16.677219901394473,1
244.30608611173585,24.034625244078974,0
244.3934105803183,24.433777777973873,0
244.435380861344,24.80441941659055,0
244.41641375591598,24.33503920954046,0
244.40654281174577,23.89918616013681,1
244.3831085648328,23.085019319478427,1
244.2876905629889,22.225102817930544,1
244.2660992276292,21.386482110013713,1
244.23713839633845,21.2785551900486,0
244.24009638387054,21.178337335795323,0
244.2635221719869,20.594244309146546,1
244.24350129121933,19.582386587333122,0
244.23276816722571,18.642804417077798,0
243.39169214832455,25.380583426642843,1
243.4992596959261,22.66283896773444,0
243.58341676266312,21.318524807058505,0
243.63409072635716,20.07023308643088,0
243.69655685860582,18.85586140719128,1
243.750489310581,17.7821959635366,0
243.8156214786961,16.7852209087144,0
243.0938628480981,28.047482860480557,0
243.17940070676468,25.182504638209327,0
243.17940070676468,25.182504638209327,1
243.48602225867037,22.225217024745675,0
243.54469389076928,21.40025334139247,0
243.59834555003025,20.250489922857888,1
243.60711775406742,19.182852462790045,1
243.61711881023328,18.512652009814406,0
243.71940587343246,18.068313226042694,1
243.76636016075832,17.981200619141127,1
243.8257829214331,18.19813323954607,1
244.4744783595258,25.539220006270078,1
244.5673149042939,26.142946115175576,0
244.59302423718844,26.186910541257912,1
244.55386609474056,25.63961220031826,1
244.5544923880077,26.037022757697468,0
244.53205045954988,25.60473829445279,1
