ema200_previous,stochk_14_previous,class
243.18028035080428,51.515151515151786,1
243.1885337173301,73.52207977208016,1
243.1933459797288,75.04713423831045,0
243.2010954335464,80.02450980392116,1
243.209079250263,82.10784313725487,1
243.21583286519532,85.60924369747927,0
243.2251322735149,86.30952380952391,0
243.2328769176945,88.09523809523813,0
243.24054450073783,87.91208791208794,0
243.24714076454683,89.92673992674055,1
243.25021911142517,84.61538461538484,1
243.2582121099501,65.59829059829039,1
243.27440708951042,65.40404040404047,0
243.2898420512497,61.11111111111219,1
243.2985633976934,37.50000000000088,1
243.30382540270813,37.50000000000088,1
243.307490484158,37.50000000000088,1
243.31357635472497,33.333333333334515,1
243.32044095829545,45.83333333333361,0
243.32760933844415,62.500000000000284,1
243.3325606057296,75.00000000000058,0
243.33861336749587,75.00000000000058,1
243.34476163872287,70.83333333333421,0
243.3645936479768,16.6666666666659,0
243.36708943313937,25.92592592592545,1
243.36950207796414,31.48148148148163,0
243.37304147719482,29.62962962962989,1
243.3858355976397,80.95238095237848,1
243.40058643874156,28.57142857143036,0
243.40151501920658,33.333333333334735,1
243.40442440981647,34.92063492063627,1
243.40646556233645,42.06349206349282,1
243.41063219057838,44.44444444444498,0
243.61502808479324,52.97181372549016,1
243.63323011555946,47.91666666666654,0
243.6555426029863,44.27083333333314,0
243.7669883818001,22.555018786902732,0
243.78647319094304,32.555018786902735,1
243.81569136677163,53.0303030303026,1
243.83102294148858,59.44055944055873,1
243.89069443206319,74.81146304675703,0
245.16937120108838,42.222222222221696,0
245.221268953558,8.88888888888836,0
245.3142976184791,38.88888888888905,0
245.3294006245415,54.761904761904546,0
245.3628215401603,66.66666666666664,1
245.4044781685112,65.07936507936472,1
245.4212968492035,73.01587301587256,0
245.43794817983886,79.36507936507894,1
245.50779196801182,80.37741412354431,1
245.5331418154762,73.01587301587355,0
245.54581640464676,58.333333333333705,1
245.55606335685874,49.99999999999997,0
244.84953514904828,73.3333333333339,0
244.79956980428062,73.08080808080898,1
244.77997663331814,62.247474747475366,0
244.7292339831289,41.666666666667254,0
244.7143552881337,45.83333333333361,0
244.68815692543944,49.99999999999999,0
244.67238046061885,54.166666666666366,1
244.6596854409755,50.0,0
244.5701668429261,50.83333333333227,1
244.54258095555105,46.6666666666659,0
244.53071026543304,56.66666666666533,1
244.51864621974252,66.66666666666477,0
244.5076972391832,79.99999999999828,0
244.49754075668758,83.33333333333142,1
244.4845002590923,86.66666666666458,0
244.4755090079956,83.33333333333144,1
244.46430570044043,86.66666666666553,0
244.4571333588858,79.74358974358908,0
244.34275097974185,27.272727272726726,0
244.33517016923562,36.3636363636362,0
244.3276647896797,54.54545454545517,0
244.31939480158763,66.66666666666752,0
244.30874984434516,75.757575757577,1
244.2998287757349,63.63636363636465,0
244.2824062421525,48.48484848484856,1
244.2735915629912,51.51515151515144,1
244.2653924091177,48.48484848484856,0
244.25795839184812,48.48484848484856,0
244.24960332002442,56.666666666667226,1
244.2416428551354,61.515151515151814,0
244.2336058629061,57.61904761904742,0
244.22533736885697,43.80952380952266,0
244.206912047493,40.47619047618873,1
244.03533324343348,66.66666666666802,1
244.02673608962624,66.66666666666802,0
243.91534511552524,36.66666666666661,1
243.9138514134928,42.31884057970973,0
243.9176591704376,51.76328502415447,0
243.92357482495086,71.20772946859908,1
243.93922171625272,70.00000000000016,1
243.94607357889316,72.22222222222223,0
243.94971645322295,77.77777777777784,0
243.95254440031627,79.99999999999993,0
243.76985276004143,64.35185185185192,0
243.71240866033918,72.96296296296242,1
243.7060902707865,68.68945868945805,1
243.698528254014,66.83760683760579,1
243.69464949960042,54.456654456653865,0
243.69556811899145,54.68975468975446,1
243.6937768964984,71.21212121212145,1
243.71981376774227,81.82957393483719,0
243.7259243286216,77.1929824561402,0
243.7312905349166,78.94736842105239,0
243.7346132963731,75.43859649122804,0
243.737591523634,68.73065015479894,1
243.73923362002532,62.919246646027176,1
243.73956739287001,40.91117216117235,1
243.74056688508657,34.98168498168489,1
243.7415564321067,35.89743589743573,0
243.74399836560193,32.30769230769172,0
243.74694381828903,32.82051282051257,1
243.7474027053993,36.66666666666652,0
243.74785702646872,38.33333333333298,0
243.68039544231635,15.555555555555983,1
243.67659891617447,34.444444444445004,0
243.67710871712399,47.22222222222239,0
243.6769298924438,62.777777777778084,0
243.67774787198908,76.1111111111116,1
243.67886918432689,83.33333333333431,0
243.6811301001497,83.93939393939486,0
243.5457242263327,57.777777777778866,0
243.5421211103425,66.66666666666735,0
243.5421211103425,66.66666666666735,1
243.54739633339383,76.54012654012661,0
243.5500049294603,80.21978021978012,0
243.55243183340087,85.71428571428595,1
243.55383956416782,85.71428571428595,1
243.55554475955554,76.19047619047632,0
243.5647780571777,73.80952380952398,1
243.5690480145738,76.62337662337724,1
243.57427050970742,80.08658008658112,1
243.6285425804848,61.53846153846101,1
243.65134221634617,64.10256410256358,0
243.6628061645771,56.410256410255954,1
243.6707037612065,48.71794871794831,1
243.68957198410823,37.60683760683783,0
243.69757533526607,37.37373737373759,1
