sma10_current,stoch_rsi_14_current,class
242.71,100.0,1
243.01,95.6193041181328,1
243.12000000000003,100.0,0
243.22000000000003,100.0,1
243.32,91.26723929384715,1
243.44,100.0,0
243.55,91.04485588976624,0
243.64000000000004,91.04485588976624,0
243.71,80.65900828262838,0
243.7,47.10473139803856,1
243.68,18.114273800187064,1
243.7,87.27427147493471,1
243.7,50.63369496578653,0
243.6,16.25870698135886,1
243.59,0.0,1
243.59,19.99722085346585,1
243.56,52.247124095496886,1
243.57,65.41630055570515,1
243.58,77.31529121644724,0
243.59,42.492268864146226,1
243.63,73.85038129375035,0
243.66000000000003,73.85038129375035,1
243.67,48.20598456844496,0
243.63,34.68016337260493,0
243.5,59.07453707633842,1
243.49,81.57748574983876,0
243.48,81.57748574983876,1
243.53,100.0,1
243.51,21.344353790494093,0
243.51,85.16067082974463,1
243.49,47.872566859533364,1
243.48999999999995,100.0,1
243.51,100.0,0
245.44,51.17347630761281,1
245.65,60.38213367781202,0
245.79,53.64109123823603,0
245.17,56.73892330768643,0
245.19,28.074346063089763,1
245.14,27.14521603864653,1
245.19,55.02432458915143,1
245.38,49.9573019241618,0
246.39,0.0,0
246.3,40.685717256242974,0
245.78000000000003,96.13692187877035,0
245.76,83.65620794864253,0
245.79,88.33454660443716,1
246.14,100.0,1
246.22,100.0,0
246.21000000000004,90.65426261383531,1
246.47000000000003,45.71769207521586,1
246.52000000000004,45.14023347990386,0
246.49,0.0,1
246.45,0.0,0
243.4,92.20395515751265,0
243.41000000000003,2.7141294901922466,1
243.40000000000003,25.70314745084002,0
243.42,46.63159785095691,0
243.46,83.19099685973963,0
243.49,16.708620916030778,0
243.47,59.765692398602866,1
243.49,37.79479690772285,0
243.43,28.476996527708703,1
243.45,83.94939056617491,0
243.45,83.94939056617491,1
243.47,100.0,0
243.48,100.0,0
243.48,48.37268506164109,1
243.54,90.97026693738823,0
243.57,60.409908302721284,1
243.64,96.68050150455852,0
243.67,54.879864698513906,0
243.40000000000003,99.72813516405235,0
243.42,99.72813516405235,0
243.44,87.71818431464987,0
243.44,61.85059786979043,0
243.47,74.8558425022343,1
243.51,74.8558425022343,0
243.6,74.8558425022343,1
243.63,88.80712605132376,1
243.67,100.0,0
243.66,84.38039864214826,0
243.64999999999995,64.67527056395471,1
243.64999999999995,64.67527056395471,0
243.67,59.37525096117794,0
243.67,4.7328939332397075,0
243.67,4.7328939332397075,1
243.32,100.0,1
243.34,100.0,0
243.3,88.98375557720291,1
243.44,97.33353953636237,0
243.58,99.9887940515733,0
243.71,92.37089664886213,1
244.17,95.14327495117088,1
244.36000000000004,87.29779602613846,0
244.53000000000003,87.29779602613846,0
244.53000000000003,84.26482981448916,0
243.09,91.96335811126708,0
243.38,84.7822423933027,1
243.39,45.24559670624518,1
243.42,100.0,1
243.48,100.0,0
243.54,73.35173393948969,1
243.75,100.0,1
244.22,83.20548203416988,0
244.3,73.46664913090882,0
244.32,46.5799301717969,0
244.36000000000004,46.57993017179693,0
244.41,12.782206237349241,1
244.4,0.0,1
244.37,28.03718340851975,1
244.31,28.03718340851975,1
244.28000000000003,41.98050090227376,0
244.26,54.74475354537569,0
244.23,19.791215705546048,1
244.22,24.603018275446768,0
244.2,0.0,0
243.42,89.5093114708942,1
243.48,100.0,0
243.52000000000004,91.67590488561798,0
243.57,99.07300654103969,0
243.63,99.07300654103969,1
243.7,100.0,0
243.77000000000004,91.60310406029741,0
243.09,89.38507814669218,0
243.13,90.51016299775259,0
243.13,90.51016299775259,1
243.4,85.75895175068598,0
243.48999999999995,84.34089184237841,0
243.52,75.26046225985358,1
243.56,75.26046225985358,1
243.64,96.12914387171419,0
243.72000000000003,89.02189991712179,1
243.78000000000003,99.60371264094181,1
243.83,100.0,1
244.28,42.05776173905254,1
244.45,42.05776173905254,0
244.5,5.437578273662547,1
244.53,0.0,1
244.62,11.125949367706623,0
244.61,11.12594936770667,1
