sma30_previous,stoch_rsi_14_current,class
243.07,100.0,1
243.02,95.6193041181328,1
243.02,100.0,0
243.03333333333336,100.0,1
243.0533333333333,91.26723929384715,1
243.07333333333332,100.0,0
243.09333333333333,91.04485588976624,0
243.11,91.04485588976624,0
243.1266666666667,80.65900828262838,0
243.15,47.10473139803856,1
243.16666666666663,18.114273800187064,1
243.18666666666664,87.27427147493471,1
243.23666666666665,50.63369496578653,0
243.29666666666668,16.25870698135886,1
243.35,0.0,1
243.40666666666667,19.99722085346585,1
243.42666666666665,52.247124095496886,1
243.46,65.41630055570515,1
243.4933333333333,77.31529121644724,0
243.53333333333333,42.492268864146226,1
243.56666666666663,73.85038129375035,0
243.6033333333333,73.85038129375035,1
243.63333333333333,48.20598456844496,0
243.64,34.68016337260493,0
243.59666666666664,59.07453707633842,1
243.58666666666667,81.57748574983876,0
243.58333333333331,81.57748574983876,1
243.60333333333335,100.0,1
243.56333333333333,21.344353790494093,0
243.56333333333333,85.16067082974463,1
243.57,47.872566859533364,1
243.57,100.0,1
243.57,100.0,0
243.98666666666665,51.17347630761281,1
244.03333333333333,60.38213367781202,0
244.1,53.64109123823603,0
244.4766666666666,56.73892330768643,0
244.54666666666665,28.074346063089763,1
244.64666666666665,27.14521603864653,1
244.7,55.02432458915143,1
244.9533333333333,49.9573019241618,0
246.16666666666663,0.0,0
246.22,40.685717256242974,0
246.15,96.13692187877035,0
246.15,83.65620794864253,0
246.1133333333333,88.33454660443716,1
246.09000000000003,100.0,1
246.0966666666667,100.0,0
246.11000000000004,90.65426261383531,1
246.10666666666668,45.71769207521586,1
246.11,45.14023347990386,0
246.11666666666667,0.0,1
246.1233333333333,0.0,0
243.13333333333333,92.20395515751265,0
243.1266666666667,2.7141294901922466,1
243.17333333333332,25.70314745084002,0
243.23666666666665,46.63159785095691,0
243.25666666666663,83.19099685973963,0
243.30666666666667,16.708620916030778,0
243.31666666666663,59.765692398602866,1
243.33333333333331,37.79479690772285,0
243.41333333333333,28.476996527708703,1
243.44000000000003,83.94939056617491,0
243.44666666666672,83.94939056617491,1
243.45000000000007,100.0,0
243.46000000000004,100.0,0
243.4733333333334,48.37268506164109,1
243.47333333333336,90.97026693738823,0
243.48666666666668,60.409908302721284,1
243.49000000000007,96.68050150455852,0
243.51,54.879864698513906,0
243.4933333333333,99.72813516405235,0
243.50333333333333,99.72813516405235,0
243.50666666666663,87.71818431464987,0
243.51,61.85059786979043,0
243.5133333333333,74.8558425022343,1
243.51333333333332,74.8558425022343,0
243.51333333333335,74.8558425022343,1
243.51666666666668,88.80712605132376,1
243.5333333333334,100.0,0
243.55000000000007,84.38039864214826,0
243.5666666666667,64.67527056395471,1
243.58,64.67527056395471,0
243.58333333333331,59.37525096117794,0
243.58666666666664,4.7328939332397075,0
243.58333333333331,4.7328939332397075,1
243.52,100.0,1
243.51,100.0,0
243.37,88.98375557720291,1
243.38,97.33353953636237,0
243.41,99.9887940515733,0
243.44666666666663,92.37089664886213,1
243.5533333333333,95.14327495117088,1
243.59666666666664,87.29779602613846,0
243.63333333333333,87.29779602613846,0
243.67,84.26482981448916,0
243.61999999999995,91.96335811126708,0
243.58,84.7822423933027,1
243.54,45.24559670624518,1
243.50666666666663,100.0,1
243.48,100.0,0
243.45,73.35173393948969,1
243.38,100.0,1
243.50333333333336,83.20548203416988,0
243.55000000000007,73.46664913090882,0
243.59000000000003,46.5799301717969,0
243.63,46.57993017179693,0
243.69666666666672,12.782206237349241,1
243.7433333333333,0.0,1
243.83666666666664,28.03718340851975,1
243.87,28.03718340851975,1
243.9,41.98050090227376,0
243.92,54.74475354537569,0
243.95666666666665,19.791215705546048,1
243.98333333333332,24.603018275446768,0
244.00666666666663,0.0,0
243.9966666666666,89.5093114708942,1
243.9633333333333,100.0,0
243.94666666666663,91.67590488561798,0
243.91333333333333,99.07300654103969,0
243.89,99.07300654103969,1
243.86666666666665,100.0,0
243.85,91.60310406029741,0
243.33666666666667,89.38507814669218,0
243.31666666666663,90.51016299775259,0
243.31666666666663,90.51016299775259,1
243.2866666666666,85.75895175068598,0
243.27999999999997,84.34089184237841,0
243.26999999999995,75.26046225985358,1
243.26,75.26046225985358,1
243.25,96.12914387171419,0
243.27666666666667,89.02189991712179,1
243.29333333333332,99.60371264094181,1
243.31,100.0,1
243.5533333333333,42.05776173905254,1
243.67333333333332,42.05776173905254,0
243.72666666666672,5.437578273662547,1
243.76333333333335,0.0,1
243.85666666666668,11.125949367706623,0
243.9,11.12594936770667,1
