ema20_previous,stoch_rsi_14_current,class
242.80494008222905,100.0,1
242.9735719306936,95.6193041181328,1
243.02817124666146,100.0,0
243.10911759592483,100.0,1
243.18830584822425,91.26723929384715,1
243.24745301310742,100.0,0
243.32299027329418,91.04485588976624,0
243.3803219293884,91.04485588976624,0
243.43368119754837,80.65900828262838,0
243.47541036069975,47.10473139803856,1
243.4831061194764,18.114273800187064,1
243.4959031496912,87.27427147493471,1
243.5896667964339,50.63369496578653,0
243.62481730125285,16.25870698135886,1
243.62870159974887,0.0,1
243.582892164194,19.99722085346585,1
243.57499767236592,52.247124095496886,1
243.58541488616103,65.41630055570515,1
243.60585156366957,77.31529121644724,0
243.6368412400411,42.492268864146226,1
243.63988082045898,73.85038129375035,0
243.65513026612962,73.85038129375035,1
243.668927383641,48.20598456844496,0
243.61136159673583,34.68016337260493,0
243.5360683833497,59.07453707633842,1
243.53263329922112,81.57748574983876,0
243.5390491754857,81.57748574983876,1
243.5724850856665,100.0,1
243.496092165583,21.344353790494093,0
243.4824772213984,85.16067082974463,1
243.49515763676848,47.872566859533364,1
243.49561881421917,100.0,1
243.51805922863358,100.0,0
244.81806398135518,51.17347630761281,1
244.865743807797,60.38213367781202,0
244.9529290156389,53.64109123823603,0
245.1783164513054,56.73892330768643,0
245.25567103400329,28.074346063089763,1
245.29822466314442,27.14521603864653,1
245.30821094057927,55.02432458915143,1
245.34270306406464,49.9573019241618,0
246.39915846957436,0.0,0
246.28039620981326,40.685717256242974,0
245.88114214902456,96.13692187877035,0
245.91805783334868,83.65620794864253,0
245.89144822143643,88.33454660443716,1
245.98850985045692,100.0,1
246.04466204697792,100.0,0
246.09546641525884,90.65426261383531,1
246.30929454768696,45.71769207521586,1
246.33322832528802,45.14023347990386,0
246.3559530000833,0.0,1
246.35597803129951,0.0,0
243.2851107520689,92.20395515751265,0
243.35144098069063,2.7141294901922466,1
243.3510051490398,25.70314745084002,0
243.39164023291127,46.63159785095691,0
243.41386236904182,83.19099685973963,0
243.47282361897427,16.708620916030778,0
243.46588803621484,59.765692398602866,1
243.4801483739834,37.79479690772285,0
243.42995816325836,28.476996527708703,1
243.43941772418876,83.94939056617491,0
243.4576868138441,83.94939056617491,1
243.46826491104267,100.0,0
243.4962859986712,100.0,0
243.53264999060036,48.37268506164109,1
243.53102823747517,90.97026693738823,0
243.561107905178,60.409908302721284,1
243.56778745378688,96.68050150455852,0
243.6053778230587,54.879864698513906,0
243.43341967851242,99.72813516405235,0
243.47725870881715,99.72813516405235,0
243.51543482358952,87.71818431464987,0
243.53450022922726,61.85059786979043,0
243.52972672332132,74.8558425022343,1
243.53641941633828,74.8558425022343,0
243.5436316920596,74.8558425022343,1
243.55048787212868,88.80712605132376,1
243.56323935261327,100.0,0
243.5887635252758,84.38039864214826,0
243.5963819356714,64.67527056395471,1
243.60773809253936,64.67527056395471,0
243.61950048044707,59.37525096117794,0
243.63014264093502,4.7328939332397075,0
243.63466389959882,4.7328939332397075,1
243.3919082094387,100.0,1
243.3992271261044,100.0,0
243.30149203616463,88.98375557720291,1
243.3799187624617,97.33353953636237,0
243.50593417329483,99.9887940515733,0
243.64494681463356,92.37089664886213,1
243.9569343878308,95.14327495117088,1
244.05805512794174,87.29779602613846,0
244.11651058343682,87.29779602613846,0
244.16791108290508,84.26482981448916,0
243.3085189720704,91.96335811126708,0
243.2692667032982,84.7822423933027,1
243.30165569150776,45.24559670624518,1
243.3139973557042,100.0,1
243.35671059146011,100.0,0
243.4423777568309,73.35173393948969,1
243.61828912021068,100.0,1
243.98626163883515,83.20548203416988,0
244.06405391858522,73.46664913090882,0
244.12193806068558,46.5799301717969,0
244.15079849893291,46.57993017179693,0
244.179885863592,12.782206237349241,1
244.19370365394352,0.0,1
244.20042475824815,28.03718340851975,1
244.21079869360514,28.03718340851975,1
244.22316017469691,41.98050090227376,0
244.24238041160982,54.74475354537569,0
244.27226949887117,19.791215705546048,1
244.27282553840038,24.603018275446768,0
244.26737754262746,0.0,0
243.6010388386833,89.5093114708942,1
243.60751389556057,100.0,0
243.6309064056638,91.67590488561798,0
243.64105947834895,99.07300654103969,0
243.6597694012546,99.07300654103969,1
243.67520965695155,100.0,0
243.7031665309972,91.60310406029741,0
243.07158298150074,89.38507814669218,0
243.110795002005,90.51016299775259,0
243.110795002005,90.51016299775259,1
243.2985766221217,85.75895175068598,0
243.35168511790573,84.34089184237841,0
243.3982478919212,75.26046225985358,1
243.4323400762957,75.26046225985358,1
243.45723430681159,96.12914387171419,0
243.54907212003056,89.02189991712179,1
243.5914204416193,99.60371264094181,1
243.6481860179817,100.0,1
244.11850550148483,42.05776173905254,1
244.2441792258726,42.05776173905254,0
244.3003834654829,5.437578273662547,1
244.3122491032734,0.0,1
244.36961512845642,11.125949367706623,0
244.38292331426982,11.12594936770667,1
