sma50_previous,cci20_previous,class
243.188,-21.93861004597612,1
243.18000000000004,98.46214934662865,1
243.182,99.44153633195806,0
243.19,109.86786369240049,1
243.2,117.85839417655228,1
243.21,102.54540268262848,0
243.226,101.5148840559035,0
243.23999999999995,100.2514032848662,0
243.25399999999996,89.62036625169803,0
243.264,68.31116765052944,1
243.264,32.404516569699936,1
243.266,17.310135879888527,1
243.28,48.915501406250044,0
243.278,-16.972449761541213,1
243.272,-11.852478199791927,1
243.266,-30.68672425356317,1
243.266,-20.425177931153435,1
243.272,-5.560417832040456,1
243.28400000000002,22.40958172723565,0
243.29999999999995,35.295075132829474,1
243.308,21.399168773441684,0
243.318,12.854910300272394,1
243.32799999999997,17.648530028721336,0
243.38800000000003,-22.11970965669456,0
243.41000000000003,-44.81815314474896,1
243.422,-25.72284948559573,0
243.442,-2.3439712122770304,1
243.50000000000003,8.251245230768731,1
243.598,-21.24280038042813,0
243.596,-14.312606738079404,1
243.596,0.9751093585219838,1
243.59600000000003,10.273256892477988,1
243.594,19.401388098101425,0
243.83599999999998,151.9226115840708,1
243.864,108.8270309077913,0
243.898,128.3364314514768,0
244.086,27.99312385517817,0
244.12800000000004,40.903421667583906,1
244.19600000000003,-32.190404548676966,1
244.22800000000004,-40.56706791491077,1
244.362,51.90944694485402,0
245.93000000000004,-8.995491459682867,0
245.924,-16.855271087085068,0
245.972,7.21770126800119,0
245.98999999999995,25.74828855910637,0
246.03,1.570210856888903,1
246.088,24.008482703539052,1
246.108,35.7745350951466,0
246.122,25.988900499439648,1
246.188,49.044444732569396,1
246.20999999999995,9.0097089461724,0
246.214,14.074815463533866,1
246.212,2.074795549648184,0
243.8,1.6931903945987798,0
243.72,12.67003486075333,1
243.694,6.090511470373088,0
243.61,6.002632994934852,0
243.582,2.1022616972241503,0
243.53000000000003,10.32250636708142,0
243.498,0.20060782566124225,1
243.466,7.9331357560764895,0
243.308,-10.512683350294218,1
243.264,1.0140571852020823,0
243.25600000000003,10.155883880388977,1
243.25800000000004,8.239774257040409,0
243.26800000000003,9.782567757734258,0
243.306,14.788556684189846,1
243.32,2.145695416204102,0
243.34,9.924854323598376,1
243.356,9.226674290765313,0
243.376,18.167946716552493,0
243.434,-1.5567982264922733,0
243.456,9.666897424865118,0
243.47599999999997,20.297657338070763,0
243.484,13.134358230237774,0
243.486,0.8352073297805495,1
243.488,0.9410111478481138,0
243.496,1.5732571457343036,1
243.498,3.4680404310444994,1
243.504,5.687527252733164,0
243.51,11.818834156428812,0
243.518,10.147069082510924,1
243.52599999999998,11.967321798105953,0
243.534,9.443652168006508,0
243.54000000000005,12.859754283041301,0
243.54200000000003,0.2132241625619085,1
243.52,-4.000354626029926,1
243.524,3.2464791933174246,0
243.44,30.059927471407587,1
243.45,53.19638857036657,0
243.474,81.3145467002538,0
243.504,74.3504030470735,1
243.588,81.69973293605865,1
243.616,72.76839284692278,0
243.63,53.55319289403757,0
243.644,47.95776900458728,0
243.506,-5.7915725313419575,0
243.508,11.722195488176482,1
243.51799999999997,12.39264619035711,1
243.522,13.50377462865776,1
243.52599999999998,25.677465313541607,0
243.53800000000004,47.30146802286857,1
243.56600000000003,38.023243575150225,1
243.66,61.333038218453396,0
243.69,57.36154804477928,0
243.71599999999998,40.61701965325139,0
243.73799999999997,30.899287469173284,0
243.75799999999995,23.614745532899367,1
243.79,16.207691846396994,1
243.81,8.223205462261372,1
243.814,7.776476739407178,1
243.808,2.7058180499685762,0
243.8,10.713579423575938,0
243.79999999999995,9.712520242697996,1
243.794,0.6783551786306558,0
243.778,-8.94465644412215,0
243.762,-20.00836688860914,1
243.80200000000005,-3.3938866056316583,0
243.81600000000003,4.7521805719972035,0
243.82599999999996,10.300130872784028,0
243.83,11.893405724981433,1
243.842,13.609423164598494,0
243.854,21.45268599887544,0
243.532,12.383244020872727,0
243.5,22.634572329555308,0
243.5,22.634572329555308,1
243.45,49.93076117163393,0
243.43600000000004,41.92757825674757,0
243.426,34.02023926196701,1
243.414,17.073708397702525,1
243.404,19.24499833813184,0
243.408,36.18590817735621,1
243.41599999999997,29.4195555761516,1
243.426,35.2728580864134,1
243.53800000000004,93.41935005226318,1
243.59000000000003,38.33324415451012,0
243.612,38.25601746660492,1
243.624,21.18985839706248,1
243.65000000000003,26.090087134056763,0
243.662,20.7488672030532,1
