sma30_previous,adi14_previous,class
243.07,29.49350703497163,1
243.02,27.33001566438905,1
243.02,28.138500306321497,0
243.03333333333336,28.88923604525876,1
243.0533333333333,29.839196304385656,1
243.07333333333332,30.127138022428827,0
243.09333333333333,30.39451247489746,0
243.11,30.64278875218976,0
243.1266666666667,29.65413273155519,0
243.15,28.7360949981088,1
243.16666666666663,26.808864225706376,1
243.18666666666664,23.357547893495926,1
243.23666666666665,24.263916931273553,0
243.29666666666668,23.099130809294962,1
243.35,20.347613516425785,1
243.40666666666667,17.624687130911788,1
243.42666666666665,16.909175483037668,1
243.46,16.711535284196447,1
243.4933333333333,17.33874074742248,0
243.53333333333333,18.274806785425405,1
243.56666666666663,18.52174525658243,0
243.6033333333333,18.167628804815713,1
243.63333333333333,17.838806385318048,0
243.64,14.047811285716715,0
243.59666666666664,12.590495292347144,1
243.58666666666667,11.723718980900244,0
243.58333333333331,11.781263603796566,1
243.60333333333335,11.993563461893716,1
243.56333333333333,10.348523684005812,0
243.56333333333333,9.84139887985757,1
243.57,9.479940862592802,1
243.57,9.669916171077272,1
243.57,9.846321814670004,0
243.98666666666665,36.52739609974017,1
244.03333333333333,36.066683634769795,0
244.1,35.901222962108825,0
244.4766666666666,30.784253475909622,0
244.54666666666665,30.407514357618858,1
244.64666666666665,28.696111592936987,1
244.7,27.828190657430497,1
244.9533333333333,27.777909474020287,0
246.16666666666663,20.94931758949373,0
246.22,21.726828807740823,0
246.15,20.850100747130746,0
246.15,21.022582531595226,0
246.1133333333333,18.96465301825261,1
246.09000000000003,17.64296552108821,1
246.0966666666667,18.029949940459744,0
246.11000000000004,17.774539048536305,1
246.10666666666668,19.521597386233346,1
246.11,17.83628053099605,0
246.11666666666667,16.85596897350981,1
246.1233333333333,16.43903175848917,0
243.13333333333333,27.351905880629463,0
243.1266666666667,24.396514368889193,1
243.17333333333332,23.5180218814308,0
243.23666666666665,20.313481744341985,0
243.25666666666663,18.921429054368943,0
243.30666666666667,18.333946911158463,0
243.31666666666663,17.202181312156974,1
243.33333333333331,16.527741506593383,0
243.41333333333333,16.255569177702306,1
243.44000000000003,15.199733703992365,0
243.44666666666672,14.799968119111641,1
243.45000000000007,14.428757218865249,0
243.46000000000004,14.084061382922178,0
243.4733333333334,14.132824171475516,1
243.47333333333336,13.345742014891947,0
243.48666666666668,12.614880012350055,1
243.49000000000007,11.936222438561153,0
243.51,12.060965966298456,0
243.4933333333333,10.508742724530194,0
243.50333333333333,10.551203324066408,0
243.50666666666663,11.592449135621335,0
243.51,12.559320246350902,0
243.5133333333333,12.074671102857986,1
243.51333333333332,11.62463975532885,0
243.51333333333335,10.818716270723105,1
243.51666666666668,10.894874503855435,1
243.5333333333334,10.965592863192592,0
243.55000000000007,11.471529205555143,0
243.5666666666667,11.941327237748899,1
243.58,12.816823244868123,0
243.58333333333331,13.62978382290741,0
243.58666666666664,15.187370909879633,0
243.58333333333331,17.210901329108648,1
243.52,14.66350116158429,1
243.51,13.647362654291612,0
243.37,18.43783559312172,1
243.38,19.612686809556244,0
243.41,21.5913002090508,0
243.44666666666663,23.42858408001002,1
243.5533333333333,28.103873545614746,1
243.59666666666664,29.967589134721035,0
243.63333333333333,31.34619330779241,0
243.67,32.62632575421583,0
243.61999999999995,20.223506211936744,0
243.58,14.575185601099449,1
243.54,14.166002276412636,1
243.50666666666663,13.78604633206057,1
243.48,12.916829735310811,0
243.45,13.554546592099786,1
243.38,15.423272252521436,1
243.50333333333336,22.18564036177448,0
243.55000000000007,24.034625244078985,0
243.59000000000003,24.433777777973873,0
243.63,24.804419416590573,0
243.69666666666672,24.335039209540483,1
243.7433333333333,23.89918616013681,1
243.83666666666664,22.6391366890462,1
243.87,22.225102817930544,1
243.9,21.3864821100137,0
243.92,21.278555190048625,0
243.95666666666665,21.17833733579531,1
243.98333333333332,20.594244309146553,0
244.00666666666663,19.582386587333122,0
243.9966666666666,26.633500708305892,1
243.9633333333333,24.21716023652717,0
243.94666666666663,22.662838967734423,0
243.91333333333333,21.31852480705852,0
243.89,20.07023308643088,1
243.86666666666665,18.85586140719128,0
243.85,17.7821959635366,0
243.33666666666667,29.25380614078433,0
243.31666666666663,26.561938597080665,0
243.31666666666663,26.561938597080665,1
243.2866666666666,22.64447630571141,0
243.27999999999997,22.225217024745675,0
243.26999999999995,21.40025334139247,1
243.26,20.250489922857888,1
243.25,19.182852462790052,0
243.27666666666667,18.491834369966604,1
243.29333333333332,18.068313226042694,1
243.31,17.981200619141127,1
243.5533333333333,24.98727059245132,1
243.67333333333332,25.77062932335507,0
243.72666666666672,26.14294611517559,1
243.76333333333335,26.186910541257912,1
243.85666666666668,25.845676933774147,0
243.9,26.037022757697486,1
