cci20_previous,stoch_rsi_14_previous,class
-21.93861004597612,83.93754063278692,1
98.46214934662865,100.0,1
99.44153633195806,95.6193041181328,0
109.86786369240049,100.0,1
117.85839417655228,100.0,1
102.54540268262848,91.26723929384715,0
101.5148840559035,100.0,0
100.2514032848662,91.04485588976624,0
89.62036625169803,91.04485588976627,0
68.31116765052944,80.65900828262838,1
32.404516569699936,47.10473139803854,1
17.310135879888527,21.14328396361089,1
48.915501406250044,37.71240329969313,0
-16.972449761541213,0.0,1
-11.852478199791927,30.89166434935492,1
-30.68672425356317,0.0,1
-20.425177931153435,19.99722085346585,1
-5.560417832040456,52.247124095496886,1
22.40958172723565,65.41630055570515,0
35.295075132829474,77.31529121644729,1
21.399168773441684,42.492268864146226,0
12.854910300272394,73.85038129375035,1
17.648530028721336,73.85038129375035,0
-22.11970965669456,0.0,0
-44.81815314474896,24.28660159413655,1
-25.72284948559573,59.07453707633842,0
-2.3439712122770304,81.57748574983876,1
8.251245230768731,100.0,1
-21.24280038042813,43.946570765172176,0
-14.312606738079404,21.344353790494136,1
0.9751093585219838,85.1606708297445,1
10.273256892477988,47.872566859533435,1
19.401388098101425,100.0,0
151.9226115840708,70.48002307213666,1
108.8270309077913,51.17347630761283,0
128.3364314514768,60.38213367781202,0
27.99312385517817,35.33658083910636,0
40.903421667583906,56.738923307686385,1
-32.190404548676966,9.551159609367305,1
-40.56706791491077,27.14521603864653,1
51.90944694485402,100.0,0
-8.995491459682867,0.0,0
-16.855271087085068,28.756051257656274,0
7.21770126800119,100.0,0
25.74828855910637,96.13692187877035,0
1.570210856888903,84.15408982058239,1
24.008482703539052,100.0,1
35.7745350951466,100.0,0
25.988900499439648,100.0,1
49.044444732569396,100.0,1
9.0097089461724,31.103224557005788,0
14.074815463533866,45.14023347990386,1
2.074795549648184,0.0,0
1.6931903945987798,78.71121629459716,0
12.67003486075333,2.7141294901922466,1
6.090511470373088,2.7141294901922466,0
6.002632994934852,24.515437246073876,0
2.1022616972241503,46.63159785095691,0
10.32250636708142,62.11121912149045,0
0.20060782566124225,16.70862091603072,1
7.9331357560764895,59.7656923986028,0
-10.512683350294218,3.608995139268009,1
1.0140571852020823,83.94939056617491,0
10.155883880388977,83.94939056617491,1
8.239774257040409,83.94939056617491,0
9.782567757734258,100.0,0
14.788556684189846,100.0,1
2.145695416204102,48.37268506164109,0
9.924854323598376,90.97026693738823,1
9.226674290765313,60.409908302721284,0
18.167946716552493,96.68050150455852,0
-1.5567982264922733,54.67971582219765,0
9.666897424865118,99.72813516405235,0
20.297657338070763,99.72813516405235,0
13.134358230237774,87.71818431464987,0
0.8352073297805495,61.85059786979043,1
0.9410111478481138,74.8558425022343,0
1.5732571457343036,74.8558425022343,1
3.4680404310444994,74.8558425022343,1
5.687527252733164,88.80712605132376,0
11.818834156428812,100.0,0
10.147069082510924,84.38039864214826,1
11.967321798105953,64.67527056395471,0
9.443652168006508,64.67527056395471,0
12.859754283041301,59.37525096117794,0
0.2132241625619085,4.7328939332397075,1
-4.000354626029926,91.20842341977463,1
3.2464791933174246,100.0,0
30.059927471407587,100.0,1
53.19638857036657,88.98375557720291,0
81.3145467002538,97.33353953636237,0
74.3504030470735,99.9887940515733,1
81.69973293605865,100.0,1
72.76839284692278,95.14327495117088,0
53.55319289403757,87.29779602613846,0
47.95776900458728,87.29779602613846,0
-5.7915725313419575,87.31825139682074,0
11.722195488176482,73.55320541789546,1
12.39264619035711,84.7822423933027,1
13.50377462865776,45.24559670624518,1
25.677465313541607,100.0,0
47.30146802286857,100.0,1
38.023243575150225,88.89314561000013,1
61.333038218453396,83.20548203416988,0
57.36154804477928,83.20548203416988,0
40.61701965325139,73.46664913090882,0
30.899287469173284,46.57993017179693,0
23.614745532899367,46.57993017179693,1
16.207691846396994,12.782206237349241,1
8.223205462261372,28.03718340851975,1
7.776476739407178,28.03718340851975,1
2.7058180499685762,28.03718340851975,0
10.713579423575938,41.98050090227376,0
9.712520242697996,54.74475354537572,1
0.6783551786306558,19.791215705546048,0
-8.94465644412215,24.603018275446768,0
-20.00836688860914,65.86169952882888,1
-3.3938866056316583,96.99007430814251,0
4.7521805719972035,100.0,0
10.300130872784028,91.67590488561798,0
11.893405724981433,99.07300654103969,1
13.609423164598494,99.07300654103969,0
21.45268599887544,100.0,0
12.383244020872727,95.0612461296213,0
22.634572329555308,100.0,0
22.634572329555308,100.0,1
49.93076117163393,100.0,0
41.92757825674757,85.75895175068598,0
34.02023926196701,84.34089184237841,1
17.073708397702525,75.26046225985358,1
19.24499833813184,75.26046225985358,0
36.18590817735621,77.52234619578424,1
29.4195555761516,89.02189991712179,1
35.2728580864134,99.60371264094181,1
93.41935005226318,90.92470966997251,1
38.33324415451012,42.05776173905254,0
38.25601746660492,42.05776173905257,1
21.18985839706248,5.4375782736624965,1
26.090087134056763,41.903373211795305,0
20.7488672030532,11.12594936770667,1
