mom10_previous,wpr14_current,class
-0.20000000000001705,-22.222222222220818,1
0.6999999999999886,-23.529411764705984,1
0.8000000000000114,-5.8823529411760775,0
1.0,-12.499999999999332,1
1.1000000000000227,-21.428571428572152,1
1.0,-7.142857142856707,0
1.200000000000017,-14.285714285713414,0
0.9000000000000057,-15.384615384614374,0
0.8000000000000114,-23.07692307692375,0
0.19999999999998866,-46.15384615384532,1
-0.19999999999998866,-46.15384615384532,1
-0.30000000000001137,-0.0,1
0.0,-33.33333333333176,0
-0.4000000000000057,-62.49999999999911,1
0.19999999999998866,-74.99999999999824,1
-0.09999999999999433,-62.49999999999911,1
-0.5,-37.500000000000895,1
0.0,-24.99999999999823,1
0.0,-12.499999999999115,0
0.30000000000001137,-37.500000000000895,1
0.2999999999999829,-24.99999999999823,0
0.30000000000001137,-24.99999999999823,1
0.20000000000001705,-37.500000000000895,0
-0.4000000000000057,-66.66666666666825,0
-0.5,-55.55555555555521,1
-0.19999999999998866,-44.4444444444448,0
-0.09999999999999433,-28.571428571430317,1
0.19999999999998866,-14.285714285717187,1
-0.19999999999998866,-57.14285714285656,0
-0.19999999999998866,-33.333333333334906,1
-0.09999999999999433,-50.0,1
-0.19999999999998866,-16.666666666669823,1
0.19999999999998866,-16.666666666669823,0
2.0,-59.375000000000135,1
1.6999999999999886,-53.125000000000036,0
1.5999999999999943,-56.24999999999986,0
0.20000000000001705,-40.909090909091375,0
0.5,-54.54545454545431,1
-0.20000000000001705,-30.769230769231612,1
0.2999999999999829,-15.384615384614714,1
0.6000000000000227,-29.41176470588255,0
-0.30000000000001137,-93.33333333333373,0
-0.30000000000001137,-73.33333333333294,0
0.09999999999999433,-23.80952380952355,0
0.10000000000002274,-38.095238095238216,0
0.30000000000001137,-33.33333333333378,1
1.4000000000000057,-14.285714285714672,1
0.8000000000000114,-14.285714285714672,0
0.09999999999999433,-23.80952380952355,1
0.8000000000000114,-50.0,1
0.20000000000001705,-50.0,0
-0.09999999999999433,-66.66666666666825,1
-0.30000000000001137,-81.81818181818275,0
-0.09999999999999433,-19.999999999998863,0
-0.09999999999999433,-74.99999999999824,1
-0.19999999999998866,-62.49999999999911,0
0.09999999999999433,-50.00000000000001,0
0.19999999999998866,-25.000000000001783,0
0.19999999999998866,-62.49999999999911,0
-0.4000000000000057,-37.500000000000895,1
0.2999999999999829,-50.00000000000001,0
-0.5,-50.0,1
0.19999999999998866,-20.0000000000017,0
0.0,-20.0000000000017,1
0.09999999999999433,-10.000000000002274,0
0.0,-0.0,0
0.30000000000001137,-30.000000000001133,1
0.30000000000001137,-0.0,0
0.5,-20.0000000000017,1
0.4000000000000057,-15.384615384614714,0
0.5999999999999943,-38.461538461538964,0
-0.5,-27.272727272725863,0
0.20000000000001705,-27.272727272725863,0
0.30000000000001137,-36.36363636363706,0
0.19999999999998866,-54.54545454545431,0
0.19999999999998866,-45.45454545454569,1
0.4000000000000057,-45.45454545454569,0
0.5,-45.45454545454569,1
0.19999999999998866,-36.36363636363706,1
0.2999999999999829,-27.272727272725863,0
0.0,-40.000000000000576,0
-0.10000000000002274,-40.000000000000576,1
0.0,-57.14285714285889,0
0.19999999999998866,-57.14285714285889,0
0.09999999999999433,-71.42857142857258,0
0.0,-66.66666666666825,1
0.0,-28.57142857142741,1
0.19999999999998866,-16.66666666666588,0
0.9000000000000057,-30.43478260869539,1
0.9000000000000057,-30.000000000000192,0
1.1999999999999886,-23.333333333333908,0
1.5999999999999943,-33.333333333333336,1
1.6999999999999886,-19.999999999999808,1
2.200000000000017,-30.000000000000192,0
1.6999999999999886,-30.000000000000192,0
0.09999999999999433,-33.333333333333336,0
0.30000000000001137,-16.666666666667194,0
-0.3999999999999773,-23.07692307692375,1
0.19999999999998866,-44.4444444444448,1
0.0,-14.285714285717187,1
0.19999999999998866,-9.09090909090862,0
0.7999999999999828,-27.272727272725863,1
0.7999999999999828,-7.692307692307187,1
1.1999999999999886,-21.052631578947604,0
0.9000000000000057,-26.31578947368413,0
0.4000000000000057,-36.84210526315718,0
0.4000000000000057,-41.1764705882349,0
0.6000000000000227,-50.00000000000089,1
0.09999999999999433,-71.42857142857113,1
-0.20000000000001705,-61.53846153846187,1
-0.6000000000000227,-61.53846153846187,1
-0.4000000000000057,-69.99999999999885,0
-0.2999999999999829,-59.999999999999424,0
-0.09999999999999433,-80.00000000000115,1
-0.10000000000002274,-75.00000000000179,0
-0.10000000000002274,-87.50000000000091,0
-0.19999999999998866,-41.66666666666706,1
0.19999999999998866,-24.999999999998817,0
0.5,-19.999999999998863,0
0.4000000000000057,-9.999999999999432,0
0.5999999999999943,-9.999999999999432,1
0.5999999999999943,-9.09090909090862,0
0.8000000000000114,-18.18181818181724,0
0.19999999999998866,-39.999999999999616,0
0.19999999999998866,-27.272727272725863,0
0.19999999999998866,-27.272727272725863,1
0.9000000000000057,-21.428571428572152,0
0.8999999999999773,-21.428571428572152,0
0.3999999999999773,-28.57142857142886,1
0.4000000000000057,-28.57142857142886,1
0.5,-7.142857142856707,0
0.4000000000000057,-27.272727272725863,1
0.5,-18.18181818181724,1
0.30000000000001137,-0.0,1
1.5,-50.00000000000055,1
0.6999999999999886,-50.00000000000055,0
0.7999999999999828,-61.538461538461455,1
0.4000000000000057,-70.83333333333387,1
0.5,-68.18181818181765,0
-0.09999999999999433,-68.18181818181765,1
