ema10_current,ema30_current,class
242.7479209911617,242.9064445893394,1
243.19277496110772,243.01850375934106,1
243.33424129512343,243.07295857572075,0
243.44716267918275,243.12591803017983,1
243.52137108432208,243.16900913273852,1
243.62409828516158,243.2222233899707,0
243.6871421966221,243.2645439303941,0
243.7330759820916,243.3041341133707,0
243.74682875538662,243.33673633013032,0
243.68094518336272,243.34586248731742,1
243.62421664429863,243.35238200813052,1
243.6797099783551,243.41296710473262,1
243.70511265958461,243.47088257466632,0
243.5862533612204,243.49089959727473,1
243.5521236878136,243.51114733119223,1
243.5200166835776,243.51638037919358,1
243.5442695279754,243.53831606654,1
243.5935897757516,243.56528816115448,1
243.65212452393232,243.59898958557525,0
243.66365295426186,243.61559564670355,1
243.69973851948325,243.6385908879724,0
243.72643927452896,243.6580847132489,1
243.72445593202275,243.6678514074358,0
243.5840360620896,243.62237725491042,0
243.45028644571119,243.5572512959214,1
243.47468329362832,243.55900035080987,0
243.4946443510149,243.56366334150684,1
243.5875123366237,243.58336603101128,1
243.45672908434034,243.5214213098341,0
243.48277834173297,243.52850875478757,1
243.48026195569247,243.52666948028502,1
243.52021432738465,243.5378520944602,1
243.5585502281311,243.54730432363658,0
245.50810452669404,244.51612064941682,1
245.5659307410485,244.59977525694646,0
245.55711287366313,244.6621027891569,0
245.22668104841838,244.9420744841278,0
245.24565936352226,244.98130926921002,1
245.2036240059114,245.03193827759642,1
245.25344772369567,245.0788894936256,1
245.45208632206402,245.24903657255302,0
246.32841625520317,246.28980765402724,0
246.21236019291774,246.26714745935985,0
245.83872175958703,246.0123613301241,0
245.86239747939118,246.00651919485588,0
245.92871817021057,245.9921113620766,1
246.2231095049664,246.06010885833803,1
246.29604361787418,246.0925246360728,0
246.29393916176159,246.10389229138343,1
246.5462437742421,246.23644310511844,1
246.49611484768258,246.25379274891387,0
246.4338043895158,246.25234010102352,1
246.36181748906208,246.24352063342891,0
243.37641283585307,243.2205418497942,0
243.40324521285584,243.28089761590496,1
243.3998313758376,243.29463519680388,0
243.4354882885344,243.34373575349878,0
243.4948765202517,243.37479195175356,0
243.50019558876545,243.39964405471613,0
243.512694248719,243.41761487483325,1
243.51603380013188,243.42393897021861,0
243.36358347007842,243.42410123658908,1
243.4473852914805,243.4509150564587,0
243.4751334203021,243.46154236593262,1
243.52166584960904,243.47995350748016,0
243.57509585708831,243.50463737236697,0
243.5614420648904,243.50433818705292,1
243.6217590248139,243.5274488468061,0
243.6262742334359,243.5331384923867,1
243.69580914285018,243.56286053286743,0
243.6868606936474,243.56828340558047,0
243.4252531685399,243.48328075664506,0
243.49903655271262,243.50472318223603,0
243.54122295794483,243.51833061262766,0
243.53372787468217,243.518156918478,0
243.55424874696445,243.52343711728585,1
243.57386234987632,243.52938558412598,0
243.6058634087236,243.5382682930937,1
243.63145054754384,243.55374722686386,1
243.67339109580487,243.5746791326489,0
243.67540528006856,243.5878089799962,0
243.6770532490116,243.5990828143981,1
243.6812253855549,243.6066025265857,0
243.69028654845218,243.6136370960516,0
243.67387081236998,243.61275728340317,0
243.6494507091071,243.60820259629585,1
243.37911578236424,243.44564288236637,1
243.4067423276598,243.44713194114186,0
243.45403016580346,243.37421708908798,1
243.68373967573535,243.45592857880862,0
243.90804745658886,243.54728943736094,0
244.03420275169705,243.61037443020547,1
244.48232238160404,243.85644193397408,1
244.5391886620677,243.9090599954189,0
244.58006802217602,243.9582833432222,0
244.54732838178035,243.9978793782641,0
243.27546065841813,243.45153097406842,0
243.39236570386976,243.396536989618,1
243.3965775560289,243.38667114944485,1
243.46021666806632,243.39881450583863,1
243.59348370013961,243.4349719454776,0
243.66615672638144,243.45589342126888,1
243.90245075355125,243.55116065312336,1
244.3934105803183,243.84584618770188,0
244.435380861344,243.9001567717003,0
244.41641375591598,243.93806022124718,0
244.40654281174577,243.9815896951104,0
244.3831085648328,244.00980564679938,1
244.31062866381862,244.02430691472176,1
244.2660992276292,244.06860479992088,1
244.23713839633845,244.0861622437814,1
244.24009638387054,244.10601178417218,0
244.2635221719869,244.13607695205584,0
244.24350129121933,244.1482724278233,1
244.23276816722571,244.15867217268269,0
244.20298090382286,244.16295827937745,0
243.44774812135643,243.76111882855287,1
243.58341676266312,243.75568251648,0
243.63409072635716,243.74845244876752,0
243.69655685860582,243.751167227999,0
243.750489310581,243.75370686018329,1
243.8156214786961,243.7645521100725,0
243.850729616245,243.76925497953712,0
243.0978024922157,243.17870737328158,0
243.2223334674884,243.20746110117724,0
243.2223334674884,243.20746110117724,1
243.54469389076928,243.31198263316404,0
243.59834555003025,243.33398923361042,0
243.60711775406742,243.34812444047932,1
243.61711881023328,243.36134769851824,1
243.6911421403653,243.4011440900029,0
243.76636016075832,243.46527694348882,1
243.8257829214331,243.5048198352981,1
243.90794138184967,243.5597594287024,1
244.52553845914827,243.93845007052784,1
244.59302423718844,244.0523019226453,0
244.55386609474056,244.0793806299824,1
244.49799819973958,244.0962428590002,1
244.53205045954988,244.1833280151173,0
244.50521748676903,244.21042289110864,1
