sma30_previous,adi14_current,class
243.07,28.5086304682157,1
243.02,28.138500306321486,1
243.02,28.889236045258755,0
243.03333333333336,29.839196304385656,1
243.0533333333333,30.1271380224288,1
243.07333333333332,30.39451247489746,0
243.09333333333333,30.64278875218976,0
243.11,29.654132731555194,0
243.1266666666667,28.736094998108808,0
243.15,26.808864225706376,1
243.16666666666663,25.01929279418984,1
243.18666666666664,23.82751702419544,1
243.23666666666665,24.669145416417518,0
243.29666666666668,21.868108022296845,1
243.35,18.93572576097408,1
243.40666666666667,16.909175483037668,1
243.42666666666665,16.71153528419644,1
243.46,17.33874074742247,1
243.4933333333333,18.274806785425397,0
243.53333333333333,18.521745256582424,1
243.56666666666663,18.167628804815713,0
243.6033333333333,17.838806385318048,1
243.63333333333333,16.68817326665854,0
243.64,14.074892976867886,0
243.59666666666664,11.723718980900257,1
243.58666666666667,11.781263603796566,0
243.58333333333331,12.217731914307196,1
243.60333333333335,12.321318526539313,1
243.56333333333333,9.841398879857568,0
243.56333333333333,9.479940862592802,1
243.57,9.669916171077269,1
243.57,9.846321814669997,1
243.57,10.01012705514896,0
243.98666666666665,36.066683634769795,1
244.03333333333333,35.901222962108825,0
244.1,35.747580908923624,0
244.4766666666666,30.407514357618858,0
244.54666666666665,29.630795677328607,1
244.64666666666665,27.828190657430497,1
244.7,27.49926336354553,1
244.9533333333333,28.178075905958515,0
246.16666666666663,20.97154111331691,0
246.22,22.22618143909097,0
246.15,21.022582531595226,0
246.15,20.640385946514307,0
246.1133333333333,18.443075284331172,1
246.09000000000003,18.029949940459744,1
246.0966666666667,17.77453904853629,0
246.11000000000004,17.75913036032934,1
246.10666666666668,18.89200066982739,1
246.11,16.85596897350981,0
246.11666666666667,16.43903175848917,1
246.1233333333333,16.289187371129106,0
243.13333333333333,26.36142655977246,0
243.1266666666667,23.5180218814308,1
243.17333333333332,22.27543432637408,0
243.23666666666665,18.921429054368936,0
243.25666666666663,18.61680868381536,0
243.30666666666667,17.202181312156945,0
243.31666666666663,16.52774150659339,1
243.33333333333331,15.901475972855765,0
243.41333333333333,16.360571372737304,1
243.44000000000003,14.799968119111641,0
243.44666666666672,14.428757218865249,1
243.45000000000007,14.084061382922178,0
243.46000000000004,14.132824171475525,0
243.4733333333334,13.34574201489194,1
243.47333333333336,12.614880012350055,0
243.48666666666668,11.936222438561153,1
243.49000000000007,12.060965966298456,0
243.51,11.728211985074987,0
243.4933333333333,10.551203324066408,0
243.50333333333333,11.592449135621324,0
243.50666666666663,12.559320246350902,0
243.51,12.074671102857986,0
243.5133333333333,11.624639755328849,1
243.51333333333332,11.206753504051797,0
243.51333333333335,10.894874503855425,1
243.51666666666668,10.965592863192587,1
243.5333333333334,11.471529205555123,0
243.55000000000007,11.941327237748927,0
243.5666666666667,12.816823244868123,1
243.58,13.6297838229074,0
243.58333333333331,15.187370909879636,0
243.58666666666664,16.633701776353846,0
243.58333333333331,17.047087438593024,1
243.52,13.647362654291616,1
243.51,12.703805468948413,0
243.37,19.612686809556244,1
243.38,21.5913002090508,0
243.41,23.42858408001002,0
243.44666666666663,24.812100966834027,1
243.5533333333333,29.967589134721035,1
243.59666666666664,31.34619330779241,0
243.63333333333333,32.62632575421583,0
243.67,32.74811854588482,0
243.61999999999995,19.198150644333147,0
243.58,14.166002276412605,1
243.54,13.786046332060563,1
243.50666666666663,12.916829735310724,1
243.48,13.554546592099767,0
243.45,14.14671224483238,1
243.38,16.677219901394473,1
243.50333333333336,24.034625244078974,0
243.55000000000007,24.433777777973873,0
243.59000000000003,24.80441941659055,0
243.63,24.33503920954046,0
243.69666666666672,23.89918616013681,1
243.7433333333333,23.085019319478427,1
243.83666666666664,22.225102817930544,1
243.87,21.386482110013713,1
243.9,21.2785551900486,0
243.92,21.178337335795323,0
243.95666666666665,20.594244309146546,1
243.98333333333332,19.582386587333122,0
244.00666666666663,18.642804417077798,0
243.9966666666666,25.380583426642843,1
243.9633333333333,22.66283896773444,0
243.94666666666663,21.318524807058505,0
243.91333333333333,20.07023308643088,0
243.89,18.85586140719128,1
243.86666666666665,17.7821959635366,0
243.85,16.7852209087144,0
243.33666666666667,28.047482860480557,0
243.31666666666663,25.182504638209327,0
243.31666666666663,25.182504638209327,1
243.2866666666666,22.225217024745675,0
243.27999999999997,21.40025334139247,0
243.26999999999995,20.250489922857888,1
243.26,19.182852462790045,1
243.25,18.512652009814406,0
243.27666666666667,18.068313226042694,1
243.29333333333332,17.981200619141127,1
243.31,18.19813323954607,1
243.5533333333333,25.539220006270078,1
243.67333333333332,26.142946115175576,0
243.72666666666672,26.186910541257912,1
243.76333333333335,25.63961220031826,1
243.85666666666668,26.037022757697468,0
243.9,25.60473829445279,1
