sma200_current,cci20_current,class
243.0855,-5.2461893588155135,1
243.1065,99.64844030261105,1
243.112,110.09598665324188,0
243.1185,118.13748784129135,1
243.1245,102.77251972195542,1
243.1325,101.60461917177555,0
243.139,100.3399432682205,0
243.1455,89.68626710730992,0
243.152,68.27101198753904,0
243.157,32.394986720875075,1
243.1625,17.376334972152776,1
243.178,56.60882274233385,1
243.192,46.12032989732397,0
243.209,-21.389936685779873,1
243.2205,-22.542948732960976,1
243.231,-20.4578161690408,1
243.238,-5.570503072135273,1
243.2445,22.473355404484664,1
243.249,35.34707220893523,0
243.253,21.45386919838161,1
243.2575,12.885520981862042,0
243.2625,17.67550166287405,1
243.267,4.125630396320813,0
243.289,-2.0737227803129046,0
243.297,-25.677066905842857,1
243.301,-2.338440862321084,0
243.306,10.547870455276616,1
243.3225,12.258992914290946,1
243.3475,-14.242332073244302,0
243.3505,0.9703462195385196,1
243.354,10.238648264406,1
243.358,19.323507012039247,1
243.3635,22.83960877370644,0
243.5275,109.76007684580786,1
243.5395,129.27469851050364,0
243.5515,116.8335175603984,0
243.5955,41.128358894923416,0
243.598,5.13969696346237,1
243.6045,-40.87334261773007,1
243.6125,-17.44594112402482,1
243.643,33.85398713794782,0
244.593,-20.739605309821133,0
244.6505,-9.215831673515432,0
244.78800000000004,25.89207121538188,0
244.805,4.899010655049458,0
244.8545,10.991475998205106,1
244.909,36.012724055309526,1
244.928,26.147137271377325,0
244.946,27.29378253288497,1
245.0145,29.7656349240886,1
245.0415,14.143147764342453,0
245.0535,2.0851578464506475,1
245.0655,-7.261784423761567,0
245.2155,4.780772878864045,0
245.17050000000003,6.085607295325249,1
245.158,7.188800424040278,0
245.1265,2.1009215482277104,0
245.1195,13.61464718202567,0
245.10050000000004,0.20043701683465748,0
245.094,7.924009113693473,1
245.0875,7.531457996277207,0
245.0315,-10.411599856539748,1
245.016,10.140571851998343,0
245.007,8.22626594311218,1
244.998,9.765658378716743,0
244.98800000000003,14.775753384074203,0
244.978,2.1417909680533183,1
244.971,9.911069303424178,0
244.963,9.208627722924962,1
244.958,18.145792771847308,0
244.9515,5.850694705330643,0
244.8865,9.652149004273683,0
244.8795,20.26930105213196,0
244.873,13.115409356906445,0
244.865,0.833927506682864,0
244.859,0.939608246004676,1
244.8535,3.1367038261502755,0
244.841,3.4611657206133217,1
244.833,5.674975250800742,1
244.824,11.796352820485128,0
244.815,10.130429276936669,0
244.807,11.943945899210016,1
244.7985,9.425589734790103,0
244.789,12.83912261043683,0
244.779,7.65208519321725,0
244.75800000000004,-3.198362438428628,1
244.566,3.243530777866139,1
244.556,3.8957750319798015,0
244.4475,53.23339883118257,1
244.44100000000003,81.26922607053814,0
244.435,74.21045323853883,0
244.428,63.40041732585371,1
244.412,72.71933333719154,1
244.406,53.48038510436458,0
244.3975,47.84670512663989,0
244.388,33.988418858753775,0
244.13,-0.8910111586722304,0
244.033,12.392035230359134,1
244.0185,13.509100802101527,1
244.00600000000003,25.668331938763128,1
243.996,47.22420794620932,0
243.9865,42.381220758079394,1
243.966,48.90305073382071,1
243.9405,57.30386052527028,0
243.933,40.55640701603382,0
243.92550000000003,30.855470731062226,0
243.917,23.595819521913274,0
243.9075,16.19296836541758,1
243.897,4.502136624000659,1
243.874,7.772618861589832,1
243.8625,2.7048614745744044,1
243.8525,10.71052978113523,0
243.841,9.698608741341415,0
243.82800000000003,0.6776176913504856,1
243.815,-8.931676518642751,0
243.8035,-9.510773940587145,0
243.6735,-9.49549615052686,1
243.661,4.75144124788355,0
243.6565,10.296391239332738,0
243.652,11.884766391672391,0
243.6485,13.592463685693614,1
243.6455,21.434841484245624,0
243.6405,19.8635981471046,0
243.5285,11.257494564432543,0
243.534,27.25157464553147,0
243.534,27.25157464553147,1
243.5445,41.91020903772641,0
243.5475,34.01671443472049,0
243.5505,17.0666316563346,1
243.5545,19.222055811979352,1
243.5605,29.773144487819053,0
243.5685,29.379781247449113,1
243.5715,35.21259547724794,1
243.575,40.734461919147456,1
243.6035,53.98320106426594,1
243.61550000000003,38.219495655535404,0
243.6205,21.17743824044208,1
243.625,7.177210102232031,1
243.6345,20.735353093439898,0
243.64,11.970500309451449,1
