ema20_previous,rsi14_previous,class
242.80494008222905,-18.500407777050388,1
242.9735719306936,22.277730058028173,1
243.02817124666146,18.323516316432432,0
243.10911759592483,24.76988694583753,1
243.18830584822425,24.76988694583753,1
243.24745301310742,20.836230548135052,0
243.32299027329418,25.061974356347164,0
243.3803219293884,21.160900258450692,0
243.43368119754837,21.160900258450692,0
243.47541036069975,16.63657763603696,1
243.4831061194764,2.0195353174736543,1
243.4959031496912,6.891463635604608,1
243.5896667964339,10.70939285789956,0
243.62481730125285,-3.2624860165443152,1
243.62870159974887,5.487411210615363,1
243.582892164194,-3.6859918027169267,1
243.57499767236592,1.4764203268832716,1
243.58541488616103,9.80194180284569,1
243.60585156366957,13.201650031964023,0
243.6368412400411,16.27345156714425,1
243.63988082045898,7.283662721075642,0
243.65513026612962,11.054133230035717,1
243.668927383641,11.054133230035717,0
243.61136159673583,-5.936793576603848,0
243.5360683833497,-17.166401136642552,1
243.53263329922112,-1.8018360413373105,0
243.5390491754857,3.879108784747871,1
243.5724850856665,9.435306228375024,1
243.496092165583,-11.488438602341231,0
243.4824772213984,-11.488438602341231,1
243.49515763676848,6.330362858200742,1
243.49561881421917,-1.4717048687383991,1
243.51805922863358,11.475843209984506,0
244.81806398135518,15.14059670309007,1
244.865743807797,13.221505730246008,0
244.9529290156389,18.43960836214133,0
245.1783164513054,14.34111631089749,0
245.25567103400329,17.25881243782385,1
245.29822466314442,5.905346588094147,1
245.30821094057927,8.048925420453926,1
245.34270306406464,18.768620519672453,0
246.39915846957436,-0.8428364144832301,0
246.28039620981326,0.911012377284422,0
245.88114214902456,12.641082726109602,0
245.91805783334868,9.801070102429053,0
245.89144822143643,0.9916716784941996,1
245.98850985045692,14.416792227493048,1
246.04466204697792,14.416792227493048,0
246.09546641525884,14.416792227493048,1
246.30929454768696,19.221440772531565,1
246.33322832528802,1.8709722321077609,0
246.3559530000833,5.405951629219104,1
246.35597803129951,-2.5038297766230784,0
243.2851107520689,-6.150531008400961,0
243.35144098069063,-5.600105261462119,1
243.3510051490398,-5.600105261462119,0
243.39164023291127,-1.1787977486342385,0
243.41386236904182,3.306361955186631,0
243.47282361897427,6.4456307818778384,0
243.46588803621484,-2.762020923949265,1
243.4801483739834,5.9699577150342416,0
243.42995816325836,-12.486775411882064,1
243.43941772418876,6.856219078603374,0
243.4576868138441,6.856219078603374,1
243.46826491104267,6.856219078603374,0
243.4962859986712,10.721733542434123,0
243.53264999060036,14.178119011846904,1
243.53102823747517,-0.03684619839033587,0
243.561107905178,11.691889745498088,1
243.56778745378688,3.2774596066687,0
243.6053778230587,13.264134705584324,0
243.43341967851242,-2.718588666353128,0
243.47725870881715,13.165260463896034,0
243.51543482358952,13.165260463896034,0
243.53450022922726,8.797373830786142,0
243.52972672332132,-0.6103819943709112,1
243.53641941633828,4.04546886116195,0
243.5436316920596,4.04546886116195,1
243.55048787212868,4.04546886116195,1
243.56323935261327,9.105602555029165,0
243.5887635252758,13.440854767851606,0
243.5963819356714,7.7325750963479996,1
243.60773809253936,7.7325750963479996,0
243.61950048044707,7.7325750963479996,0
243.63014264093502,7.7325750963479996,0
243.63466389959882,0.05464813789346579,1
243.3919082094387,-3.859525899504817,1
243.3992271261044,4.479630263448527,0
243.30149203616463,24.075709840091942,1
243.3799187624617,14.870054547444001,0
243.50593417329483,21.847498941927253,0
243.64494681463356,24.066345659842824,1
243.9569343878308,24.99650351135679,1
244.05805512794174,20.89329138579868,0
244.11651058343682,14.265025644511836,0
244.16791108290508,14.265025644511836,0
243.3085189720704,-0.5454863517553861,0
243.2692667032982,-3.324890305382766,1
243.30165569150776,2.909462573438901,1
243.3139973557042,-0.23818501028578964,1
243.35671059146011,8.252658882880041,0
243.4423777568309,16.40549302351181,1
243.61828912021068,14.214068076582675,1
243.98626163883515,19.886834504894253,0
244.06405391858522,19.886834504894253,0
244.12193806068558,17.170004990813286,0
244.15079849893291,11.31837219125427,0
244.179885863592,11.31837219125427,1
244.19370365394352,7.925117668432094,1
244.20042475824815,7.332991651174751,1
244.21079869360514,7.332991651174751,1
244.22316017469691,7.332991651174751,0
244.24238041160982,10.673170498435098,0
244.27226949887117,13.730899528751936,1
244.27282553840038,5.357636294818363,0
244.26737754262746,5.357636294818363,0
243.6010388386833,-16.133402973734732,1
243.60751389556057,-1.2465530181078464,0
243.6309064056638,9.36253235347283,0
243.64105947834895,3.7889043781124334,0
243.6597694012546,8.74183825941924,1
243.67520965695155,8.74183825941924,0
243.7031665309972,13.303380404559007,0
243.07158298150074,-1.5354069851347134,0
243.110795002005,8.92272293346524,0
243.110795002005,8.92272293346524,1
243.2985766221217,18.62249972232605,0
243.35168511790573,11.949982401766976,0
243.3982478919212,11.949982401766976,1
243.4323400762957,8.08071200286345,1
243.45723430681159,8.08071200286345,0
243.54907212003056,13.165609045334008,1
243.5914204416193,15.957350925430362,1
243.6481860179817,18.526293204782466,1
244.11850550148483,32.469328302472526,1
244.2441792258726,19.36181058648505,0
244.3003834654829,19.36181058648505,1
244.3122491032734,9.53922653204694,1
244.36961512845642,18.119227408984532,0
244.38292331426982,9.22750320370183,1
