ema20_current,stochk_14_previous,class
242.80804232857471,51.515151515151786,1
243.02817124666146,73.52207977208016,1
243.10911759592483,75.04713423831045,0
243.18830584822425,80.02450980392116,1
243.24745301310742,82.10784313725487,1
243.32299027329418,85.60924369747927,0
243.3803219293884,86.30952380952391,0
243.43368119754837,88.09523809523813,0
243.47541036069975,87.91208791208794,0
243.4831061194764,89.92673992674055,1
243.48560563947842,84.61538461538484,1
243.56325338078815,65.59829059829039,1
243.62606399778667,65.40404040404047,0
243.6218565579633,61.11111111111219,1
243.60543272522187,37.50000000000088,1
243.57499767236592,37.50000000000088,1
243.58541488616103,37.50000000000088,1
243.60585156366957,33.333333333334515,1
243.6368412400411,45.83333333333361,0
243.63988082045898,62.500000000000284,1
243.65513026612962,75.00000000000058,0
243.668927383641,75.00000000000058,1
243.67188668043715,70.83333333333421,0
243.6073040003257,16.6666666666659,0
243.53263329922112,25.92592592592545,1
243.5390491754857,31.48148148148163,0
243.54782955549385,29.62962962962989,1
243.5846293632221,80.95238095237848,1
243.4824772213984,28.57142857143036,0
243.49515763676848,33.333333333334735,1
243.49561881421917,34.92063492063627,1
243.51805922863358,42.06349206349282,1
243.53836246072282,44.44444444444498,0
244.865743807797,52.97181372549016,1
244.9529290156389,47.91666666666654,0
245.0112754815163,44.27083333333314,0
245.25567103400329,22.555018786902732,0
245.29113600585944,32.555018786902735,1
245.30821094057927,53.0303030303026,1
245.30505059744948,59.44055944055873,1
245.3517326454736,74.81146304675703,0
246.35668006786668,42.222222222221696,0
246.28226323745014,8.88888888888836,0
245.91805783334868,38.88888888888905,0
245.91544746069675,54.761904761904546,0
245.90982252579633,66.66666666666664,1
246.04466204697792,65.07936507936472,1
246.09546641525884,73.01587301587256,0
246.11643357407087,79.36507936507894,1
246.32685978092744,80.37741412354431,1
246.3559530000833,73.01587301587355,0
246.35597803129951,58.333333333333705,1
246.34647686906655,49.99999999999997,0
243.3005158945725,73.3333333333339,0
243.3510051490398,73.08080808080898,1
243.360134634689,62.247474747475366,0
243.41386236904182,41.666666666667254,0
243.45450350009202,45.83333333333361,0
243.46588803621484,49.99999999999999,0
243.4801483739834,54.166666666666366,1
243.4835267748217,50.0,0
243.41758119532898,50.83333333333227,1
243.4576868138441,46.6666666666659,0
243.46826491104267,56.66666666666533,1
243.4962859986712,66.66666666666477,0
243.53264999060036,79.99999999999828,0
243.53102823747517,83.33333333333142,1
243.561107905178,86.66666666666458,0
243.56778745378688,83.33333333333144,1
243.6053778230587,86.66666666666553,0
243.60337787964505,79.74358974358908,0
243.47725870881715,27.272727272726726,0
243.51543482358952,36.3636363636362,0
243.53450022922726,54.54545454545517,0
243.52972672332132,66.66666666666752,0
243.53641941633828,75.757575757577,1
243.54098694023128,63.63636363636465,0
243.55048787212868,48.48484848484856,1
243.56323935261327,51.51515151515144,1
243.5887635252758,48.48484848484856,0
243.5963819356714,48.48484848484856,0
243.60773809253936,56.666666666667226,1
243.61950048044707,61.515151515151814,0
243.63014264093502,57.61904761904742,0
243.63173522259427,43.80952380952266,0
243.6373136549837,40.47619047618873,1
243.3992271261044,66.66666666666802,1
243.4058490030877,66.66666666666802,0
243.3799187624617,36.66666666666661,1
243.50593417329483,42.31884057970973,0
243.64494681463356,51.76328502415447,0
243.73470987928033,71.20772946859908,1
244.05805512794174,70.00000000000016,1
244.11651058343682,72.22222222222223,0
244.16791108290508,77.77777777777784,0
244.20340471739672,79.99999999999993,0
243.30443871360828,64.35185185185192,0
243.30165569150776,72.96296296296242,1
243.3139973557042,68.68945868945805,1
243.35671059146011,66.83760683760579,1
243.4423777568309,54.456654456653865,0
243.50976514423428,54.68975468975446,1
243.70404274295217,71.21212121212145,1
244.06405391858522,81.82957393483719,0
244.12193806068558,77.1929824561402,0
244.15079849893291,78.94736842105239,0
244.179885863592,75.43859649122804,0
244.19370365394352,68.73065015479894,1
244.18567007542484,62.919246646027176,1
244.21079869360514,40.91117216117235,1
244.22316017469691,34.98168498168489,1
244.24238041160982,35.89743589743573,0
244.27226949887117,32.30769230769172,0
244.27282553840038,32.82051282051257,1
244.26737754262746,36.66666666666652,0
244.25441236386013,38.33333333333298,0
243.60600040182243,15.555555555555983,1
243.6309064056638,34.444444444445004,0
243.64105947834895,47.22222222222239,0
243.6597694012546,62.777777777778084,0
243.67520965695155,76.1111111111116,1
243.7031665309972,83.33333333333431,0
243.71744926629685,83.93939393939486,0
243.0698260548477,57.777777777778866,0
243.1383383351474,66.66666666666735,0
243.1383383351474,66.66666666666735,1
243.35168511790573,76.54012654012661,0
243.3982478919212,80.21978021978012,0
243.4323400762957,85.71428571428595,1
243.45723430681159,85.71428571428595,1
243.51279239616932,76.19047619047632,0
243.5914204416193,73.80952380952398,1
243.6481860179817,76.62337662337724,1
243.71710519823483,80.08658008658112,1
244.18370312764912,61.53846153846101,1
244.3003834654829,64.10256410256358,0
244.3122491032734,56.410256410255954,1
244.3134608707981,48.71794871794831,1
244.38292331426982,37.60683760683783,0
244.39198851423717,37.37373737373759,1
