sma30_previous,rsi14_previous,class
243.07,-18.500407777050388,1
243.02,22.277730058028173,1
243.02,18.323516316432432,0
243.03333333333336,24.76988694583753,1
243.0533333333333,24.76988694583753,1
243.07333333333332,20.836230548135052,0
243.09333333333333,25.061974356347164,0
243.11,21.160900258450692,0
243.1266666666667,21.160900258450692,0
243.15,16.63657763603696,1
243.16666666666663,2.0195353174736543,1
243.18666666666664,6.891463635604608,1
243.23666666666665,10.70939285789956,0
243.29666666666668,-3.2624860165443152,1
243.35,5.487411210615363,1
243.40666666666667,-3.6859918027169267,1
243.42666666666665,1.4764203268832716,1
243.46,9.80194180284569,1
243.4933333333333,13.201650031964023,0
243.53333333333333,16.27345156714425,1
243.56666666666663,7.283662721075642,0
243.6033333333333,11.054133230035717,1
243.63333333333333,11.054133230035717,0
243.64,-5.936793576603848,0
243.59666666666664,-17.166401136642552,1
243.58666666666667,-1.8018360413373105,0
243.58333333333331,3.879108784747871,1
243.60333333333335,9.435306228375024,1
243.56333333333333,-11.488438602341231,0
243.56333333333333,-11.488438602341231,1
243.57,6.330362858200742,1
243.57,-1.4717048687383991,1
243.57,11.475843209984506,0
243.98666666666665,15.14059670309007,1
244.03333333333333,13.221505730246008,0
244.1,18.43960836214133,0
244.4766666666666,14.34111631089749,0
244.54666666666665,17.25881243782385,1
244.64666666666665,5.905346588094147,1
244.7,8.048925420453926,1
244.9533333333333,18.768620519672453,0
246.16666666666663,-0.8428364144832301,0
246.22,0.911012377284422,0
246.15,12.641082726109602,0
246.15,9.801070102429053,0
246.1133333333333,0.9916716784941996,1
246.09000000000003,14.416792227493048,1
246.0966666666667,14.416792227493048,0
246.11000000000004,14.416792227493048,1
246.10666666666668,19.221440772531565,1
246.11,1.8709722321077609,0
246.11666666666667,5.405951629219104,1
246.1233333333333,-2.5038297766230784,0
243.13333333333333,-6.150531008400961,0
243.1266666666667,-5.600105261462119,1
243.17333333333332,-5.600105261462119,0
243.23666666666665,-1.1787977486342385,0
243.25666666666663,3.306361955186631,0
243.30666666666667,6.4456307818778384,0
243.31666666666663,-2.762020923949265,1
243.33333333333331,5.9699577150342416,0
243.41333333333333,-12.486775411882064,1
243.44000000000003,6.856219078603374,0
243.44666666666672,6.856219078603374,1
243.45000000000007,6.856219078603374,0
243.46000000000004,10.721733542434123,0
243.4733333333334,14.178119011846904,1
243.47333333333336,-0.03684619839033587,0
243.48666666666668,11.691889745498088,1
243.49000000000007,3.2774596066687,0
243.51,13.264134705584324,0
243.4933333333333,-2.718588666353128,0
243.50333333333333,13.165260463896034,0
243.50666666666663,13.165260463896034,0
243.51,8.797373830786142,0
243.5133333333333,-0.6103819943709112,1
243.51333333333332,4.04546886116195,0
243.51333333333335,4.04546886116195,1
243.51666666666668,4.04546886116195,1
243.5333333333334,9.105602555029165,0
243.55000000000007,13.440854767851606,0
243.5666666666667,7.7325750963479996,1
243.58,7.7325750963479996,0
243.58333333333331,7.7325750963479996,0
243.58666666666664,7.7325750963479996,0
243.58333333333331,0.05464813789346579,1
243.52,-3.859525899504817,1
243.51,4.479630263448527,0
243.37,24.075709840091942,1
243.38,14.870054547444001,0
243.41,21.847498941927253,0
243.44666666666663,24.066345659842824,1
243.5533333333333,24.99650351135679,1
243.59666666666664,20.89329138579868,0
243.63333333333333,14.265025644511836,0
243.67,14.265025644511836,0
243.61999999999995,-0.5454863517553861,0
243.58,-3.324890305382766,1
243.54,2.909462573438901,1
243.50666666666663,-0.23818501028578964,1
243.48,8.252658882880041,0
243.45,16.40549302351181,1
243.38,14.214068076582675,1
243.50333333333336,19.886834504894253,0
243.55000000000007,19.886834504894253,0
243.59000000000003,17.170004990813286,0
243.63,11.31837219125427,0
243.69666666666672,11.31837219125427,1
243.7433333333333,7.925117668432094,1
243.83666666666664,7.332991651174751,1
243.87,7.332991651174751,1
243.9,7.332991651174751,0
243.92,10.673170498435098,0
243.95666666666665,13.730899528751936,1
243.98333333333332,5.357636294818363,0
244.00666666666663,5.357636294818363,0
243.9966666666666,-16.133402973734732,1
243.9633333333333,-1.2465530181078464,0
243.94666666666663,9.36253235347283,0
243.91333333333333,3.7889043781124334,0
243.89,8.74183825941924,1
243.86666666666665,8.74183825941924,0
243.85,13.303380404559007,0
243.33666666666667,-1.5354069851347134,0
243.31666666666663,8.92272293346524,0
243.31666666666663,8.92272293346524,1
243.2866666666666,18.62249972232605,0
243.27999999999997,11.949982401766976,0
243.26999999999995,11.949982401766976,1
243.26,8.08071200286345,1
243.25,8.08071200286345,0
243.27666666666667,13.165609045334008,1
243.29333333333332,15.957350925430362,1
243.31,18.526293204782466,1
243.5533333333333,32.469328302472526,1
243.67333333333332,19.36181058648505,0
243.72666666666672,19.36181058648505,1
243.76333333333335,9.53922653204694,1
243.85666666666668,18.119227408984532,0
243.9,9.22750320370183,1
