sma100_previous,uosc_current,class
243.301,21.73981761800549,1
243.291,25.79184034575511,1
243.296,27.410741074107047,0
243.302,25.458241947805533,1
243.308,22.059716360914866,1
243.312,22.53823196687541,0
243.31600000000003,17.008123195731017,0
243.318,18.001621612297242,0
243.32100000000003,21.294207393056475,0
243.323,18.823053158624145,1
243.32000000000005,18.40018779047218,1
243.31400000000005,24.898530091291583,1
243.31900000000005,20.041599065123695,0
243.31800000000004,22.632547091945906,1
243.32,15.68505663134856,1
243.322,17.598505696236007,1
243.324,25.244667205092536,1
243.32800000000003,25.249840853002485,1
243.33300000000003,24.48608887900327,0
243.341,20.68233353947642,1
243.34600000000003,23.03139518331161,0
243.34900000000002,25.313688402191204,1
243.353,27.7983641514426,0
243.36300000000003,32.136985555576594,0
243.36900000000003,31.831787260358386,1
243.372,33.67464714709917,0
243.375,30.50520907663741,1
243.377,27.385426892815772,1
243.38500000000008,38.083953960731904,0
243.38600000000002,45.29616724738735,1
243.38800000000003,38.155061019383176,1
243.389,41.79587880618865,1
243.392,42.747729538901595,0
243.551,11.016211916399515,1
243.568,10.700751923449292,0
243.59099999999995,11.397583103340258,0
243.72600000000003,25.58364296705452,0
243.75,26.44745501293643,1
243.792,20.504068649828078,1
243.81399999999996,20.10329201522816,1
243.89200000000002,16.042671807504803,0
245.59000000000003,18.091746962714303,0
245.627,13.347815385319764,0
245.679,25.024668661996568,0
245.68400000000003,22.66507885341846,0
245.703,19.125336279995143,1
245.748,18.533360537814385,1
245.768,23.974840469084764,0
245.786,26.17734288287027,1
245.854,21.78115975099018,1
245.881,21.20493225785105,0
245.893,22.597534560382535,1
245.90500000000003,17.862198395321165,0
244.915,42.98227227399214,0
244.831,40.04091994637346,1
244.799,38.65157398992244,0
244.701,29.467876039305487,0
244.67400000000006,25.602943840185226,0
244.62500000000003,31.432506261682025,0
244.59900000000005,33.68136187095412,1
244.57500000000005,33.28713458506989,0
244.41600000000003,30.263857267044934,1
244.38,35.26533304614739,0
244.365,35.51621465746649,1
244.344,35.2383180954608,0
244.317,30.00099267330749,0
244.292,33.81157340985156,1
244.267,41.478646253021104,0
244.247,35.67655987503232,1
244.223,42.090403875300176,0
244.201,44.50969795231997,0
243.917,24.090984102535906,0
243.892,23.367220712535282,0
243.866,22.030616651112343,0
243.84099999999998,20.930118181710338,0
243.815,23.598901098901,1
243.791,20.58849779661936,0
243.75899999999996,19.07207006191723,1
243.743,23.222917307625213,1
243.72599999999997,30.54741988643785,0
243.711,35.26624442880442,0
243.69400000000002,35.5825206580791,1
243.681,38.38355303274524,0
243.667,40.77758625813279,0
243.654,37.97508151814147,0
243.631,39.402789901124265,1
243.414,23.64773866535798,1
243.406,26.14139814600563,0
243.421,40.707841220730856,1
243.42999999999995,38.199920714206435,0
243.44400000000002,34.934560388860234,0
243.457,31.093998491570744,1
243.505,22.414338104076982,1
243.525,21.35090829231859,0
243.543,19.118047448054604,0
243.56,19.248889408464443,0
243.529,19.21139380253013,0
243.518,46.43433231459743,1
243.51800000000003,56.2979917565609,1
243.51500000000004,56.73128261177804,1
243.51700000000002,56.45098948670705,0
243.52599999999998,43.778893660313855,1
243.54500000000004,27.796629444037556,1
243.581,21.582156528700303,0
243.589,24.40108987600564,0
243.59900000000002,21.897842594564352,0
243.604,23.470062016355136,0
243.611,22.459849038908096,1
243.614,17.539360562863887,1
243.625,21.363808605188233,1
243.63200000000003,21.907519585081612,1
243.641,22.359463608892398,0
243.65200000000004,21.19047920468336,0
243.664,22.151191698592022,1
243.67500000000004,28.53547406734099,0
243.683,26.705413759481825,0
243.66600000000003,32.89703926646609,1
243.66600000000003,36.99339763163145,0
243.66800000000003,30.552163548508094,0
243.67000000000004,27.50345713227412,0
243.67300000000003,25.68820737495389,1
243.676,25.71765347360269,0
243.68,23.572125142941925,0
243.64499999999995,31.488374427887784,0
243.657,28.90510468289171,0
243.657,28.90510468289171,1
243.62500000000003,20.766228061634067,0
243.618,21.60682454800091,0
243.61000000000004,20.9438278518816,1
243.59600000000003,22.39925482890425,1
243.584,30.2793265847447,0
243.571,27.290729283839113,1
243.56600000000003,31.71212972033501,1
243.569,33.113674577969014,1
243.63100000000003,25.780138262747503,1
243.669,23.77513642819716,0
243.687,21.334289747762075,1
243.705,18.502682733675357,1
243.733,17.408876232405245,0
243.74400000000009,19.015269484327774,1
