stoch_rsi_14_current,stoch_rsi_14_previous,class
100.0,83.93754063278692,1
95.6193041181328,100.0,1
100.0,95.6193041181328,0
100.0,100.0,1
91.26723929384715,100.0,1
100.0,91.26723929384715,0
91.04485588976624,100.0,0
91.04485588976624,91.04485588976624,0
80.65900828262838,91.04485588976627,0
47.10473139803856,80.65900828262838,1
18.114273800187064,47.10473139803854,1
87.27427147493471,21.14328396361089,1
50.63369496578653,37.71240329969313,0
16.25870698135886,0.0,1
0.0,30.89166434935492,1
19.99722085346585,0.0,1
52.247124095496886,19.99722085346585,1
65.41630055570515,52.247124095496886,1
77.31529121644724,65.41630055570515,0
42.492268864146226,77.31529121644729,1
73.85038129375035,42.492268864146226,0
73.85038129375035,73.85038129375035,1
48.20598456844496,73.85038129375035,0
34.68016337260493,0.0,0
59.07453707633842,24.28660159413655,1
81.57748574983876,59.07453707633842,0
81.57748574983876,81.57748574983876,1
100.0,100.0,1
21.344353790494093,43.946570765172176,0
85.16067082974463,21.344353790494136,1
47.872566859533364,85.1606708297445,1
100.0,47.872566859533435,1
100.0,100.0,0
51.17347630761281,70.48002307213666,1
60.38213367781202,51.17347630761283,0
53.64109123823603,60.38213367781202,0
56.73892330768643,35.33658083910636,0
28.074346063089763,56.738923307686385,1
27.14521603864653,9.551159609367305,1
55.02432458915143,27.14521603864653,1
49.9573019241618,100.0,0
0.0,0.0,0
40.685717256242974,28.756051257656274,0
96.13692187877035,100.0,0
83.65620794864253,96.13692187877035,0
88.33454660443716,84.15408982058239,1
100.0,100.0,1
100.0,100.0,0
90.65426261383531,100.0,1
45.71769207521586,100.0,1
45.14023347990386,31.103224557005788,0
0.0,45.14023347990386,1
0.0,0.0,0
92.20395515751265,78.71121629459716,0
2.7141294901922466,2.7141294901922466,1
25.70314745084002,2.7141294901922466,0
46.63159785095691,24.515437246073876,0
83.19099685973963,46.63159785095691,0
16.708620916030778,62.11121912149045,0
59.765692398602866,16.70862091603072,1
37.79479690772285,59.7656923986028,0
28.476996527708703,3.608995139268009,1
83.94939056617491,83.94939056617491,0
83.94939056617491,83.94939056617491,1
100.0,83.94939056617491,0
100.0,100.0,0
48.37268506164109,100.0,1
90.97026693738823,48.37268506164109,0
60.409908302721284,90.97026693738823,1
96.68050150455852,60.409908302721284,0
54.879864698513906,96.68050150455852,0
99.72813516405235,54.67971582219765,0
99.72813516405235,99.72813516405235,0
87.71818431464987,99.72813516405235,0
61.85059786979043,87.71818431464987,0
74.8558425022343,61.85059786979043,1
74.8558425022343,74.8558425022343,0
74.8558425022343,74.8558425022343,1
88.80712605132376,74.8558425022343,1
100.0,88.80712605132376,0
84.38039864214826,100.0,0
64.67527056395471,84.38039864214826,1
64.67527056395471,64.67527056395471,0
59.37525096117794,64.67527056395471,0
4.7328939332397075,59.37525096117794,0
4.7328939332397075,4.7328939332397075,1
100.0,91.20842341977463,1
100.0,100.0,0
88.98375557720291,100.0,1
97.33353953636237,88.98375557720291,0
99.9887940515733,97.33353953636237,0
92.37089664886213,99.9887940515733,1
95.14327495117088,100.0,1
87.29779602613846,95.14327495117088,0
87.29779602613846,87.29779602613846,0
84.26482981448916,87.29779602613846,0
91.96335811126708,87.31825139682074,0
84.7822423933027,73.55320541789546,1
45.24559670624518,84.7822423933027,1
100.0,45.24559670624518,1
100.0,100.0,0
73.35173393948969,100.0,1
100.0,88.89314561000013,1
83.20548203416988,83.20548203416988,0
73.46664913090882,83.20548203416988,0
46.5799301717969,73.46664913090882,0
46.57993017179693,46.57993017179693,0
12.782206237349241,46.57993017179693,1
0.0,12.782206237349241,1
28.03718340851975,28.03718340851975,1
28.03718340851975,28.03718340851975,1
41.98050090227376,28.03718340851975,0
54.74475354537569,41.98050090227376,0
19.791215705546048,54.74475354537572,1
24.603018275446768,19.791215705546048,0
0.0,24.603018275446768,0
89.5093114708942,65.86169952882888,1
100.0,96.99007430814251,0
91.67590488561798,100.0,0
99.07300654103969,91.67590488561798,0
99.07300654103969,99.07300654103969,1
100.0,99.07300654103969,0
91.60310406029741,100.0,0
89.38507814669218,95.0612461296213,0
90.51016299775259,100.0,0
90.51016299775259,100.0,1
85.75895175068598,100.0,0
84.34089184237841,85.75895175068598,0
75.26046225985358,84.34089184237841,1
75.26046225985358,75.26046225985358,1
96.12914387171419,75.26046225985358,0
89.02189991712179,77.52234619578424,1
99.60371264094181,89.02189991712179,1
100.0,99.60371264094181,1
42.05776173905254,90.92470966997251,1
42.05776173905254,42.05776173905254,0
5.437578273662547,42.05776173905257,1
0.0,5.4375782736624965,1
11.125949367706623,41.903373211795305,0
11.12594936770667,11.12594936770667,1
