ema30_previous,stochk_14_previous,class
242.9144385936486,51.515151515151786,1
242.98529712205425,73.52207977208016,1
243.01850375934106,75.04713423831045,0
243.07295857572075,80.02450980392116,1
243.12591803017983,82.10784313725487,1
243.16900913273852,85.60924369747927,0
243.2222233899707,86.30952380952391,0
243.2645439303941,88.09523809523813,0
243.3041341133707,87.91208791208794,0
243.33673633013032,89.92673992674055,1
243.34586248731742,84.61538461538484,1
243.36493252760067,65.59829059829039,1
243.43955676419841,65.40404040404047,0
243.48380094054627,61.11111111111219,1
243.50802759313214,37.50000000000088,1
243.51103901776986,37.50000000000088,1
243.51638037919358,37.50000000000088,1
243.53831606654,33.333333333334515,1
243.56528816115448,45.83333333333361,0
243.59898958557525,62.500000000000284,1
243.61559564670355,75.00000000000058,0
243.6385908879724,75.00000000000058,1
243.6580847132489,70.83333333333421,0
243.6249990209944,16.6666666666659,0
243.564435182531,25.92592592592545,1
243.5572512959214,31.48148148148163,0
243.55900035080987,29.62962962962989,1
243.57855783038582,80.95238095237848,1
243.52979519327096,28.57142857143036,0
243.5214213098341,33.333333333334735,1
243.52850875478757,34.92063492063627,1
243.52666948028502,42.06349206349282,1
243.5378520944602,44.44444444444498,0
244.4607540082531,52.97181372549016,1
244.51612064941682,47.91666666666654,0
244.59977525694646,44.27083333333314,0
244.8740516610031,22.555018786902732,0
244.9420744841278,32.555018786902735,1
245.00309169998917,53.0303030303026,1
245.03193827759642,59.44055944055873,1
245.20260905760682,74.81146304675703,0
246.30332334604032,42.222222222221696,0
246.259489231279,8.88888888888836,0
245.99252418047746,38.88888888888905,0
246.0123613301241,54.761904761904546,0
245.9879062877316,66.66666666666664,1
246.0276145239743,65.07936507936472,1
246.06010885833803,73.01587301587256,0
246.0925246360728,79.36507936507894,1
246.22516331926442,80.37741412354431,1
246.2415524759692,73.01587301587355,0
246.25379274891387,58.333333333333705,1
246.25234010102352,49.99999999999997,0
243.21463646838947,73.3333333333339,0
243.26448111036132,73.08080808080898,1
243.28089761590496,62.247474747475366,0
243.32648786616485,41.666666666667254,0
243.34373575349878,45.83333333333361,0
243.39638398539182,49.99999999999999,0
243.39964405471613,54.166666666666366,1
243.41761487483325,50.0,0
243.42726740693783,50.83333333333227,1
243.43847632196517,46.6666666666659,0
243.4509150564587,56.66666666666533,1
243.46154236593262,66.66666666666477,0
243.47995350748016,79.99999999999828,0
243.50463737236697,83.33333333333142,1
243.50433818705292,86.66666666666458,0
243.5274488468061,83.33333333333144,1
243.5331384923867,86.66666666666553,0
243.56286053286743,79.74358974358908,0
243.45820252883306,27.272727272726726,0
243.48328075664506,36.3636363636362,0
243.50472318223603,54.54545454545517,0
243.51833061262766,66.66666666666752,0
243.518156918478,75.757575757577,1
243.52343711728585,63.63636363636465,0
243.53293242687215,48.48484848484856,1
243.5382682930937,51.51515151515144,1
243.55374722686386,48.48484848484856,0
243.5746791326489,48.48484848484856,0
243.5878089799962,56.666666666667226,1
243.5990828143981,61.515151515151814,0
243.6066025265857,57.61904761904742,0
243.6136370960516,43.80952380952266,0
243.6109253068412,40.47619047618873,1
243.44512963700657,66.66666666666802,1
243.44564288236637,66.66666666666802,0
243.3278241255824,36.66666666666661,1
243.37421708908798,42.31884057970973,0
243.45592857880862,51.76328502415447,0
243.54728943736094,71.20772946859908,1
243.77734837128372,70.00000000000016,1
243.85644193397408,72.22222222222223,0
243.9090599954189,77.77777777777784,0
243.9582833432222,79.99999999999993,0
243.4449527612511,64.35185185185192,0
243.40234369508644,72.96296296296242,1
243.396536989618,68.68945868945805,1
243.38667114944485,66.83760683760579,1
243.39881450583863,54.456654456653865,0
243.4349719454776,54.68975468975446,1
243.50059506736,71.21212121212145,1
243.7787364802131,81.82957393483719,0
243.84584618770188,77.1929824561402,0
243.9001567717003,78.94736842105239,0
243.93806022124718,75.43859649122804,0
243.9815896951104,68.73065015479894,1
244.00980564679938,62.919246646027176,1
244.0487579907386,40.91117216117235,1
244.06860479992088,34.98168498168489,1
244.0861622437814,35.89743589743573,0
244.10601178417218,32.30769230769172,0
244.13607695205584,32.82051282051257,1
244.1482724278233,36.66666666666652,0
244.15867217268269,38.33333333333298,0
243.76964794867558,15.555555555555983,1
243.7511221222051,34.444444444445004,0
243.75568251648,47.22222222222239,0
243.74845244876752,62.777777777778084,0
243.751167227999,76.1111111111116,1
243.75370686018329,83.33333333333431,0
243.7645521100725,83.93939393939486,0
243.18844949648891,57.777777777778866,0
243.19741807780457,66.66666666666735,0
243.19741807780457,66.66666666666735,1
243.2873798290107,76.54012654012661,0
243.31198263316404,80.21978021978012,0
243.33398923361042,85.71428571428595,1
243.34812444047932,85.71428571428595,1
243.36134769851824,76.19047619047632,0
243.42990350741684,73.80952380952398,1
243.46527694348882,76.62337662337724,1
243.5048198352981,80.08658008658112,1
243.8712557949692,61.53846153846101,1
243.99727352745518,64.10256410256358,0
244.0523019226453,56.410256410255954,1
244.0793806299824,48.71794871794831,1
244.15436452698864,37.60683760683783,0
244.1833280151173,37.37373737373759,1
