rsi14_previous,cci20_current,class
-18.500407777050388,-5.2461893588155135,1
22.277730058028173,99.64844030261105,1
18.323516316432432,110.09598665324188,0
24.76988694583753,118.13748784129135,1
24.76988694583753,102.77251972195542,1
20.836230548135052,101.60461917177555,0
25.061974356347164,100.3399432682205,0
21.160900258450692,89.68626710730992,0
21.160900258450692,68.27101198753904,0
16.63657763603696,32.394986720875075,1
2.0195353174736543,17.376334972152776,1
6.891463635604608,56.60882274233385,1
10.70939285789956,46.12032989732397,0
-3.2624860165443152,-21.389936685779873,1
5.487411210615363,-22.542948732960976,1
-3.6859918027169267,-20.4578161690408,1
1.4764203268832716,-5.570503072135273,1
9.80194180284569,22.473355404484664,1
13.201650031964023,35.34707220893523,0
16.27345156714425,21.45386919838161,1
7.283662721075642,12.885520981862042,0
11.054133230035717,17.67550166287405,1
11.054133230035717,4.125630396320813,0
-5.936793576603848,-2.0737227803129046,0
-17.166401136642552,-25.677066905842857,1
-1.8018360413373105,-2.338440862321084,0
3.879108784747871,10.547870455276616,1
9.435306228375024,12.258992914290946,1
-11.488438602341231,-14.242332073244302,0
-11.488438602341231,0.9703462195385196,1
6.330362858200742,10.238648264406,1
-1.4717048687383991,19.323507012039247,1
11.475843209984506,22.83960877370644,0
15.14059670309007,109.76007684580786,1
13.221505730246008,129.27469851050364,0
18.43960836214133,116.8335175603984,0
14.34111631089749,41.128358894923416,0
17.25881243782385,5.13969696346237,1
5.905346588094147,-40.87334261773007,1
8.048925420453926,-17.44594112402482,1
18.768620519672453,33.85398713794782,0
-0.8428364144832301,-20.739605309821133,0
0.911012377284422,-9.215831673515432,0
12.641082726109602,25.89207121538188,0
9.801070102429053,4.899010655049458,0
0.9916716784941996,10.991475998205106,1
14.416792227493048,36.012724055309526,1
14.416792227493048,26.147137271377325,0
14.416792227493048,27.29378253288497,1
19.221440772531565,29.7656349240886,1
1.8709722321077609,14.143147764342453,0
5.405951629219104,2.0851578464506475,1
-2.5038297766230784,-7.261784423761567,0
-6.150531008400961,4.780772878864045,0
-5.600105261462119,6.085607295325249,1
-5.600105261462119,7.188800424040278,0
-1.1787977486342385,2.1009215482277104,0
3.306361955186631,13.61464718202567,0
6.4456307818778384,0.20043701683465748,0
-2.762020923949265,7.924009113693473,1
5.9699577150342416,7.531457996277207,0
-12.486775411882064,-10.411599856539748,1
6.856219078603374,10.140571851998343,0
6.856219078603374,8.22626594311218,1
6.856219078603374,9.765658378716743,0
10.721733542434123,14.775753384074203,0
14.178119011846904,2.1417909680533183,1
-0.03684619839033587,9.911069303424178,0
11.691889745498088,9.208627722924962,1
3.2774596066687,18.145792771847308,0
13.264134705584324,5.850694705330643,0
-2.718588666353128,9.652149004273683,0
13.165260463896034,20.26930105213196,0
13.165260463896034,13.115409356906445,0
8.797373830786142,0.833927506682864,0
-0.6103819943709112,0.939608246004676,1
4.04546886116195,3.1367038261502755,0
4.04546886116195,3.4611657206133217,1
4.04546886116195,5.674975250800742,1
9.105602555029165,11.796352820485128,0
13.440854767851606,10.130429276936669,0
7.7325750963479996,11.943945899210016,1
7.7325750963479996,9.425589734790103,0
7.7325750963479996,12.83912261043683,0
7.7325750963479996,7.65208519321725,0
0.05464813789346579,-3.198362438428628,1
-3.859525899504817,3.243530777866139,1
4.479630263448527,3.8957750319798015,0
24.075709840091942,53.23339883118257,1
14.870054547444001,81.26922607053814,0
21.847498941927253,74.21045323853883,0
24.066345659842824,63.40041732585371,1
24.99650351135679,72.71933333719154,1
20.89329138579868,53.48038510436458,0
14.265025644511836,47.84670512663989,0
14.265025644511836,33.988418858753775,0
-0.5454863517553861,-0.8910111586722304,0
-3.324890305382766,12.392035230359134,1
2.909462573438901,13.509100802101527,1
-0.23818501028578964,25.668331938763128,1
8.252658882880041,47.22420794620932,0
16.40549302351181,42.381220758079394,1
14.214068076582675,48.90305073382071,1
19.886834504894253,57.30386052527028,0
19.886834504894253,40.55640701603382,0
17.170004990813286,30.855470731062226,0
11.31837219125427,23.595819521913274,0
11.31837219125427,16.19296836541758,1
7.925117668432094,4.502136624000659,1
7.332991651174751,7.772618861589832,1
7.332991651174751,2.7048614745744044,1
7.332991651174751,10.71052978113523,0
10.673170498435098,9.698608741341415,0
13.730899528751936,0.6776176913504856,1
5.357636294818363,-8.931676518642751,0
5.357636294818363,-9.510773940587145,0
-16.133402973734732,-9.49549615052686,1
-1.2465530181078464,4.75144124788355,0
9.36253235347283,10.296391239332738,0
3.7889043781124334,11.884766391672391,0
8.74183825941924,13.592463685693614,1
8.74183825941924,21.434841484245624,0
13.303380404559007,19.8635981471046,0
-1.5354069851347134,11.257494564432543,0
8.92272293346524,27.25157464553147,0
8.92272293346524,27.25157464553147,1
18.62249972232605,41.91020903772641,0
11.949982401766976,34.01671443472049,0
11.949982401766976,17.0666316563346,1
8.08071200286345,19.222055811979352,1
8.08071200286345,29.773144487819053,0
13.165609045334008,29.379781247449113,1
15.957350925430362,35.21259547724794,1
18.526293204782466,40.734461919147456,1
32.469328302472526,53.98320106426594,1
19.36181058648505,38.219495655535404,0
19.36181058648505,21.17743824044208,1
9.53922653204694,7.177210102232031,1
18.119227408984532,20.735353093439898,0
9.22750320370183,11.970500309451449,1
