sma100_previous,stoch_rsi_14_previous,class
243.301,83.93754063278692,1
243.291,100.0,1
243.296,95.6193041181328,0
243.302,100.0,1
243.308,100.0,1
243.312,91.26723929384715,0
243.31600000000003,100.0,0
243.318,91.04485588976624,0
243.32100000000003,91.04485588976627,0
243.323,80.65900828262838,1
243.32000000000005,47.10473139803854,1
243.31400000000005,21.14328396361089,1
243.31900000000005,37.71240329969313,0
243.31800000000004,0.0,1
243.32,30.89166434935492,1
243.322,0.0,1
243.324,19.99722085346585,1
243.32800000000003,52.247124095496886,1
243.33300000000003,65.41630055570515,0
243.341,77.31529121644729,1
243.34600000000003,42.492268864146226,0
243.34900000000002,73.85038129375035,1
243.353,73.85038129375035,0
243.36300000000003,0.0,0
243.36900000000003,24.28660159413655,1
243.372,59.07453707633842,0
243.375,81.57748574983876,1
243.377,100.0,1
243.38500000000008,43.946570765172176,0
243.38600000000002,21.344353790494136,1
243.38800000000003,85.1606708297445,1
243.389,47.872566859533435,1
243.392,100.0,0
243.551,70.48002307213666,1
243.568,51.17347630761283,0
243.59099999999995,60.38213367781202,0
243.72600000000003,35.33658083910636,0
243.75,56.738923307686385,1
243.792,9.551159609367305,1
243.81399999999996,27.14521603864653,1
243.89200000000002,100.0,0
245.59000000000003,0.0,0
245.627,28.756051257656274,0
245.679,100.0,0
245.68400000000003,96.13692187877035,0
245.703,84.15408982058239,1
245.748,100.0,1
245.768,100.0,0
245.786,100.0,1
245.854,100.0,1
245.881,31.103224557005788,0
245.893,45.14023347990386,1
245.90500000000003,0.0,0
244.915,78.71121629459716,0
244.831,2.7141294901922466,1
244.799,2.7141294901922466,0
244.701,24.515437246073876,0
244.67400000000006,46.63159785095691,0
244.62500000000003,62.11121912149045,0
244.59900000000005,16.70862091603072,1
244.57500000000005,59.7656923986028,0
244.41600000000003,3.608995139268009,1
244.38,83.94939056617491,0
244.365,83.94939056617491,1
244.344,83.94939056617491,0
244.317,100.0,0
244.292,100.0,1
244.267,48.37268506164109,0
244.247,90.97026693738823,1
244.223,60.409908302721284,0
244.201,96.68050150455852,0
243.917,54.67971582219765,0
243.892,99.72813516405235,0
243.866,99.72813516405235,0
243.84099999999998,87.71818431464987,0
243.815,61.85059786979043,1
243.791,74.8558425022343,0
243.75899999999996,74.8558425022343,1
243.743,74.8558425022343,1
243.72599999999997,88.80712605132376,0
243.711,100.0,0
243.69400000000002,84.38039864214826,1
243.681,64.67527056395471,0
243.667,64.67527056395471,0
243.654,59.37525096117794,0
243.631,4.7328939332397075,1
243.414,91.20842341977463,1
243.406,100.0,0
243.421,100.0,1
243.42999999999995,88.98375557720291,0
243.44400000000002,97.33353953636237,0
243.457,99.9887940515733,1
243.505,100.0,1
243.525,95.14327495117088,0
243.543,87.29779602613846,0
243.56,87.29779602613846,0
243.529,87.31825139682074,0
243.518,73.55320541789546,1
243.51800000000003,84.7822423933027,1
243.51500000000004,45.24559670624518,1
243.51700000000002,100.0,0
243.52599999999998,100.0,1
243.54500000000004,88.89314561000013,1
243.581,83.20548203416988,0
243.589,83.20548203416988,0
243.59900000000002,73.46664913090882,0
243.604,46.57993017179693,0
243.611,46.57993017179693,1
243.614,12.782206237349241,1
243.625,28.03718340851975,1
243.63200000000003,28.03718340851975,1
243.641,28.03718340851975,0
243.65200000000004,41.98050090227376,0
243.664,54.74475354537572,1
243.67500000000004,19.791215705546048,0
243.683,24.603018275446768,0
243.66600000000003,65.86169952882888,1
243.66600000000003,96.99007430814251,0
243.66800000000003,100.0,0
243.67000000000004,91.67590488561798,0
243.67300000000003,99.07300654103969,1
243.676,99.07300654103969,0
243.68,100.0,0
243.64499999999995,95.0612461296213,0
243.657,100.0,0
243.657,100.0,1
243.62500000000003,100.0,0
243.618,85.75895175068598,0
243.61000000000004,84.34089184237841,1
243.59600000000003,75.26046225985358,1
243.584,75.26046225985358,0
243.571,77.52234619578424,1
243.56600000000003,89.02189991712179,1
243.569,99.60371264094181,1
243.63100000000003,90.92470966997251,1
243.669,42.05776173905254,0
243.687,42.05776173905257,1
243.705,5.4375782736624965,1
243.733,41.903373211795305,0
243.74400000000009,11.12594936770667,1
