sma30_previous,sma100_current,class
243.07,243.29500000000004,1
243.02,243.296,1
243.02,243.302,0
243.03333333333336,243.308,1
243.0533333333333,243.312,1
243.07333333333332,243.31600000000003,0
243.09333333333333,243.318,0
243.11,243.32100000000003,0
243.1266666666667,243.323,0
243.15,243.32000000000005,1
243.16666666666663,243.31700000000004,1
243.18666666666664,243.31800000000004,1
243.23666666666665,243.321,0
243.29666666666668,243.318,1
243.35,243.321,1
243.40666666666667,243.324,1
243.42666666666665,243.32800000000003,1
243.46,243.33300000000003,1
243.4933333333333,243.341,0
243.53333333333333,243.34600000000003,1
243.56666666666663,243.34900000000002,0
243.6033333333333,243.353,1
243.63333333333333,243.357,0
243.64,243.366,0
243.59666666666664,243.372,1
243.58666666666667,243.375,0
243.58333333333331,243.377,1
243.60333333333335,243.378,1
243.56333333333333,243.38600000000002,0
243.56333333333333,243.38800000000003,1
243.57,243.389,1
243.57,243.392,1
243.57,243.396,0
243.98666666666665,243.568,1
244.03333333333333,243.59099999999995,0
244.1,243.61299999999997,0
244.4766666666666,243.75,0
244.54666666666665,243.76999999999995,1
244.64666666666665,243.81399999999996,1
244.7,243.838,1
244.9533333333333,243.921,0
246.16666666666663,245.595,0
246.22,245.641,0
246.15,245.68400000000003,0
246.15,245.689,0
246.1133333333333,245.715,1
246.09000000000003,245.768,1
246.0966666666667,245.786,0
246.11000000000004,245.801,1
246.10666666666668,245.87,1
246.11,245.893,0
246.11666666666667,245.90500000000003,1
246.1233333333333,245.915,0
243.13333333333333,244.886,0
243.1266666666667,244.799,1
243.17333333333332,244.766,0
243.23666666666665,244.67400000000006,0
243.25666666666663,244.6490000000001,0
243.30666666666667,244.59900000000005,0
243.31666666666663,244.57500000000005,1
243.33333333333331,244.548,0
243.41333333333333,244.396,1
243.44000000000003,244.365,0
243.44666666666672,244.344,1
243.45000000000007,244.317,0
243.46000000000004,244.292,0
243.4733333333334,244.267,1
243.47333333333336,244.247,0
243.48666666666668,244.223,1
243.49000000000007,244.201,0
243.51,244.176,0
243.4933333333333,243.892,0
243.50333333333333,243.866,0
243.50666666666663,243.84099999999998,0
243.51,243.815,0
243.5133333333333,243.791,1
243.51333333333332,243.769,0
243.51333333333335,243.743,1
243.51666666666668,243.72599999999997,1
243.5333333333334,243.711,0
243.55000000000007,243.69400000000002,0
243.5666666666667,243.681,1
243.58,243.667,0
243.58333333333331,243.654,0
243.58666666666664,243.643,0
243.58333333333331,243.62099999999995,1
243.52,243.406,1
243.51,243.393,0
243.37,243.42999999999995,1
243.38,243.44400000000002,0
243.41,243.457,0
243.44666666666663,243.47100000000003,1
243.5533333333333,243.525,1
243.59666666666664,243.543,0
243.63333333333333,243.56,0
243.67,243.571,0
243.61999999999995,243.529,0
243.58,243.51800000000003,1
243.54,243.51500000000004,1
243.50666666666663,243.51700000000002,1
243.48,243.52599999999998,0
243.45,243.53200000000004,1
243.38,243.552,1
243.50333333333336,243.589,0
243.55000000000007,243.59900000000002,0
243.59000000000003,243.604,0
243.63,243.611,0
243.69666666666672,243.614,1
243.7433333333333,243.618,1
243.83666666666664,243.63200000000003,1
243.87,243.641,1
243.9,243.65200000000004,0
243.92,243.664,0
243.95666666666665,243.67500000000004,1
243.98333333333332,243.683,0
244.00666666666663,243.69,0
243.9966666666666,243.66600000000003,1
243.9633333333333,243.66800000000003,0
243.94666666666663,243.67000000000004,0
243.91333333333333,243.67300000000003,0
243.89,243.676,1
243.86666666666665,243.68,0
243.85,243.68400000000003,0
243.33666666666667,243.65,0
243.31666666666663,243.647,0
243.31666666666663,243.647,1
243.2866666666666,243.618,0
243.27999999999997,243.61000000000004,0
243.26999999999995,243.59600000000003,1
243.26,243.584,1
243.25,243.578,0
243.27666666666667,243.56600000000003,1
243.29333333333332,243.569,1
243.31,243.576,1
243.5533333333333,243.646,1
243.67333333333332,243.687,0
243.72666666666672,243.705,1
243.76333333333335,243.718,1
243.85666666666668,243.74400000000009,0
243.9,243.7510000000001,1
