price_current,price_previous,ema10_current,ema10_previous,ema20_current,ema20_previous,ema30_current,ema30_previous,ema50_current,ema50_previous,ema100_current,ema100_previous,ema200_current,ema200_previous,sma10_current,sma10_previous,sma20_current,sma20_previous,sma30_current,sma30_previous,sma50_current,sma50_previous,sma100_current,sma100_previous,sma200_current,sma200_previous,rsi14_current,rsi14_previous,stochk_14_current,stochk_14_previous,cci20_current,cci20_previous,adi14_current,adi14_previous,mom10_current,mom10_previous,macd_12_26_current,macd_12_26_previous,stoch_rsi_14_current,stoch_rsi_14_previous,wpr14_current,wpr14_previous,uosc_current,uosc_previous,class
242.9,242.7,242.74792099116172,242.71412565586434,242.80804232857471,242.80494008222905,242.9064445893394,242.9144385936486,243.04244851562999,243.05081734269805,243.18905225418172,243.19678873093096,243.17811443537647,243.18028035080428,242.70999999999998,242.70999999999998,242.86999999999995,242.88999999999996,243.04666666666662,243.07,243.18,243.18800000000002,243.29500000000004,243.30100000000002,243.0855,243.0835,-3.07777613282434,-18.500407777050384,55.555555555556225,51.51515151515179,-5.246189358815514,-21.93861004597612,28.5086304682157,29.49350703497163,0.30000000000001137,-0.20000000000001705,-0.10579493543761487,-0.1337023578838057,100.0,83.93754063278692,-22.222222222220818,-54.54545454545549,21.739817618005493,21.379885046451914,1
243.5,243.6,243.19277496110774,243.10379487591626,243.02817124666146,242.9735719306936,243.01850375934106,242.98529712205425,243.09723482203853,243.08015677653486,243.20598235097341,243.19846173609537,243.19334597972878,243.1885337173301,243.01,242.95,242.94,242.925,243.01999999999998,243.02,243.18200000000002,243.18000000000004,243.296,243.291,243.10649999999998,243.101,18.323516316432418,22.27773005802817,75.04713423831045,73.52207977208015,99.64844030261104,98.46214934662864,28.138500306321486,27.33001566438905,0.8000000000000114,0.6999999999999886,0.12682504136861894,0.0718227186549143,95.6193041181328,100.0,-23.52941176470598,-12.50000000000089,25.791840345755112,28.3890230229244,1
243.8,243.5,243.33424129512346,243.19277496110774,243.10911759592483,243.02817124666146,243.07295857572075,243.01850375934106,243.12724866225423,243.09723482203853,243.219604548873,243.20598235097341,243.20109543354639,243.19334597972878,243.12000000000003,243.01,242.965,242.94,243.03333333333336,243.01999999999998,243.19,243.18200000000002,243.30199999999996,243.296,243.112,243.10649999999998,24.769886945837527,18.323516316432432,80.02450980392116,75.04713423831045,110.09598665324188,99.44153633195806,28.889236045258755,28.138500306321497,1.0,0.8000000000000114,0.1905253506889153,0.12682504136861894,100.0,95.6193041181328,-5.882352941176077,-23.52941176470598,27.410741074107044,25.791840345755112,0
243.8,243.8,243.44716267918275,243.33424129512346,243.18830584822425,243.10911759592483,243.12591803017986,243.07295857572075,243.15669909449602,243.12724866225423,243.23295700028004,243.219604548873,243.209079250263,243.20109543354639,243.22000000000003,243.12000000000003,243.01000000000005,242.965,243.05333333333334,243.03333333333336,243.19999999999996,243.19,243.30799999999996,243.30199999999996,243.11849999999998,243.112,24.769886945837527,24.769886945837527,82.10784313725487,80.02450980392116,118.13748784129135,109.8678636924005,29.839196304385656,28.88923604525876,1.1000000000000227,1.0,0.23453236510465558,0.1905253506889153,100.0,100.0,-12.499999999999332,-5.882352941176077,25.458241947805536,27.410741074107044,1
243.7,243.8,243.52137108432208,243.44716267918275,243.2474530131074,243.18830584822425,243.16900913273855,243.12591803017986,243.1810730391989,243.15669909449602,243.24344502462958,243.23295700028004,243.21583286519535,243.209079250263,243.32,243.22000000000003,243.04500000000002,243.01000000000005,243.07333333333335,243.05333333333334,243.21,243.19999999999996,243.312,243.30799999999996,243.1245,243.11849999999998,20.83623054813505,24.769886945837527,85.60924369747927,82.10784313725487,102.7725197219554,117.85839417655227,30.127138022428802,29.839196304385656,1.0,1.1000000000000227,0.2591456587062737,0.23453236510465558,91.26723929384715,100.0,-21.428571428572152,-12.499999999999332,22.059716360914862,25.458241947805536,1
243.9,243.7,243.62409828516158,243.52137108432208,243.3229902732942,243.2474530131074,243.2222233899707,243.16900913273855,243.2141750962919,243.1810730391989,243.2576857613686,243.24344502462958,243.2251322735149,243.21583286519535,243.44,243.32,243.08999999999997,243.04500000000002,243.09333333333333,243.07333333333335,243.226,243.21,243.31600000000003,243.312,243.1325,243.1245,25.061974356347164,20.83623054813505,86.3095238095239,85.60924369747927,101.60461917177554,102.54540268262848,30.39451247489746,30.127138022428827,1.200000000000017,1.0,0.2908785881535607,0.2591456587062737,100.0,91.26723929384715,-7.142857142856707,-21.428571428572152,22.53823196687541,22.059716360914862,0
243.8,243.9,243.6871421966221,243.62409828516158,243.38032192938834,243.3229902732942,243.26454393039407,243.2222233899707,243.2414438595034,243.2141750962919,243.26904448124193,243.2576857613686,243.2328769176945,243.2251322735149,243.55,243.44,243.12999999999997,243.08999999999997,243.11,243.09333333333333,243.23999999999995,243.226,243.31799999999998,243.31600000000003,243.139,243.1325,21.160900258450695,25.061974356347164,88.09523809523812,86.3095238095239,100.3399432682205,101.5148840559035,30.64278875218976,30.39451247489746,0.9000000000000057,1.200000000000017,0.3080925934912955,0.2908785881535607,91.04485588976625,100.0,-14.285714285713414,-7.142857142856707,17.008123195731017,22.53823196687541,0
243.8,243.8,243.73307598209158,243.6871421966221,243.43368119754834,243.38032192938834,243.30413411337068,243.26454393039407,243.2676432594518,243.2414438595034,243.28048818799886,243.26904448124193,243.24054450073785,243.2328769176945,243.64000000000004,243.55,243.175,243.12999999999997,243.12666666666667,243.11,243.25399999999993,243.23999999999995,243.32100000000003,243.31799999999998,243.1455,243.139,21.160900258450695,21.160900258450695,87.91208791208794,88.09523809523812,89.6862671073099,100.25140328486621,29.654132731555194,30.64278875218976,0.8000000000000114,0.9000000000000057,0.3199307683841539,0.3080925934912955,91.04485588976625,91.04485588976625,-15.384615384614376,-14.285714285713414,18.001621612297242,17.008123195731017,0
243.7,243.8,243.74682875538664,243.73307598209158,243.47541036069978,243.43368119754834,243.33673633013032,243.30413411337068,243.28766645258779,243.2676432594518,243.28941517665174,243.28048818799886,243.24714076454677,243.24054450073785,243.70999999999998,243.64000000000004,243.22999999999996,243.175,243.14999999999998,243.12666666666667,243.264,243.25399999999993,243.32299999999998,243.32100000000003,243.15200000000002,243.1455,16.63657763603696,21.160900258450695,89.92673992674054,87.91208791208794,68.27101198753904,89.62036625169803,28.736094998108808,29.654132731555187,0.19999999999998863,0.8000000000000114,0.31838616950915366,0.3199307683841539,80.65900828262838,91.04485588976627,-23.076923076923748,-15.384615384614376,21.294207393056475,18.001621612297242,0
243.4,243.7,243.68094518336275,243.74682875538664,243.48310611947642,243.47541036069978,243.34586248731745,243.33673633013032,243.2920716897411,243.28766645258779,243.29067523904553,243.28941517665174,243.25021911142514,243.24714076454677,243.7,243.70999999999998,243.27999999999997,243.22999999999996,243.16666666666663,243.14999999999998,243.26399999999998,243.264,243.32000000000005,243.32299999999998,243.157,243.15200000000002,2.019535317473654,16.63657763603696,84.61538461538485,89.92673992674054,32.39498672087508,68.31116765052944,26.808864225706376,28.7360949981088,-0.19999999999998863,0.19999999999998863,0.27754416742195076,0.31838616950915366,47.10473139803856,80.65900828262838,-46.153846153845315,-23.076923076923748,18.823053158624145,21.294207393056475,1
243.4,243.4,243.62421664429863,243.68094518336275,243.4856056394784,243.48310611947642,243.35238200813055,243.34586248731745,243.29630417249643,243.2920716897411,243.29191034970884,243.29067523904553,243.25342256393213,243.25021911142514,243.68,243.7,243.31499999999997,243.27999999999997,243.17666666666662,243.16666666666663,243.26399999999998,243.26399999999998,243.31700000000004,243.32000000000005,243.1625,243.157,2.019535317473654,2.019535317473654,74.35897435897455,84.61538461538485,17.376334972152772,32.404516569699936,25.01929279418984,26.80886422570638,-0.09999999999999432,-0.19999999999998863,0.24114179921042478,0.27754416742195076,18.114273800187068,47.10473139803854,-46.153846153845315,-46.153846153845315,18.40018779047218,18.823053158624145,1
244.0,243.5,243.6797099783551,243.60163179988075,243.56325338078818,243.4959031496912,243.41296710473264,243.3649325276007,243.3358460758752,243.30490584953125,243.31029924093698,243.29510120075506,243.26808485911803,243.25821210995008,243.7,243.68,243.40999999999994,243.34499999999997,243.20999999999998,243.18666666666664,243.278,243.26599999999996,243.31800000000004,243.31400000000005,243.178,243.17,22.12965611870645,6.891463635604609,58.139083139083056,65.59829059829038,56.60882274233385,17.310135879888527,23.827517024195437,23.357547893495923,0.19999999999998863,-0.30000000000001137,0.22087050537811592,0.20710927546488733,87.27427147493472,21.14328396361089,-0.0,-41.66666666666706,24.898530091291583,19.400939442852376,1
243.8,243.7,243.70511265958464,243.68057527488227,243.6260639977867,243.5896667964339,243.4708825746663,243.4395567641984,243.36835825758973,243.35074022728722,243.32848392275557,243.31832599968055,243.28197290890552,243.27440708951036,243.7,243.68999999999997,243.51,243.45499999999998,243.26333333333332,243.23666666666662,243.28,243.28,243.321,243.31900000000005,243.19199999999998,243.18449999999996,13.686773613094175,10.709392857899559,68.18181818181891,65.40404040404047,46.12032989732397,48.915501406250044,24.66914541641752,24.26391693127355,-0.09999999999999432,0.0,0.18179074091452208,0.20165745529271817,50.63369496578653,37.71240329969313,-33.33333333333176,-50.00000000000237,20.041599065123698,22.734051092864657,0
243.5,243.4,243.5862533612204,243.61577470198816,243.62185655796335,243.62481730125288,243.49089959727473,243.48380094054625,243.38189521293438,243.37771325986583,243.33751678839408,243.3342342992708,243.2936462705248,243.28984205124968,243.6,243.63000000000002,243.61999999999998,243.59,243.31666666666666,243.29666666666668,243.27599999999998,243.278,243.31799999999998,243.31800000000004,243.20899999999997,243.2035,1.342704999535215,-3.2624860165443152,47.222222222223365,61.11111111111219,-21.38993668577987,-16.972449761541213,21.868108022296845,23.099130809294962,-0.19999999999998863,-0.4000000000000057,0.058840000986577934,0.0928637293278598,16.25870698135886,0.0,-62.49999999999912,-74.99999999999824,22.632547091945902,19.806918388699184,1
243.4,243.6,243.5521236878136,243.58592895177216,243.60543272522187,243.62870159974892,243.51114733119223,243.50802759313214,243.38841662110806,243.38922113110297,243.34476630491392,243.3433342998115,243.3012858125262,243.2985633976934,243.59,243.59,243.64499999999998,243.65,243.38333333333335,243.35,243.268,243.27200000000002,243.321,243.32,243.2205,243.215,-3.685991802716927,5.487411210615363,37.500000000000874,37.500000000000874,-22.542948732960976,-11.852478199791927,18.93572576097408,20.347613516425785,0.0,0.19999999999998863,0.0038309321667497898,0.03902717971513425,0.0,30.89166434935492,-74.99999999999824,-50.00000000000001,15.685056631348559,23.976680400614004,1
243.5,243.4,243.52001668357764,243.5244648354838,243.57499767236592,243.582892164194,243.51638037919355,243.51103901776986,243.39263933389685,243.38825726589275,243.3498359170736,243.3461699534798,243.30749048415802,243.30382540270813,243.59,243.59,243.635,243.635,243.42666666666665,243.40666666666667,243.266,243.266,243.324,243.322,243.231,243.22550000000004,1.4764203268832716,-3.685991802716927,37.500000000000874,37.500000000000874,-20.457816169040797,-30.686724253563174,16.909175483037668,17.62468713091179,-0.5,-0.09999999999999432,-0.03149576330866921,-0.024329775267545983,19.99722085346585,0.0,-62.49999999999912,-74.99999999999824,17.598505696236007,16.410981582396726,1
243.7,243.5,243.54426952797536,243.52001668357764,243.58541488616106,243.57499767236592,243.53831606654,243.51638037919355,243.4065335094558,243.39263933389685,243.35800950742762,243.3498359170736,243.31357635472497,243.30749048415802,243.56,243.59,243.62999999999997,243.635,243.45999999999998,243.42666666666665,243.27200000000002,243.266,243.32800000000003,243.324,243.238,243.231,9.801941802845704,1.4764203268832716,33.33333333333451,37.500000000000874,-5.570503072135274,-20.425177931153435,16.71153528419644,16.909175483037668,0.0,-0.5,-0.019570723288950376,-0.03149576330866921,52.24712409549688,19.99722085346585,-37.500000000000895,-62.49999999999912,25.244667205092536,17.598505696236007,1
243.8,243.7,243.5935897757516,243.54426952797536,243.6058515636696,243.58541488616106,243.56528816115448,243.53831606654,243.42564520011652,243.4065335094558,243.36831135455623,243.35800950742762,243.32044095829542,243.31357635472497,243.57,243.56,243.62999999999997,243.62999999999997,243.4933333333333,243.45999999999998,243.284,243.27200000000002,243.33300000000003,243.32800000000003,243.24450000000002,243.238,13.201650031964022,9.80194180284569,45.83333333333362,33.33333333333451,22.473355404484664,-5.560417832040456,17.33874074742247,16.711535284196447,0.0,0.0,-0.002118847006414626,-0.019570723288950376,65.41630055570515,52.24712409549688,-24.999999999998227,-37.500000000000895,25.249840853002492,25.244667205092536,1
243.9,243.8,243.6521245239323,243.5935897757516,243.6368412400411,243.6058515636696,243.59898958557525,243.56528816115448,243.44915619207555,243.42564520011652,243.38131913882037,243.36831135455623,243.32760933844418,243.32044095829542,243.58,243.57,243.63999999999996,243.62999999999997,243.5333333333333,243.4933333333333,243.29999999999995,243.284,243.34099999999998,243.33300000000003,243.24900000000002,243.24450000000002,16.27345156714425,13.201650031964022,62.500000000000284,45.83333333333362,35.347072208935224,22.409581727235654,18.2748067854254,17.33874074742248,0.30000000000001137,0.0,0.008904161459867055,-0.002118847006414626,77.31529121644724,65.41630055570515,-12.499999999999114,-24.999999999998227,24.48608887900327,25.249840853002492,0
